specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source
RSA132968,1933-04-27,1933,4,27,117,menziesii,Monterey,"""China Camp, on road to Tassajara Hot Springs.""",1318,,,,,,,cch1
RSA14384,1895-03-03,1895,3,3,62,menziesii,San Mateo,Lobitas.,,,,,,,,cch1
RSA15112,1935-03-13,1935,3,13,72,menziesii,Marin,Point Reyes.,,,,,,,,cch1
RSA15640,1928-04-08,1928,4,8,99,menziesii,San Benito,1 mi. N of New Idria on San Carlos Creek.,732,,,,,,,cch1
RSA171992,1963-04-20,1963,4,20,110,menziesii,Monterey,13.4 miles SSE of Jolon.,335,,,,,,,cch1
RSA195363,1967-03-05,1967,3,5,64,menziesii,Napa,Snell Valley.,213,,,,,,,cch1
RSA201828,1966-04-06,1966,4,6,96,menziesii,Trinity,"""Slattery Pond, just off US Highway 299, 7 miles west of Weaverville.""",640,,,,,,,cch1
RSA289642,1932-03-25,1932,3,25,85,menziesii,Los Angeles,San Gabriel Mountains.,1128,,,,,,,cch1
RSA329566,1966-04-07,1966,4,7,97,menziesii,Riverside,Tucolata Valley between Sage and Murrieta.,,,,,,,,cch1
RSA40756,1948-03-22,1948,3,22,82,menziesii,Glenn,2 miles W of Elk Creek Store on San Hedrin Road.,,,,,,,,cch1
RSA421299,1932-04-09,1932,4,9,100,menziesii,Los Angeles,"""1 mi. W mouth Kings Canyon, near Elizabeth Lake.""",976,,,,,,,cch1
RSA421303,1949-04-27,1949,4,27,117,menziesii,Unknown,Los Padres National Forest.,457,,,,,,,cch1
RSA421347,1929-02-22,1929,2,22,53,menziesii,Contra Costa,Mt. Diablo.,,,,,,,,cch1
RSA421348,1929-03-25,1929,3,25,84,menziesii,Fresno,West bank KingAs River near Parlier.,,,,,,,,cch1
RSA421349,1930-04-12,1930,4,12,102,menziesii,Fresno,Zapato Creek.,,,,,,,,cch1
RSA421350,1967-04-30,1967,4,30,120,menziesii,Marin,"""Point Reyes Natl. Seashore, 9 miles northeast of lighthouse.""",,,,,,,,cch1
RSA421352,1932-04-04,1932,4,4,95,menziesii,Mariposa,Yosemite National Park.,,,,,,,,cch1
RSA49705,1948-02-27,1948,2,27,58,menziesii,Monterey,Carmel Highlands above Yankee Pt.,213,,,,,,,cch1
RSA585893,1993-02-19,1993,2,19,50,menziesii,San Luis Obispo,2 km SE of Twin Bridges on Boyscout Rd.,,,,,,,,cch1
RSA603259,1940-04-11,1940,4,11,102,menziesii,San Luis Obispo,Inner Coast Ranges: La Panza.,,,,,,,,cch1
RSA633299,1998-04-07,1998,4,7,97,menziesii,Napa,Along Rt. 128 at road marker 24/80,,,,,,,,cch1
RSA6881,1907-07-02,1907,7,2,183,menziesii,Monterey,San Jose Canyon [Monterey or Santa Clara Co.?],,,,,,,,cch1
RSA696598,1953-02-20,1953,2,20,51,menziesii,San Luis Obispo,Huazana [Husna] District. Arroyo Grande.,305,,,,,,,cch1
RSA75876,1926-04-02,1926,4,2,92,menziesii,Mendocino,Roadside near foot of Hopland Grade.,,,,,,,,cch1
RSA75890,1938-05-25,1938,5,25,145,menziesii,San Benito,"""1 mile south of Idria, San Carlos Range, Inner South Coast Ranges.""",915,,,,,,,cch1
RSA75891,1938-05-07,1938,5,7,127,menziesii,Madera,"""3 miles SW of Kelshaw Corners, 11 miles SW of Coarse Gold, Sierra Nevada Foothills.""",762,,,,,,,cch1
RSA75892,1938-05-01,1938,5,1,121,menziesii,Tehama,"""Low hills at Paskenta, Inner North Coast Ranges.""",305,,,,,,,cch1
RSA798418,1995-04-06,1995,4,6,96,menziesii,Monterey,"""Fort Hunter Liggett (Training Areas 2, 3, 6), above Mission Creek, west of intersection of Mission Creek and Upper Milpitas Roads, ca. 0.6 air km east of Coleman Reservoir, ca. 3.2 air km west of Cosio Knob.""",360,,,,,,,cch1
RSA88888,1953-03-18,1953,3,18,77,menziesii,Fresno,Just inside the fence below new road around lake at Pine Flat - at the furthest NW of point in rd.,381,,,,,,,cch1
