specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,source,datum
IRVC19117,1982-04-15,1982,4,15,105,34.1498,-116.465,1078,3000,integrifolia,San Bernardino,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; bottom of 1st draw Railroad Canyon. Little San Bernardino Mountains""",cch1,WGS84
IRVC19153,1982-04-15,1982,4,15,105,34.1498,-116.465,1076,3000,integrifolia,San Bernardino,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; Railroad Canyon Wash. Little San Bernardino Mountains""",cch1,WGS84
IRVC29323,2006-04-01,2006,4,1,91,34.16113889,-116.5109444,1220,NA,integrifolia,San Bernardino,"""Pipes Canyon Preserve; Sorrel Horse Cyn, S of Pioneertown Road along wash and ridge to the S. Southern Mojave Desert, Little San Bernardino Mtns""",cch1,NA
JEPS1517,1928-04-18,1928,4,18,109,34.134533,-118.30477,NA,3384.44202,integrifolia,Los Angeles,"""Griffith Park Los Angeles, Griffith Park""",cch1,NA
JEPS1518,1928-05-04,1928,5,4,125,34.17444,-117.98889,NA,1000,integrifolia,Los Angeles,"""Monrovia Canyon , Monrovia Canyon (San Gabriel Mts.)""",cch1,WGS84
JEPS1804,1919-04-16,1919,4,16,106,34.325158,-117.428354,685,2000,integrifolia,San Bernardino,"""Cajon Pass , Cajon Pass (San Gabriel Mountains)""",cch1,WGS84
JEPS1805,1918-05-19,1918,5,19,139,34.2172,-118.1463,609,2200,integrifolia,Los Angeles,"""Millards Canyon , Millards Canyon (San Gabriel Mountains)""",cch1,WGS84
JEPS1895,1916-04-02,1916,4,2,93,32.73409,-117.12945,15,9654,integrifolia,San Diego,San Diego,cch1,WGS84
JEPS21152,1935-04-27,1935,4,27,117,34.316,-117.1982,1386,804.67,integrifolia,San Bernardino,"""3 1/2 mi n of nw corner Lake Arrowhead; San Bernardino National Forest, Deep Creek Quad.""",cch1,NA
JEPS8961,1954-05-18,1954,5,18,138,32.5962,-116.545,731,804.67,integrifolia,San Diego,"""3.8 mi e Potrero (5-1/2 mi w of Campo, on grade along State Highway 94); w of Campo, e of Potrero""",cch1,NA
POM126450,1896-04-01,1896,4,1,92,33.04179,-116.86803,NA,4827,integrifolia,San Diego,Ramona.,cch1,WGS84
POM126452,1906-05-24,1906,5,24,144,32.8528,-116.616,NA,1609.34,integrifolia,San Diego,Descanso.,cch1,WGS84
POM14755,1913-04-06,1913,4,6,96,32.6948,-117.245,NA,3218.68,integrifolia,San Diego,Point Loma.,cch1,WGS84
POM155815,1903-04-26,1903,4,26,116,33.30764,-117.25945,NA,1609,integrifolia,San Diego,"""Hills near Moro School, Falbrook.""",cch1,WGS84
POM156599,1903-05-26,1903,5,26,146,32.6064,-116.469,NA,4827,integrifolia,San Diego,Hills near Campo,cch1,WGS84
POM182246,1932-05-15,1932,5,15,136,32.608056,-116.629167,915,NA,integrifolia,San Diego,10 miles west of Campo.,cch1,NA
POM229166,1937-05-07,1937,5,7,127,34.463112,-117.351939,976,1000,integrifolia,San Bernardino,5 miles SW of Victorville.,cch1,WGS84
POM248105,1941-04-19,1941,4,19,109,34.437156,-117.372033,NA,1200,integrifolia,San Bernardino,8 miles SW of Victorville.,cch1,WGS84
POM255575,1935-06-05,1935,6,5,156,34.264,-117.3371,1270,2500,integrifolia,San Bernardino,"""Sawpit Canyon, San Bernardino Mts.""",cch1,WGS84
POM264311,1937-05-10,1937,5,10,130,33.647222,-117.337222,NA,NA,integrifolia,Riverside,Lake Elsinore.,cch1,NA
POM3456,1906-04-10,1906,4,10,100,32.6948,-117.245,NA,3218.68,integrifolia,San Diego,"""Point Loma, near San Diego County.""",cch1,WGS84
POM347129,1971-05-14,1971,5,14,134,34.230087,-117.469389,793,1000,integrifolia,San Bernardino,"""San Gabriel Mountains, Lytle Creek Road, Lytle Creek Canyon, north of Fontana""",cch1,WGS84
POM347132,1926-03-13,1926,3,13,72,33.876448,-117.687658,NA,3000,integrifolia,Orange,Santa Ana Canyon.,cch1,WGS84
POM46977,1919-06-03,1919,6,3,154,33.18032,-116.76919,1021,1610,integrifolia,San Diego,"""Edge of woods, mesa Grande.""",cch1,WGS84
POM47079,1924-05-10,1924,5,10,131,32.71389,-116.75889,NA,1609,integrifolia,San Diego,Lions Valley.,cch1,WGS84
POM48180,1924-05-11,1924,5,11,132,32.88958,-116.57607,1433,1610,integrifolia,San Diego,Descanso Creek.,cch1,WGS84
POM48804,1917-04-21,1917,4,21,111,34.4267,-117.301,NA,7800,integrifolia,San Bernardino,"""Hesperia, Mohave Desert.""",cch1,WGS84
POM6534,1919-05-30,1919,5,30,150,34.241699,-117.245801,NA,5000,integrifolia,San Bernardino,"""Dark Canyon, San Bernardino Mts.""",cch1,WGS84
POM6554,1919-04-12,1919,4,12,102,34.36844,-117.42656,1220,1600,integrifolia,San Bernardino,"""Cajon Pass, north side.""",cch1,NAD83
POM6902,1919-05-14,1919,5,14,134,34.256719,-117.491796,NA,10000,integrifolia,San Bernardino,Lytle Creek Canyon.,cch1,WGS84
POM7063,1919-04-05,1919,4,5,95,34.0872,-117.8135,274,1500,integrifolia,Los Angeles,"""Puddingstone Canyon, near San Dimas.""",cch1,WGS84
POM73427,1906-04-17,1906,4,17,107,33.0787,-116.602,1220,1609.34,integrifolia,San Diego,Julian.,cch1,WGS84
POM73824,1882-03-17,1882,3,17,76,32.73409,-117.12945,NA,9654,integrifolia,San Diego,San Diego.,cch1,WGS84
POM73920,1882-03-23,1882,3,23,82,33.37642,-117.25115,NA,4828.02,integrifolia,San Diego,Fallbrook.,cch1,WGS84
POM88484,1925-05-16,1925,5,16,136,32.87719,-116.44592,1524,402,integrifolia,San Diego,"""Laguna Mountains, Laguna Camp""",cch1,WGS84
RSA0011369,2013-03-16,2013,3,16,75,32.6639,-116.14568,1033,NA,integrifolia,San Diego,The Jacumba Mountains; north side of Table Mountain.,cch1,NAD83
RSA0043164,2012-05-21,2012,5,21,142,34.08484,-116.97716,1616,NA,integrifolia,San Bernardino,"""Yucaipa Ridge; approximately 4 air miles northeast of the San Gorgonio Ranger station, or approximately 0.6 air mile northeast of Allen Peak.""",cch1,NA
RSA0043193,2010-05-06,2010,5,6,126,34.16404,-116.94995,1553,NA,integrifolia,San Bernardino,San Bernardino National Forest: the upper Santa Ana River watershed; along the Santa Ana River Trail approximately 0.25 air mile east of Mill Creek road.,cch1,NA
RSA0043194,1995-04-25,1995,4,25,115,34.325,-117.422778,1067,NA,integrifolia,San Bernardino,"""East of hwy. I-15 and Cajon Pass, via hwy. 138, Elliott's Ranch area.""",cch1,NA
RSA0065634,2015-03-19,2015,3,19,78,34.42758,-118.18402,846,NA,integrifolia,Los Angeles,"""San Gabriel Mountains: Arrastre Canyon, south of Acton.""",cch1,NA
RSA0073978,2010-04-24,2010,4,24,114,32.726,-116.9404,125,NA,integrifolia,San Diego,Rancho San Diego; US Fish & Wildlife Refuge; N side of San Miguel Mountains; W of Millar Ranch Road; 0.37 miles SSW of junction with highway 94 (Campo Road).,cch1,NA
RSA12318,1934-04-15,1934,4,15,105,33.26802,-117.17116,122,1610,integrifolia,San Diego,4 miles from Bonsall on road to Moosa Canyon.,cch1,WGS84
RSA12926,1935-04-07,1935,4,7,97,33.5963,-117.4647,762,500,integrifolia,Orange,"""San Juan Canyon, Ortega Hwy, 2 miles east Orange County.""",cch1,WGS84
RSA180273,1965-04-04,1965,4,4,94,33.5051,-117.2834,NA,200,integrifolia,Riverside,8 miles west of Murrieta-Tenaja Range.,cch1,WGS84
RSA182182,1963-04-30,1963,4,30,120,34.167795,-117.68615,808,700,integrifolia,Los Angeles,"""Evey Canyon, northeast of Claremont on road to Mt. Baldy.""",cch1,WGS84
RSA226948,1971-06-05,1971,6,5,156,34.202078,-117.485313,1418,800,integrifolia,San Bernardino,San Sevaine Cow Camp.,cch1,WGS84
RSA233474,1969-05-29,1969,5,29,149,34.1632,-117.6823,701,16.0934,integrifolia,San Bernardino,"""Angeles National Forest, at junction of Evey Canyon with San Antonio Canyon.""",cch1,NAD83/WGS84
RSA24986,1941-04-29,1941,4,29,119,34.771617,-115.70569,1372,900,integrifolia,San Bernardino,"""Mojave Desert, S side of Old Dad-Granite Mt. Range. East fork (upper portion) of Willow Spring Canyon""",cch1,WGS84
RSA252917,1973-04-20,1973,4,20,110,34.451769,-117.764984,1280,500,integrifolia,Los Angeles,"""San Gabriel Mts., Mojave Desert slopes: 3.2 miles S of Hwy 138 along Grandview Canyon Rd.""",cch1,WGS84
RSA262102,1971-03-24,1971,3,24,83,33.625,-117.375,1220,NA,integrifolia,Riverside,Main Divide Truck Trail between El Carriso and San Mateo Canyon. Cleveland National Forest.,cch1,NA
RSA27403,1940-04-09,1940,4,9,100,32.85186,-116.45182,1829,3218.68,integrifolia,San Diego,"""Laguna Mts., south-east about 20 miles of Cuyamaca Lake.""",cch1,WGS84
RSA29712,1932-05-28,1932,5,28,149,34.214154,-117.667245,1113,300,integrifolia,Los Angeles,San Gabriel Mtns.: Cascade Canyon off San Antonio Canyon.,cch1,WGS84
RSA307135,1979-05-10,1979,5,10,130,34.30317,-117.337528,1098,900,integrifolia,San Bernardino,San Bernardino Mountains; on road to Silverwood Lake above stream in Horsethief Canyon S of junction with road to Hesperia.,cch1,WGS84
RSA309677,1979-05-10,1979,5,10,130,34.283611,-117.344722,1037,1000,integrifolia,San Bernardino,San Bernardino Mountains: Silverwood Lake Recreational Park on SW bay of lake.,cch1,NA
RSA333764,1980-06-02,1980,6,2,154,34.325556,-117.267222,976,1000,integrifolia,San Bernardino,"""Near Mojave River, S of Hesperia and 5.2 miles N of junction of Silverwood Lake and Hesperia roads.""",cch1,NA
RSA336454,1978-05-04,1978,5,4,124,34.204211,-117.143464,500,750,integrifolia,San Bernardino,San Bernardino National Forest: Along City Creek Road to Big Bear.,cch1,WGS84
RSA421268,1949-06-18,1949,6,18,169,34.16018,-117.79704,854,100,integrifolia,Los Angeles,"""Johnstone Peak, San Gabriel Mts.""",cch1,WGS84
RSA421301,1902-05-01,1902,5,1,121,33.995556,-119.715,1220,NA,integrifolia,Los Angeles,Vicinity of Elizabeth Lake. Pine Canyon.,cch1,NA
RSA421302,1940-03-17,1940,3,17,77,34.3785,-118.5286,610,5000,integrifolia,Los Angeles,Near Newhall,cch1,WGS84
RSA421313,1903-03-30,1903,3,30,89,34.152867,-118.121454,NA,6700,integrifolia,Los Angeles,"""Hillsides, Pasadena""",cch1,WGS84
RSA421373,1944-04-09,1944,4,9,100,34.498,-119.241,NA,500,integrifolia,Ventura,"""Nordhoff Peak, Ojai Valley.""",cch1,NAD83
RSA421377,1979-05-05,1979,5,5,125,34.2909,-118.1705,915,800,integrifolia,Los Angeles,"""Angeles Forest Highway 3 miles from jct. with Angeles Crest Hwy, ca. 30 yds. up a small stream.""",cch1,WGS84
RSA421378,1933-04-02,1933,4,2,92,34.511496,-118.346151,NA,22000,integrifolia,Los Angeles,Mint Canyon.,cch1,WGS84
RSA421482,1976-06-26,1976,6,26,178,34.18511,-117.1419,1159,1600,integrifolia,San Bernardino,10 miles WSW of Running Springs on State Highway 30.,cch1,NAD83
RSA421483,1929-05-22,1929,5,22,142,34.3735,-117.6129,1067,2500,integrifolia,San Bernardino,"""Sheep Creek Canyon, Mahave Desert.""",cch1,WGS84
RSA421485,1932-06-10,1932,6,10,162,34.256449,-117.219894,1524,1000,integrifolia,San Bernardino,"""Lake Arrowhead, Grass Valley.""",cch1,WGS84
RSA421497,1938-05-29,1938,5,29,149,32.8433,-116.4806,NA,12070.05,integrifolia,San Diego,Laguna Mt.,cch1,WGS84
RSA421498,1925-06-08,1925,6,8,159,32.87988,-116.45768,NA,806,integrifolia,San Diego,Laguna Lake region.,cch1,WGS84
RSA43793,1949-06-01,1949,6,1,152,33.34176,-116.90197,NA,1367.939,integrifolia,San Diego,"""Doane Valley, Palomar Mt.""",cch1,WGS84
RSA570175,1991-04-29,1991,4,29,119,34.456389,-118.219444,1119,NA,integrifolia,Los Angeles,Parker mountain and ridge to SW: SW of Acton and NNE of Ravenna.,cch1,NA
RSA570348,1991-04-30,1991,4,30,120,34.468889,-118.188333,829,NA,integrifolia,Los Angeles,Soledad Canyon Wash: about half mile E of Acton.,cch1,NA
RSA574968,1994-04-08,1994,4,8,98,34.269167,-117.4625,823,NA,integrifolia,San Bernardino,"""Eastern San Gabriel Mountains: Junction of Lone Pine Canyon & Cajon Canyon, 100 m W of Cajon Wash.""",cch1,NA
RSA575409,1993-07-16,1993,7,16,197,34.209167,-117.508611,1622,1000,integrifolia,San Bernardino,"""San Gabriel Mountains. San Sevaine Flats, near well.""",cch1,NA
RSA579473,1994-05-10,1994,5,10,130,34.610556,-118.571944,668,NA,integrifolia,Los Angeles,Warm Springs Mountain: at the confluence of a blueline drainage NNE off the face of Warm Springs Mtn; ca 1250 m WNW from the canyon's effluence into Elizabeth Lake Canyon,cch1,NA
RSA580464,1994-05-11,1994,5,11,131,34.691944,-118.604167,1317,NA,integrifolia,Los Angeles,Atmore Meadows: between Liebre and Sawmill Mountains; streams draining southward to the North Fork of Fish Canyon. (sections not demarcated).,cch1,NA
RSA584043,1992-04-21,1992,4,21,112,34.220266,-117.716422,1317,500,integrifolia,Los Angeles,"""Glendora Ridge Road: on the divide between upper East Fork San Dimas Canyon & Lower Cow Canyon, daining toward the latter""",cch1,WGS84
RSA586935,1995-05-04,1995,5,4,124,33.4525,-116.956389,610,NA,integrifolia,Riverside,"""NW Palomar Mountains; Agua Tibia Mountains; Cleveland National Forest, Agua Tibia Wilderness Area. N slope of Agua Tibia Mtn., E of the Dripping Springs Alcove Area, N of the Woodchuck Trail.""",cch1,NA
RSA587321,1995-06-13,1995,6,13,164,33.3966,-116.973,1049,241.401,integrifolia,San Diego,"""NW Palomar Mountains; Agua Tibia Mountains; Cleveland National Forest, Agua Tibia Wilderness Area, W slope of Agua Tibia Mountains, SSW of Crosley Saddle., N branch of upper Agua Tibia Creek, at confluences of two large drainages from the E. North of the wilderness boundary. T9S R1W NE/4 NW/4 Sec.15.""",cch1,WGS84
RSA592849,1996-05-01,1996,5,1,122,34.691667,-118.55,1524,NA,integrifolia,Los Angeles,"""Liebre Mountains, Sawmill Mountain, upper slopes and summit at head of Heryford Canyon, east of the junction of 7N23 and 7N08.""",cch1,NA
RSA597259,1968-06-14,1968,6,14,166,34.2034,-117.487,1433,160.934,integrifolia,San Bernardino,San Gabriel Mountains. San Sevaine Cow Camp.,cch1,NAD83/WGS84
RSA598950,1970-04-04,1970,4,4,94,34.159237,-117.827908,412,800,integrifolia,Los Angeles,"""in and near Glendora Wilderness Park, Big Dalton Canyon""",cch1,WGS84
RSA599257,1997-03-31,1997,3,31,90,34.687167,-118.662278,914,NA,integrifolia,Los Angeles,"""Liebre Mountains region: Knapp Ranch area at upper end of Castaic Creek drainage in broad alluvial valley at head of Cienaga Canyon, south of Liebre Mountain""",cch1,NA
RSA599470,1997-04-01,1997,4,1,91,34.692417,-118.604222,1317,NA,integrifolia,Los Angeles,Liebre Mountains region: Atmore Meadows area at the southeastern end of Liebre Mountain in a tributary drainage to the North Fork Fish Canyon.,cch1,NA
RSA600077,1997-05-20,1997,5,20,140,34.691417,-118.55475,1341,NA,integrifolia,Los Angeles,"""Liebre Mountains region: Northern flank of Sawmill Mountain, upper Heryford Canyon drainage, just northeast of Sawmill Summit at the junction of Forest Service roads 7N23 and 7N08.""",cch1,NA
RSA607224,1968-05-31,1968,5,31,152,34.300557,-117.979918,1128,400,integrifolia,Los Angeles,San Gabriel Mountains: Devil's Canyon.,cch1,WGS84
RSA609597,1968-05-09,1968,5,9,130,34.203889,-117.406667,622,1000,integrifolia,San Bernardino,San Gabriel Mountains: NW end of Muscupiabe,cch1,NA
RSA613142,1997-03-06,1997,3,6,65,33.4384,-117.0758,396,1000,integrifolia,Riverside,"""NW Palomar Mountains, Agua Tibia Mountains: Pechanga Indian Reservation. Area between a newly established firebreak on the south end of the Reservation, west of Magee Truck Trail and upper Pala Creek.""",cch1,NAD83
RSA615510,1967-05-18,1967,5,18,138,34.3781,-118.4578,518,1000,integrifolia,Los Angeles,San Gabriel Mountains: Placerita Canyon.,cch1,WGS84
RSA618787,1973-04-20,1973,4,20,110,34.449722,-118.158333,945,NA,integrifolia,Los Angeles,San Gabriel Mountains: Aliso Canyon approximately 1/2 mile east of Blum Ranch.,cch1,NA
RSA655478,1998-05-12,1998,5,12,132,34.374722,-117.45,1250,1000,integrifolia,San Bernardino,"""Mojave Desert: Baldy Mesa, Lugo-Vincent Powerline (S Cal. Edison), ca. 1 mi. W of I-15 and N of Cajon Summit)""",cch1,NA
RSA666506,1993-03-28,1993,3,28,87,34.189167,-117.271389,600,NA,integrifolia,San Bernardino,"""San Bernardino Mountains: Waterman Canyon, 1 km W of Arrowhead Hot Spr. Hotel, at & below the 1st stream Xing of Old Waterman C. Rd.""",cch1,NA
RSA66658,1924-05-16,1924,5,16,137,34.1862,-117.6608,NA,1684,integrifolia,Los Angeles,Stoddard Canyon,cch1,WGS84
RSA69060,1938-04-27,1938,4,27,117,33.27763,-116.85549,1050,402.335,integrifolia,San Diego,"""Cedar Creek Bridge, Alt 1050m. San Diego County.""",cch1,WGS84
RSA69363,1951-06-05,1951,6,5,156,33.33853,-116.8983,1372,1609,integrifolia,San Diego,Doan Valley.,cch1,WGS84
RSA699273,1934-04-28,1934,4,28,118,33.7806,-117.5871,NA,1000,integrifolia,Orange,Ladd Canyon-Santa Ana Mts. PR8.,cch1,WGS84
RSA701641,2001-03-16,2001,3,16,75,32.628333,-116.11,1046,NA,integrifolia,Imperial,"""Jacumba Natural Area, In-ko-pah Mountains, near SmugglerAs Cove.""",cch1,NA
RSA708611,2001-05-16,2001,5,16,136,34.19525,-118.206583,457,NA,integrifolia,Los Angeles,Northern San Rafael Hills: Liz's Loop (Edison Road) to Cherry Canyon Fire Road.,cch1,NA
RSA720007,2003-03-20,2003,3,20,79,35.7133,-117.9633,1494,NA,integrifolia,Kern,The Owens Peak Eastern Watershed: Indian Wells Canyon.,cch1,NAD27
RSA720688,2003-02-22,2003,2,22,53,35.7156,-117.9286,1372,NA,integrifolia,Kern,The Owens Peak Eastern Watershed: Upper reaches of Short Canyon. SW side of canyn.,cch1,NAD27
RSA725200,2005-05-06,2005,5,6,126,34.42548,-117.80429,1444,NA,integrifolia,Los Angeles,"""Off Big Pines Hwy (Road N) on the N side of the San Gabriel Mountains. Near Shoemaker Canyon. Along ridge, wash and roadside.""",cch1,NA
RSA729397,1998-05-23,1998,5,23,143,34.301389,-117.495833,1335,1000,integrifolia,San Bernardino,"""Ralston Peak, on southern ridge.""",cch1,NA
RSA729927,1998-04-26,1998,4,26,116,34.187778,-117.721111,1317,NA,integrifolia,Los Angeles,"""Browns Flat, San Dimas Experimental Forest""",cch1,NA
RSA729936,1999-06-25,1999,6,25,176,34.195833,-117.716667,1159,NA,integrifolia,Los Angeles,"""San Gabriel Mtns.: Fern Canyon at falls, c. 1,7 mi. east of confluence with upper East Fork San Dimas Canyon""",cch1,NA
RSA730888,2008-05-01,2008,5,1,122,35.418611,-118.256111,1372,1000,integrifolia,Kern,"""Piute Mountains, lower Esperanza Canyon at eastern base of Sorrell Peak and western edge of Kelso Valley.""",cch1,NA
RSA733241,2005-06-29,2005,6,29,180,32.9144,-116.4578,1660,NA,integrifolia,San Diego,"""Laguna Mountains: Clevelad National Forest; vicinity of Penny Pines above Storm Canyon, E of Sunrise highway and W of the Pacific Crest Trail, Sw of Garnet Peak.""",cch1,NA
RSA733465,2007-03-25,2007,3,25,84,32.7547,-116.6622,635,NA,integrifolia,San Diego,"""Cleveland National Forest: Pine Creek Wilderness; north of Barrett Lake, southeast of Alpine north of the Horsethief Canyon Trailhead on Lyons Valley Road, along a trail in the bottom of Horsethief Canyon not that this area was partially burned in 2006.""",cch1,NA
RSA733768,2000-06-19,2000,6,19,171,34.223611,-117.901944,1384,NA,integrifolia,Los Angeles,"""Pine Mountain, north of Azusa.""",cch1,NA
RSA735439,2008-05-21,2008,5,21,142,34.28903,-117.20592,1469,400,integrifolia,San Bernardino,East of Rock Camp Station. North of Lake Arrowhead.,cch1,NAD83
RSA75866,1919-04-16,1919,4,16,106,34.232825,-117.434089,686,2000,integrifolia,San Bernardino,South slope of Cajon Pass.,cch1,WGS84
RSA75878,1925-05-12,1925,5,12,132,32.59699,-116.65411,686,4827,integrifolia,San Diego,Potrero Grade,cch1,WGS84
RSA75880,1930-05-11,1930,5,11,131,33.2417,-116.7631,854,402.335,integrifolia,San Diego,Henshaw Dam.,cch1,WGS84
RSA75881,1924-05-16,1924,5,16,137,34.204263,-117.124695,1524,1000,integrifolia,San Bernardino,"""City Creek Road, Fredalba, San Bernardino Mts.""",cch1,WGS84
RSA75884,1925-03-18,1925,3,18,77,34.32692,-118.502841,381,1600,integrifolia,Los Angeles,South slope of Newhall Grade between Saugus and San Fernando Valley,cch1,WGS84
RSA768634,2010-04-13,2010,4,13,103,34.04398,-116.71046,1188,NA,integrifolia,San Bernardino,"""Whitewater Canyon Bioblitz: At saddle just east of Wathier Landing, [from] near 34.04398N, 116.71046W. Surveyed along old road in a southeast direction to 34.03946N, 116.70286W., Northeast facing slope of mountain, within northwest section of Catclaw Flat.""",cch1,NA
RSA769524,2010-05-10,2010,5,10,130,33.64496,-116.65589,1349,NA,integrifolia,Riverside,"""San Bernardino National Forest: Garner Valley, approximately 1.1 air mile southeast of junction of forest service road 6S13 and forest service road 6S04.""",cch1,NA
RSA780656,2010-06-01,2010,6,1,152,34.16851,-116.96044,1462,NA,integrifolia,San Bernardino,"""Along Santa Ana River, just S of Forest Service Rd IN09""",cch1,NAD83
RSA798328,2013-03-26,2013,3,26,85,33.0633,-117.1004,130,NA,integrifolia,San Diego,Lake Hodges: south of Escondido; southeast of the intersection of Lake Drive and Beech Lane; along the north side of Lake southeast of the boat ramp.,cch1,NA
SBBG114359,2001-05-18,2001,5,18,138,34.694,-118.857,1021,1000,integrifolia,Ventura,"""Piru flood plain, 1 mi N of Hardluck Cmpgrd at first major bend in crk""",cch1,NA
SBBG117353,1941-04-11,1941,4,11,101,37.482,-120.021,609,1000,integrifolia,Mariposa,"""near Agua Fria Crk along St Hwy 140, ca. 6 mi W of Mariposa""",cch1,NA
SBBG121241,2001-05-16,2001,5,16,136,34.193889,-118.205833,457,1000,integrifolia,Los Angeles,Liz's Loop (Edison Rd) to Cherry Cyn Fire Rd; northern San Rafael Hills,cch1,WGS84
SBBG122441,2000-04-01,2000,4,1,92,34.4106,-119.2432,304,1000,integrifolia,Ventura,"""Rancho de Cielo, NW side of Sulphur Mtn, between Clark Ranch Rd and Sulphur Mtn Rd""",cch1,NA
SBBG122442,2000-05-13,2000,5,13,134,34.5192,-118.7639,502,1000,integrifolia,Ventura,trail from Pothole Spring to Log Cabin Cmpgrd (USFS 18W04),cch1,NA
SBBG122480,1995-05-19,1995,5,19,139,34.4535,-118.849,670,1000,integrifolia,Ventura,"""trail to Tom's Cabin; Hopper Mtn Nat Wildlife Refuge, Sespe Condor Sanctuary""",cch1,NA
SBBG125441,2010-06-16,2010,6,16,167,34.2795,-118.027,1295,200,integrifolia,Los Angeles,"""upper Big Tujunga Cyn, 0.3 km ENE of Shortcut Station, 0.7 km N of St Hwy 2, San Gabriel Mtns""",cch1,NA
SBBG127047,2011-07-05,2011,7,5,186,34.2785,-118.072,1665,200,integrifolia,Los Angeles,"""rd to Barley Flats, 3.9 km W of Shortcut Station, 1.1 km N of St Hwy 2; San Gabriel Mtns""",cch1,NA
SBBG17321,1963-05-31,1963,5,31,151,34.486,-119.5638,609,750,integrifolia,Santa Barbara,Escondido Cyn Camp on Pendola Flat Rd ca. 3.3 mi N from Romero Cyn saddle,cch1,NA
SBBG23031,1965-05-08,1965,5,8,128,34.7558,-119.9827,1127,1000,integrifolia,Santa Barbara,N side of Figueroa Mtn near Zaca Ridge rd to Catway,cch1,NA
SBBG24491,1966-05-24,1966,5,24,144,34.942,-120.1995,457,5400,integrifolia,Santa Barbara,Colson Cyn,cch1,NA
SBBG27701,1967-06-10,1967,6,10,161,34.251,-117.183,1615,1000,integrifolia,San Bernardino,above S end of Lake Arrowhead,cch1,NA
SBBG39007,1966-04-07,1966,4,7,97,34.48,-119.564,NA,2300,integrifolia,Santa Barbara,"""Escondido Crk and spring, off Juncal Rd""",cch1,NA
SBBG6133,1945-04-07,1945,4,7,97,34.4575,-119.6915,304,1500,integrifolia,Santa Barbara,Rattlesnake Cyn,cch1,NA
SBBG6143,1934-04-04,1934,4,4,94,34.426,-117.3,NA,5000,integrifolia,San Bernardino,near Hesperia,cch1,NA
SBBG6144,1939-04-04,1939,4,4,94,34.426,-117.3,NA,NA,integrifolia,San Bernardino,Hesperia,cch1,NA
SBBG6145,1937-03-11,1937,3,11,70,33.0124,-116.5613,NA,6435,integrifolia,San Diego,Cuyamaca Rd above Julian,cch1,WGS84
SBBG64772,1929-04-26,1929,4,26,116,34.4227,-118.5409,NA,4000,integrifolia,Los Angeles,Soledad Cyn,cch1,NA
SBBG64777,1945-03-25,1945,3,25,84,34.469,-119.231,NA,2000,integrifolia,Ventura,Foothill Trail,cch1,NA
SBBG64792,1929-05-31,1929,5,31,151,34.7438,-119.985,NA,1900,integrifolia,Santa Barbara,Figueroa Mtn,cch1,NA
SBBG64803,1928-03-02,1928,3,2,62,34.442,-119.701,NA,2300,integrifolia,Santa Barbara,Mission Ridge; Santa Barbara,cch1,NA
SBBG64807,1925-05-02,1925,5,2,122,34.5235,-119.7933,NA,1000,integrifolia,Santa Barbara,Knapp's Lodge,cch1,NA
SBBG82149,1967-05-24,1967,5,24,144,35.0026,-120.2041,NA,3600,integrifolia,Santa Barbara,Buckhorn Cyn off Hwy 166,cch1,NA
SD10341,1935-02-20,1935,2,20,51,33.09021,-116.79119,NA,804.67,integrifolia,San Diego,"""Springhill, near Ramona""",cch1,WGS84
SD10392,1935-02-27,1935,2,27,58,32.8442,-117.2525,NA,643.736,integrifolia,San Diego,North slope of Soledad Mt.,cch1,WGS84
SD10418,1935-02-27,1935,2,27,58,33.0857,-117.2639,NA,3218.68,integrifolia,San Diego,"""Bluff on San Marcos Creek, near Green Valley School""",cch1,WGS84
SD10588,1935-03-13,1935,3,13,72,33.25052,-117.12968,NA,9656.04,integrifolia,San Diego,"""Moosa Canyon, north of Escondido""",cch1,WGS84
SD10785,1935-03-23,1935,3,23,82,32.6589,-116.1008,NA,643.736,integrifolia,Imperial,"""Boulder Park on Highway 80, top of Mountain Springs Grade""",cch1,WGS84
SD10943,1935-04-03,1935,4,3,93,32.59816,-116.64312,NA,804.67,integrifolia,San Diego,Near Tecate Junction on Potrero Grade,cch1,WGS84
SD11309,1935-04-27,1935,4,27,117,32.95935,-116.57969,NA,241.401,integrifolia,San Diego,"""Picnic Grounds, Cuyamaca Rancho State Park""",cch1,WGS84
SD11361,1935-05-08,1935,5,8,128,33.13604,-116.79118,NA,804.67,integrifolia,San Diego,5 mi. south of Mesa Grande on Black CaA'on Road,cch1,WGS84
SD114740,1982-04-16,1982,4,16,106,32.76409,-116.57253,1200,1609.34,integrifolia,San Diego,"""Pine Valley, Corte Madera Ranch""",cch1,WGS84
SD114932,1979-04-20,1979,4,20,110,32.77323,-116.43462,1340,402.335,integrifolia,San Diego,About 5 m east of stream in oak woodland in south end of Fred Canyon,cch1,WGS84
SD128338,1972-04-16,1972,4,16,107,33.39303,-116.91633,1050,804.67,integrifolia,San Diego,Cutca Valley,cch1,WGS84
