specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,datum,source
SEINET5521017,1962-04-11,1962,4,11,101,NA,NA,335,NA,NA,El Dorado,15 miles northeast of Auburn,NA,cch1
SEINET5521018,1959-04-18,1959,4,18,108,NA,NA,1829,NA,NA,Placer,1/2 mile east of Bazter on US highway 40. Walk a bit into the woods north of the highway.,NA,cch1
SEINET5521019,1959-04-11,1959,4,11,101,NA,NA,549,NA,NA,El Dorado,"""Near Placerville, roadside near highway 49""",NA,cch1
SEINET5521020,1942-04-03,1942,4,3,93,NA,NA,70,NA,NA,Sacramento,2 miles north of Fair Oaks,NA,cch1
SEINET5521021,1930-03-15,1930,3,15,74,NA,NA,NA,NA,NA,Placer,5 miles east of Lincoln,NA,cch1
SEINET5521022,1959-03-29,1959,3,29,88,NA,NA,49,NA,NA,Placer,2 miles north of Roseville. In open field 1 miles east of highway 99,NA,cch1
SEINET5730453,1973-04-08,1973,4,8,98,NA,NA,NA,NA,NA,Napa,"""11.6 miles south of Pope Valley, Napa County.; Pope Valley""",NA,cch1
SEINET5730455,1967-07-07,1967,7,7,188,NA,NA,1829,NA,NA,Mendocino,"""Near camp at Spruce Grove, 4 miles (airline) north of Hull Mountain Lookout.; Hull Mountain""",NA,cch1
SEINET6971729,1955-03-24,1955,3,24,83,NA,NA,NA,NA,NA,Orange,"""Trabuco Canyon, about 5 miles east of El Toro.""",NA,cch1
SEINET6971731,1955-03-19,1955,3,19,78,NA,NA,NA,NA,NA,San Diego,"""Border Mesa east of San Ysidro, 1.3 mile west of foot of National. Ave.""",NA,cch1
SEINET6971732,1955-03-28,1955,3,28,87,NA,NA,NA,NA,NA,Tulare,"""0.25 mile above turnoff to Milo, east of Springfield. Below road in bottom of North Fork, Tule River.""",NA,cch1
SEINET7040096,1963-05-25,1963,5,25,145,NA,NA,NA,NA,NA,San Luis Obispo,"""12.8 miles north of San Miguel and 0.2 mile south of Junction with Hare Canyon Road, Indian Valley. Valleton Quad. UTM Zone 10, 707908mE, 3975466mN.""",NA,cch1
SEINET7048075,2001-04-30,2001,4,30,120,NA,NA,NA,NA,NA,San Bernardino,"""Redlands, Sand Canyon Road, east side. Near Crafton Hills College. Elevation about 2075 feet.""",NA,cch1
SJSU1031,1950-03-31,1950,3,31,90,NA,NA,NA,NA,NA,Santa Clara,"""Halls Valley, W slope Mt Hamilton, Mt Hamilton Range""",NA,cch1
SJSU8553,1975-03-15,1975,3,15,74,NA,NA,NA,NA,NA,Marin,"""c. 300 yds from shoreline c. 1.5 mi S of Abbotts Lagoon, Point Reyes Peninsula""",NA,cch1
SJSU960,1948-04-28,1948,4,28,119,NA,NA,NA,NA,NA,Santa Clara,Skyline Blvd 5 mi W of Saratoga,NA,cch1
UC619287,1898-03-11,1898,3,11,70,NA,NA,NA,NA,NA,Napa,e Yountville (foothills Napa Range); foothills Napa Range e of Yountville,NA,cch1
UCD120084,1962-04-02,1962,4,2,92,NA,NA,213,NA,NA,Solano,"""East side of Pleasants Valley Road, 0.6 mile south of State Highway 128.""",NA,cch1
UCD120085,1951-04-08,1951,4,8,98,NA,NA,NA,NA,NA,Napa,"""6.1 miles southwest of Monticello, on Napa Road.""",NA,cch1
UCD120213,1942-02-21,1942,2,21,52,NA,NA,NA,NA,NA,Lake,"""At the west bank of Clear Lake, 3 mi. south of Lucerne along Calif. #20.""",NA,cch1
UCD120216,1978-04-19,1978,4,19,109,NA,NA,548,NA,NA,Los Angeles,Verdugo Mountains on fireroad from Stough Canyon to La Crescenta.,NA,cch1
UCD120218,1973-05-08,1973,5,8,128,NA,NA,NA,NA,NA,Fresno,1.1 mi. past Trimmer Ranger Station on Trimmer Springs Rd. coming from Trimmer.,NA,cch1
UCD120219,1974-04-22,1974,4,22,112,NA,NA,NA,NA,NA,San Luis Obispo,"""San Luis Obispo County: In Commatti Canyon, 1.1 miles N of CA 58.""",NA,cch1
UCD120220,1959-03-29,1959,3,29,88,NA,NA,NA,NA,NA,El Dorado,"""State Highway 49, 2 1/2 miles southeast of Pilot Hill.""",NA,cch1
UCD120221,1963-05-07,1963,5,7,127,NA,NA,914,NA,NA,Amador,"""Near Cook's Station, State Highway 88.""",NA,cch1
UCD120225,1965-04-12,1965,4,12,102,NA,NA,160,NA,NA,Tulare,1 mile northeast of gravel pit on Nigger Creek Road.,NA,cch1
UCD120226,1993-03-19,1993,3,19,78,NA,NA,NA,NA,NA,San Luis Obispo,"""San Luis Obispo County: Carrizo Plain Natural Area, grassland along Soda Lake Rd., 2.3 miles NW of intersection with dirt road leading to Painted Rock and Education Center.""",NA,cch1
UCD120231,1940-04-01,1940,4,1,92,NA,NA,NA,NA,NA,Yolo,Putah.,NA,cch1
UCD120235,1928-04-05,1928,4,5,96,NA,NA,NA,NA,NA,Napa,Monticello.,NA,cch1
UCD120236,1961-03-29,1961,3,29,88,NA,NA,NA,NA,NA,Colusa,South of Bear Valley; 3 miles north of junction of State Highways 16 and 20.,NA,cch1
UCD15305,1985-04-06,1985,4,6,96,NA,NA,213,NA,NA,Sutter,"""Sutter Buttes, Dean Place;""",NA,cch1
UCD15536,1989-05-06,1989,5,6,126,NA,NA,106,NA,NA,Amador,Town of Volcano.,NA,cch1
UCD23396,1977-04-16,1977,4,16,106,NA,NA,NA,NA,NA,Napa,"""Small herbaceous plant, flowers blue and white. 300 meters south of Highway 128, 6.4 miles SW of Monticello Dam. Low on NE facing slope of canyon in riparian and oak woodland ecocline.""",NA,cch1
UCD23404,1977-04-24,1977,4,24,114,NA,NA,304,NA,NA,Napa,"""Proximal part of petals white, distal part sky blue, with longitudinal rows of small purple spots. In full sun in meadow. Berryessa Knoxville Rd. 2.3 miles SE of Knoxville Mine.""",NA,cch1
UCD32468,1952-02-24,1952,2,24,55,NA,NA,121,NA,NA,Fresno,"""Fresno County, 0.5 mile southwest of Navalencia.""",NA,cch1
UCSB49773,1917-03-17,1917,3,17,76,NA,NA,NA,NA,NA,Unknown,Upland,NA,cch1
UCSB54144,1979-04-15,1979,4,15,105,NA,NA,213,NA,NA,Fresno,Ellwood Road; Wonder Valley,NA,cch1
UCSC000577,1989-04-01,1989,4,1,91,NA,NA,NA,NA,NA,San Luis Obispo,3 mi. E. and 12 mi. S. of Shandon Shandon - Shell Creek,NA,cch1
UCSC002111,1995-04-07,1995,4,7,97,NA,NA,NA,NA,NA,Monterey,"""Fort Ord, UC Reserve Site: 01 -""",NA,cch1
UCSC004272,2004-02-07,2004,2,7,38,NA,NA,NA,NA,NA,Santa Cruz,"""Swanton Road, inland-facing slope on coastward side of road""",NA,cch1
UCSC005030,2007-03-15,2007,3,15,74,NA,NA,NA,NA,NA,Santa Cruz,"""Scotts Valley, Santa's Village meadow, Scotts Valley""",NA,cch1
HREC492,1953-02-12,1953,2,12,43,38.989016,-123.079671,NA,1343.98409,atomaria,Mendocino,Vassar Field - Hopland Field Station.,NA,cch1
UCSC000578,1979-04-13,1979,4,13,103,NA,NA,671,NA,atomaria,Sonoma,"""in wet, rocky soil at roadside near an orchard 4.7 miles east of the junction of Trinity Road with highway 12 Trinity Road, highway 12""",NA,cch1
RSA0003800,1882-02-25,1882,2,25,56,NA,NA,NA,NA,integrifolia,Los Angeles,Pasadena.,NA,cch1
CLARK-A1045-560,1977-06-05,1977,6,5,156,34.2845,-117.1941,1524,NA,integrifolia,San Bernardino,San Bernardino Mountains dirt road [unpaved State Highway 173] between Lake Arrowhead and Mojave River Forks Regional Park; ; Lake Arrowhead 7.5'Q,WGS84/NAD83,cch1
CSUSB2020,1979-06-04,1979,6,4,155,34.2478,-117.2645,1432.5600000000002,400,integrifolia,San Bernardino,"""San Bernardino Mts., Crestline, Darfo Dr. NE-facing roadside of bank growing in shade from shrubs""",WGS84,cch1
RSA645309,2000-05-21,2000,5,21,142,33.60533,-117.42316,NA,1199,integrifolia,Riverside,"""Peninsular Ranges; Santa Ana Mountains: Morgan Canyon, San Mateo Canyon Wilderness Area, along Morgan Trail about 1 mile from trailhead on Main Divide Road.""",WGS84,cch1
RSA650055,1974-05-02,1974,5,2,122,34.30864,-117.32091,1037,2500,integrifolia,San Bernardino,Summit Valley.,WGS84,cch1
RSA656034,1985-05-01,1985,5,1,121,34.222222,-117.466111,732,10000,integrifolia,San Bernardino,12 air miles NW of San Bernardino in lower Lytle Creek Wash about 2-4 miles N of Interstate 15.,NA,cch1
RSA656110,1985-05-31,1985,5,31,151,34.171111,-116.988889,1159,10000,integrifolia,San Bernardino,"""ca. 20 air miles W of San Bernardino, 3 miles NW of Angeles Oaks, near junction of Deer Creek and Santa Ana River near Filaree Flat.""",NA,cch1
CHSC77587,1999-04-28,1999,4,28,118,39.793333,-122.591111,243,402.335,menziesii,Glenn,"""About 23 air miles W of Orland and 3.5 mi W of Newville, 2 mi W of Salt Ck crossing of Newville Rd. On USFS land.""",NAD 1983,cch1
CHSC81274,2001-03-31,2001,3,31,90,39.491111,-123.789722,6,402.335,menziesii,Mendocino,MacKerricher State Park adjacent to campsite 127.,NAD 1983,cch1
CHSC83371,2002-03-21,2002,3,21,80,39.8525,-122.618889,320,3218.68,menziesii,Tehama,"""Inner North Coast Ranges. Vicinity of Benner Creek, Thomes Creek, and Round Valley Road.""",NAD 1983,cch1
CHSC90532,1997-04-02,1997,4,2,92,39.1625,-122.615,762,402.335,menziesii,Lake,"""Mendocino National Forest--North Coast Ranges. North Fork Cache Creek Watershed. Bartlett Springs Rd., west of Hough Spring crossing No. Fork Cache Creek.""",NAD 1983,cch1
RSA749469,1999-04-22,1999,4,22,112,33.729722,-117.6575,396,9,menziesii,Orange,"""Lomas de Santiago: tributary to Santiago Creek wash along spur road on ridge between Limestone Cyn. and Santiago Creek wash opposite Williams Cyn., 1.8 km SE Silverado Sch. and 2.3 km NNW Bolero Lookout.""",NA,cch1
RSA0035444,1982-05-15,1982,5,15,135,NA,NA,1524,NA,menziesii,San Diego,"""CA Hwy S6, 4 mi. N of Palomar Mtn.""",NA,cch1
RSA0060576,1984-04-28,1984,4,28,119,NA,NA,1219,NA,menziesii,Riverside,"""Collected on North-facing slope adjacent ot and on the South side of Highway 74, 3.6 miles from Strawberry Creek going towards Mountain Center.""",NA,cch1
UCSC003914,1948-06-19,1948,6,19,171,NA,NA,610,NA,menziesii,Monterey,"""Carmel Valley, 3 mi. E. of Carmel Village on Tularcitos Rd. N. side of road, 200 yds. Carmel Valley, Tularcitos Rd.""",NA,cch1
GH93110,2006-04-29,2006,4,29,119,34.473101,-117.124596,NA,2000,integrifolia,Unknown,"""Dead Man's Point, near victorville, Mohave Desert, Lower Sonoran zone, 925 m""",WGS84,cch1
RSA81004,1952-04-05,1952,4,5,96,34.1647,-116.4226,1220,1200,integrifolia,San Bernardino,"""Road to Pioneertown and Old WomanAs Spring, 3 miles from Yucca Village (W of 29 Palms).""",WGS84,cch1
SEINET4462407,1906-04-29,1906,4,29,119,NA,NA,NA,NA,integrifolia,Unknown,NA,NA,cch1
CDA11943,1989-04-16,1989,4,16,106,39.883333,-123.55,NA,NA,atomaria,Mendocino,"""North Coast Ranges; Mail Ridge, on Bell Springs Rd, to Alderpoint. Approx. 7 m. N of US 101.""",NA,cch1
CDA40359,2005-06-08,2005,6,8,159,40.87725,-123.757889,NA,NA,atomaria,Humboldt,Northwestern California; 1.7 mi. south of Highway 299 on Titlow Hill Rd.,NA,cch1
CHSC23125,1962-02-18,1962,2,18,49,37.996389,-123.006111,NA,402.335,atomaria,Marin,NW-facing slopes east of Point Reyes Lighthouse in area of coastal scrub.,NAD 1983,cch1
CHSC24930,1976-03-13,1976,3,13,73,41.795833,-124.201944,9,1609.34,atomaria,Del Norte,"""Ca. 2.5 mi n of Cresent City, ca. 50 ft from end of Sage Rd on top of hill.""",NAD 1983,cch1
CHSC26430,1977-04-09,1977,4,9,99,41.728333,-123.892222,304,402.335,atomaria,Del Norte,"""W side Hurdygurdy Ck., 3 mi. n Big Flat Guard Stn., 12 mi from junction gravel road and Hwy. 99.""",NAD 1983,cch1
CHSC97984,2005-06-10,2005,6,10,161,40.833611,-123.701111,1357,NA,atomaria,Humboldt,7.4 mi south of Hwy 299 on NF1. Coldspring Camp.,NA,cch1
HSC13581,1962-03-22,1962,3,22,81,41.0406,-124.1148,122,252,atomaria,Humboldt,2 mi. S of Trinidad along old Hwy. 101,WGS84,cch1
HSC32387,1974-05-11,1974,5,11,131,41.2795,-124.0082,549,215,atomaria,Humboldt,"""Redwood National Park, Bald Hills Rd., Gans Prairie""",WGS84,cch1
HSC34960,1975-05-24,1975,5,24,144,40.515569,-123.61705,NA,1000,atomaria,Humboldt,"""McKeown Ranch, N of Dinsmore.""",WGS84,cch1
HSC77392,1983-04-16,1983,4,16,106,40.8957,-123.7732,823,84,atomaria,Humboldt,Near the old Hwy. 299 on W side of Berry Summit.,WGS84,cch1
HSC96266,2005-06-10,2005,6,10,161,40.833667,-123.701167,1375,1000,atomaria,Humboldt,"""Cold Spring Camp, 7.4 mi. S of Hwy. 299 on NF 1""",WGS84,cch1
HSC97503,2007-05-08,2007,5,8,128,40.8341,-123.7133,1410,46,atomaria,Humboldt,Cold Spring. 1/2 mile south of Titlow Hill.,WGS84,cch1
JEPS1477,1933-04-15,1933,4,15,105,38.341915,-123.020676,6,1000,atomaria,Sonoma,Bodega Hill,WGS84,cch1
JEPS1791,1934-06-15,1934,6,15,166,40.3077,-123.9767,975,266,atomaria,Humboldt,"""summit of Grasshopper Peak; Bull Creek Region, South Fork Eel River, Grasshopper Peak""",WGS84,cch1
JEPS1880,1919-04-13,1919,4,13,103,38.4504,-122.2624,NA,2775,atomaria,Napa,near Atlas; near Atlas,WGS84,cch1
JEPS1883,1932-05-10,1932,5,10,131,40.459929,-124.205192,609,1468,atomaria,Humboldt,"""Bear River Ridge , Bear River Ridge (Northern Coast Ranges)""",WGS84,cch1
POM179734,1903-04-23,1903,4,23,113,38.5152,-123.24392,NA,500,atomaria,Sonoma,Fort Ross.,WGS84,cch1
RSA114997,1955-05-15,1955,5,15,135,40.92292,-123.80674,335,160,atomaria,Humboldt,13.5 miles southwest from Ferndale along Old Coast road to Capetown.,WGS84,cch1
RSA33408,1929-02-19,1929,2,19,50,40.991,-124.105,NA,8046.7,atomaria,Humboldt,Little River.,NAD27,cch1
SBBG133171,2009-03-25,2009,3,25,84,34.422,-119.794,30,500,atomaria,Santa Barbara,N-central mesa between W slope of eastern drainage feature just E (10 m) and downslope of NS trending trail; More Mesa,NA,cch1
SBBG6129,1939-04-24,1939,4,24,114,40.356,-123.923,NA,5000,atomaria,Humboldt,near Dyerville,NA,cch1
SBBG6137,1939-05-14,1939,5,14,134,38.336,-123.063,NA,3000,atomaria,Sonoma,Bodega State Park [Bodega Dunes State Beach],NA,cch1
SD44664,1951-04-28,1951,4,28,118,36.1291,-121.5213,762,40795,atomaria,Monterey,Santa Lucia Mtns.,WGS84,cch1
SJSU15867,2016-02-28,2016,2,28,59,37.15769,-121.88555,757,NA,atomaria,Santa Clara,Mt Umunhum; west-facing slope below Summit Trail,NA,cch1
UC1103811,1922-05-29,1922,5,29,149,40.553,-123.8412,762,1725,atomaria,Humboldt,"""South Yager Creek Valley Northern Coast Ranges, South Yager Creek Valley""",WGS84,cch1
UC146183,1908-06-09,1908,6,9,161,40.761459,-123.993019,762,1622.21472,atomaria,Humboldt,"""Kneeland Prairie Northern Coast Ranges, Kneeland Prairie""",NAD27,cch1
UC24254,1898-01-01,1898,1,1,1,39.78802,-123.238846,NA,6646.5742,atomaria,Mendocino,Round Valley,NA,cch1
UC249523,1922-05-28,1922,5,28,148,41.01909,-124.10333,6,1622.21472,atomaria,Humboldt,Little River Beach Northern Coast Ranges,NAD27,cch1
UC249525,1922-04-30,1922,4,30,120,40.944,-123.6319,152,1328,atomaria,Humboldt,"""near Willow Creek (Trinity River Valley); Northern Coast Ranges, , nr Willow Creek""",WGS84,cch1
UC562583,1926-05-09,1926,5,9,129,40.5529,-123.8408,762,1875,atomaria,Humboldt,Valley of South Yager Creek,WGS84,cch1
UCD158879,1975-03-27,1975,3,27,86,38.799444,-122.830833,426,NA,atomaria,Sonoma,Mayacmas Mountains. The Geysers. Site A-8. (Elevation estimated using Google Earth by label maker.),WGS84,cch1
UCD159790,1975-04-13,1975,4,13,103,38.374167,-122.281111,60,NA,atomaria,Napa,"""Soda Canyon Road, near outlet of canyon.""",WGS84,cch1
UCD160061,1975-04-09,1975,4,9,99,38.845556,-122.938889,609,NA,atomaria,Sonoma,"""Mayacmas Mountains, Hilary Farms. (Exact location unknown. Elevation and coordinates estimated by label maker.)""",WGS84,cch1
POM248998,1938-04-24,1938,4,24,114,NA,NA,91,NA,atomaria,Sonoma,"""Mouth of small canyon, 0.5 mile south of Fort Ross.""",NA,cch1
POM273280,1966-03-22,1966,3,22,81,NA,NA,NA,NA,atomaria,Solano,"""5 miles south Rockville, along Rockville Road.""",NA,cch1
POM289746,1928-03-25,1928,3,25,85,NA,NA,549,NA,atomaria,Mendocino,Cloverdale-Hopland. Middle North Coast. Russian River.,NA,cch1
POM65260,1902-03-29,1902,3,29,88,NA,NA,NA,NA,atomaria,Sonoma,Bodega Bay,NA,cch1
POM73962,1906-05-06,1906,5,6,126,NA,NA,60,NA,atomaria,Humboldt,Near Hydesville.,NA,cch1
RSA101011,1950-04-02,1950,4,2,92,NA,NA,NA,NA,atomaria,San Mateo,"""Near San Andreas Lake, San Francisco Watershed Reserve""",NA,cch1
RSA10994,1928-02-26,1928,2,26,57,NA,NA,NA,NA,atomaria,Mendocino,"""On Hopland Grade, 3 miles south of Hopland.""",NA,cch1
RSA15373,1927-04-24,1927,4,24,114,NA,NA,NA,NA,atomaria,Marin,The coastal side of Mill Valley toll road.,NA,cch1
RSA421376,1929-03-30,1929,3,30,89,NA,NA,NA,NA,atomaria,Marin,Mt. Tamalpais.,NA,cch1
RSA42344,1946-03-22,1946,3,22,81,NA,NA,168,NA,atomaria,Marin,"""Jct of Alpine Lake road with Pine Mtn fire trail, 2 miles SW of Fairfax""",NA,cch1
RSA74751,1951-06-06,1951,6,6,157,NA,NA,NA,NA,atomaria,Humboldt,On road between Orick and Weitchpec.,NA,cch1
RSA75877,1926-03-28,1926,3,28,87,NA,NA,NA,NA,atomaria,Marin,Tennessee Cove.,NA,cch1
RSA79378,1952-05-12,1952,5,12,133,NA,NA,915,NA,atomaria,Trinity,"""Mad River, 3.6 miles east of Humboldt-Trinity Co. line, Highway 36 from Cobbs to Forest Glen.""",NA,cch1
RSA796428,1939-04-23,1939,4,23,113,NA,NA,46,NA,atomaria,Marin,Nicasio.,NA,cch1
SBBG6138,1940-03-21,1940,3,21,81,NA,NA,NA,NA,atomaria,Marin,rd to Tamalpais from Fairfax,NA,cch1
SD42585,1937-06-19,1937,6,19,170,NA,NA,762,NA,atomaria,Humboldt,"""North Coast Range, 3 mi. w. of Little Van Duzen River at summit of grade -- Dinsmores to Bridgeville.""",NA,cch1
SEINET5521026,1955-04-23,1955,4,23,113,NA,NA,549,NA,atomaria,Placer,"""Along iron mine road, 1/4 mile off U.S. 40. Iron mine turnoff 4 miles east of Auburn""",NA,cch1
SEINET9351968,1933-04-02,1933,4,2,92,NA,NA,NA,NA,atomaria,Napa,"""Napa Co., CA""",NA,cch1
UCD120238,1993-05-08,1993,5,8,128,NA,NA,NA,NA,atomaria,Sonoma,About 40 air miles N of San Francisco; about 11 air miles E of Santa Rosa and 2.5 air miles NE of Kenwood. In Adobe Canyon N of Sugarloaf Ridge and S of Red Mtn 1 mile.,NA,cch1
UCD120239,1947-02-18,1947,2,18,49,NA,NA,NA,NA,atomaria,Napa,14 miles north of Napa.,NA,cch1
UCD120241,1988-02-21,1988,2,21,52,NA,NA,NA,NA,atomaria,Sonoma,South of Mt. St. Helena. Near Kenwood.,NA,cch1
UCD120243,1993-04-17,1993,4,17,107,NA,NA,365,NA,atomaria,Sonoma,"""About 40 air miles N of San Francisco, 11 air miles E of Santa Rosa, and 2.5 air miles NE of Kenwood. In Adobe Canyon N of Sugarloaf Ridge and S of Red Mtn. 1 mile. Near visitor center.""",NA,cch1
UCD120244,1957-03-22,1957,3,22,81,NA,NA,NA,NA,atomaria,Solano,"""North side of road to Green Valley Falls, 1 mile west of Rockville.""",NA,cch1
UCD166683,1998-03-21,1998,3,21,80,NA,NA,187,NA,atomaria,Napa,"""west of Pope Canyon Road, north side of Burton Creek.""",NA,cch1
UCSC005047,1989-04-20,1989,4,20,110,NA,NA,NA,NA,atomaria,Santa Cruz,"""Scotts Valley, """"Glamud Estates"""" site, Scotts Valley""",NA,cch1
UCSC007570,1989-04-01,1989,4,1,91,NA,NA,NA,NA,atomaria,Santa Cruz,North-facing slope above Swanton Road,NA,cch1
UCSC007610,2004-03-24,2004,3,24,84,NA,NA,NA,NA,atomaria,Santa Cruz,Shady slope above (W of) Swanton Rd,NA,cch1
CAS-BOT-BC7218,1882-04-01,1882,4,1,91,34.152867,-118.121454,NA,6700,integrifolia,Los Angeles,Pasadena,WGS84,cch1
CHSC27517,1978-04-15,1978,4,15,105,38.9425,-122.792222,529,402.335,integrifolia,Lake,Ca. 100 m s of junction of Hwy. 29 and Hwy. 175.,NAD 1983,cch1
CHSC701,1938-04-01,1938,4,1,91,34.039722,-117.193333,NA,4828.02,integrifolia,San Bernardino,Redlands Wash,NAD 1983,cch1
GMDRC4298,2010-04-02,2010,4,2,92,34.784483,-115.6598,1331,30,integrifolia,San Bernardino,"""Granite Mountains: eastern end of range in UC Granite Mtns Desert Research Center, upper Granite Cove in Granite Cove Spring area""",NAD83,cch1
GMDRC7692,2015-03-03,2015,3,3,62,34.784817,-115.664,1348,30,integrifolia,San Bernardino,"""Granite Mountains: UC GM Desert Research Ctr; upper Granite Cove along Sybil Allanson Trail, 0.3 mi. west of trailhead""",NAD83,cch1
GMDRC9674,2017-04-09,2017,4,9,99,34.80558,-115.67141,1350,30,integrifolia,San Bernardino,"""Granite Mountains: UC Granite Mtns Desert Research Center; upper Cottonwood Basin, approx 2 mi. west of parking area at mouth of basin""",NAD83,cch1
GMDRC9754,2017-04-01,2017,4,1,91,34.80936,-115.65561,1280,30,integrifolia,San Bernardino,"""Granite Mountains: UC Granite Mtns Desert Research Center; southeast end of Cottonwood Basin, approx 1 mi. southwest of trailhead parking area""",NAD83,cch1
GMDRC995,2001-04-04,2001,4,4,94,34.819233,-115.647467,1229,30,integrifolia,San Bernardino,"""Granite Mtns: Granite Mtns: Cottonwood Basin, on ne. side, at about 4030 ft elevation, in small grassy openings among pinyon Near 34 deg. 49.154' N 115 deg. 38.848' W. Elev. 4030 ft.""",NA,cch1
IRVC15781,1978-04-26,1978,4,26,116,34.1523,-116.4557,1067,1000,integrifolia,San Bernardino,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; back of Not Much Canyon, north-facing slope. Little San Bernardino Mountains""",WGS84,cch1
IRVC29323,2006-04-01,2006,4,1,91,34.16113889,-116.5109444,1220,NA,integrifolia,San Bernardino,"""Pipes Canyon Preserve; Sorrel Horse Cyn, S of Pioneertown Road along wash and ridge to the S. Southern Mojave Desert, Little San Bernardino Mtns""",NA,cch1
JEPS1518,1928-05-04,1928,5,4,125,34.17444,-117.98889,NA,1000,integrifolia,Los Angeles,"""Monrovia Canyon , Monrovia Canyon (San Gabriel Mts.)""",WGS84,cch1
JEPS1804,1919-04-16,1919,4,16,106,34.325158,-117.428354,685,2000,integrifolia,San Bernardino,"""Cajon Pass , Cajon Pass (San Gabriel Mountains)""",WGS84,cch1
JEPS1895,1916-04-02,1916,4,2,93,32.73409,-117.12945,15,9654,integrifolia,San Diego,San Diego,WGS84,cch1
POM126450,1896-04-01,1896,4,1,92,33.04179,-116.86803,NA,4827,integrifolia,San Diego,Ramona.,WGS84,cch1
POM126452,1906-05-24,1906,5,24,144,32.8528,-116.616,NA,1609.34,integrifolia,San Diego,Descanso.,WGS84,cch1
POM14755,1913-04-06,1913,4,6,96,32.6948,-117.245,NA,3218.68,integrifolia,San Diego,Point Loma.,WGS84,cch1
POM155815,1903-04-26,1903,4,26,116,33.30764,-117.25945,NA,1609,integrifolia,San Diego,"""Hills near Moro School, Falbrook.""",WGS84,cch1
POM156599,1903-05-26,1903,5,26,146,32.6064,-116.469,NA,4827,integrifolia,San Diego,Hills near Campo,WGS84,cch1
POM182246,1932-05-15,1932,5,15,136,32.608056,-116.629167,915,NA,integrifolia,San Diego,10 miles west of Campo.,NA,cch1
POM229166,1937-05-07,1937,5,7,127,34.463112,-117.351939,976,1000,integrifolia,San Bernardino,5 miles SW of Victorville.,WGS84,cch1
POM248105,1941-04-19,1941,4,19,109,34.437156,-117.372033,NA,1200,integrifolia,San Bernardino,8 miles SW of Victorville.,WGS84,cch1
POM264311,1937-05-10,1937,5,10,130,33.647222,-117.337222,NA,NA,integrifolia,Riverside,Lake Elsinore.,NA,cch1
POM347129,1971-05-14,1971,5,14,134,34.230087,-117.469389,793,1000,integrifolia,San Bernardino,"""San Gabriel Mountains, Lytle Creek Road, Lytle Creek Canyon, north of Fontana""",WGS84,cch1
POM347132,1926-03-13,1926,3,13,72,33.876448,-117.687658,NA,3000,integrifolia,Orange,Santa Ana Canyon.,WGS84,cch1
POM46977,1919-06-03,1919,6,3,154,33.18032,-116.76919,1021,1610,integrifolia,San Diego,"""Edge of woods, mesa Grande.""",WGS84,cch1
POM47079,1924-05-10,1924,5,10,131,32.71389,-116.75889,NA,1609,integrifolia,San Diego,Lions Valley.,WGS84,cch1
POM48180,1924-05-11,1924,5,11,132,32.88958,-116.57607,1433,1610,integrifolia,San Diego,Descanso Creek.,WGS84,cch1
POM48804,1917-04-21,1917,4,21,111,34.4267,-117.301,NA,7800,integrifolia,San Bernardino,"""Hesperia, Mohave Desert.""",WGS84,cch1
POM6534,1919-05-30,1919,5,30,150,34.241699,-117.245801,NA,5000,integrifolia,San Bernardino,"""Dark Canyon, San Bernardino Mts.""",WGS84,cch1
POM6554,1919-04-12,1919,4,12,102,34.36844,-117.42656,1220,1600,integrifolia,San Bernardino,"""Cajon Pass, north side.""",NAD83,cch1
POM6902,1919-05-14,1919,5,14,134,34.256719,-117.491796,NA,10000,integrifolia,San Bernardino,Lytle Creek Canyon.,WGS84,cch1
POM7063,1919-04-05,1919,4,5,95,34.0872,-117.8135,274,1500,integrifolia,Los Angeles,"""Puddingstone Canyon, near San Dimas.""",WGS84,cch1
POM73427,1906-04-17,1906,4,17,107,33.0787,-116.602,1220,1609.34,integrifolia,San Diego,Julian.,WGS84,cch1
POM73920,1882-03-23,1882,3,23,82,33.37642,-117.25115,NA,4828.02,integrifolia,San Diego,Fallbrook.,WGS84,cch1
POM88484,1925-05-16,1925,5,16,136,32.87719,-116.44592,1524,402,integrifolia,San Diego,"""Laguna Mountains, Laguna Camp""",WGS84,cch1
RSA0011369,2013-03-16,2013,3,16,75,32.6639,-116.14568,1033,NA,integrifolia,San Diego,The Jacumba Mountains; north side of Table Mountain.,NAD83,cch1
RSA0043164,2012-05-21,2012,5,21,142,34.08484,-116.97716,1616,NA,integrifolia,San Bernardino,"""Yucaipa Ridge; approximately 4 air miles northeast of the San Gorgonio Ranger station, or approximately 0.6 air mile northeast of Allen Peak.""",NA,cch1
RSA0043193,2010-05-06,2010,5,6,126,34.16404,-116.94995,1553,NA,integrifolia,San Bernardino,San Bernardino National Forest: the upper Santa Ana River watershed; along the Santa Ana River Trail approximately 0.25 air mile east of Mill Creek road.,NA,cch1
RSA0043194,1995-04-25,1995,4,25,115,34.325,-117.422778,1067,NA,integrifolia,San Bernardino,"""East of hwy. I-15 and Cajon Pass, via hwy. 138, Elliott's Ranch area.""",NA,cch1
