specimen_number,id,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,source
UCR0077183,1477005,1971-03-27,1971,3,27,86,33,-116.83333,390,NA,menziesii,NA,San Diego,"San Vicente Road near junction with Wildcat Canyon Road, western San Vicente Valley.",NA,cch2
UCR0077003,1477006,1982-06-27,1982,6,27,178,35.72917,-118.54944,1768,NA,integrifolia,NA,Kern,"Alta Sierra, 8 miles north of Lake Isabella off Hwy 155, Greenhorn Mtns, Sequoia National Forest",White fir / incense cedar phase of yellow pine forest. East exposure.,cch2
UCR0077039,1477007,1989-05-08,1989,5,8,128,36.23181,-121.48528,NA,NA,NA,NA,Monterey,Los Padres National Forest: Arroyo Seco Rd. between Arroyo Seco Campground and G16,Roadside.,cch2
UCR0077096,1478440,1997-03-08,1997,3,8,67,33.96,-117.28333,915,NA,NA,NA,Riverside,"Box Springs Mtns, S-facing slopes near highest peak, right around radio towers.","Granitic boulders on N slope, within 200 ft. of summit. With Rhamnus ilicifolia, Ceanothus crassifolius, Adenostoma fasciculatum, etc.",cch2
UCR0077090,1478504,1997-03-23,1997,3,23,82,33.80944,-117.08583,610,NA,NA,NA,Riverside,"Lakeview Mtns, c. 1 air mile SSW of Mt. Rudolph, along powerline road 0.3 mi. east of Contour (Juniper Flats) Rd.","Coastal sage scrub/chaparral, w/ Adenostoma fascic., Eriogonum fascic. foliolosum, Artemisia calif., Salvia mellif., S. apiana, etc.",cch2
UCR0077097,1478810,1997-03-15,1997,3,15,74,33.6,-117.045,488,NA,menziesii,NA,Riverside,Grassland at base of Bachelor Mtn. and adjoining chapararal.,"Mild, grassy slope.",cch2
UCR0077167,1480773,1998-05-12,1998,5,12,132,34.37472,-117.45,1250,NA,NA,NA,San Bernardino,"Baldy Mesa, Lugo-Vincent Powerline (S Cal. Edison), c. 1 mi. west of I-15 and north of Cajon Summit",Canyon in hills; semidesert chaparral with Quercus john-tuckeri dominant and Adenostoma fasciculatum common.,cch2
UCR0077168,1481033,1999-05-07,1999,5,7,127,34.03333,-117.38333,244,NA,integrifolia,NA,San Bernardino,0.25 to 0.75 miles NE of the Riverside Ave. crossing,"Sandy mesas just up out of the active river channel. Associated with Gilia capitata, Cryptantha muricata, Cryptantha micrantha, Cryptantha intermedia, Eriogonum thurberi, and Pectocarya linearis.",cch2
UCR0077092,1484037,1998-03-11,1998,3,11,70,33.69167,-117.03333,610,NA,NA,NA,Riverside,"North Domenigoni Hills, north of Diamond Valley, near old mine site above San Jacinto Valley, south of end of Warren Rd.",Coastal sage scrub on dark metamorphic or volcanic rocks on N and W facing slopes.,cch2
UCR0077095,1486350,2001-05-03,2001,5,3,123,33.7,-116.96667,494,NA,NA,NA,Riverside,"Hemet, SE corner of State Street at Gibbel, 1712 ft. hill at east end of Diamond Valley","Bouldery granitic hill, decomposed granite soil, with coastal sage scrub, and chaparral elements on N slopes; Eriogonum fasciculatum and Artemisia californica dominant.",cch2
UCR0077091,1486397,2001-04-06,2001,4,6,96,33.52528,-117.12389,366,NA,NA,NA,Riverside,"Temecula, Long Canyon area west of Del Rey Rd., hills on both sides of gas pipeline route",Rolling hills with coastal sage scrub and grassland.,cch2
UCR0077051,1487087,1994-05-29,1994,5,29,149,33.98639,-116.78333,1200,NA,integrifolia,NA,Riverside,"East Branch Millard Canyon, along Forest Service Road 4S45","Rocky canyon bottom in chaparral, with Adenostoma, Quercus wislizenii, Fraxinus dipetala, etc.",cch2
UCR0077156,1487088,1993-03-28,1993,3,28,87,34.18917,-117.27139,600,NA,integrifolia,NA,San Bernardino,"Waterman Canyon, l km west of Arrowhead Hot Spring Hotel, at and below the first stream crossing of Old Waterman Canyon Road","Rocky canyon bottom with cold stream from upper canyon & small hot streams fed by springs along east canyon wall. Many exotics: Nerium oleander, Ricinus comunis, Opuntia ficus-indica, Pennisetum setaceum, etc. Natives: Opuntia littoralis, Salix gooddingii, Baccharis salicifolia.",cch2
UCR0077037,1488006,1967-05-18,1967,5,18,138,34.37861,-118.45833,518,NA,integrifolia,NA,Los Angeles,Placerita Canyon,NA,cch2
UCR0077147,1488007,1968-05-09,1968,5,9,130,34.20389,-117.40667,622,NA,integrifolia,NA,San Bernardino,[Glen Helen Regional Park] NW end of Muscupiabe,"Shade to sun at edge of chaparral, NW slope of decomposed granite.",cch2
UCR0077141,1494676,1998-04-04,1998,4,4,94,34.032,-117.342,412,NA,NA,NA,San Bernardino,"Colton: c. 0.3 km north of Little Highgrove (pk 1478), c. 0.8 km west of the corner of Barton Rd. and La Cadena Dr.","Dry granitic slopes with coastal sage scrub; associated with Encelia farinosa, Guttierezia californica, Solanum xanti, Salvia apiana, Salvia mellifera, and Lessingia filaginifolia.",cch2
UCR0077138,1494698,1998-04-04,1998,4,4,94,34.02056,-117.30389,396,NA,NA,NA,San Bernardino,"City of Grand Terrace, east of corner of Van Buren St. and Observation Dr.","Dry granitic pediment and lower W facing slopes in CSS. Associated with Eriogonum fasciculatum, Artemesia californica, and Heterotheca grandiflora.",cch2
UCR0077143,1495662,1995-05-28,1995,5,28,148,34.31472,-117.57917,1695,NA,integrifolia,NA,San Bernardino,"Upper Lytle Creek Ridge above Lone Pine Canyon, 1.4 mi. south of Lone Pine Rd. on 3N31, at first switchback, c. 50-1500 m north of road",Chaparral with Fremontodendron & Ceanothus leucodermis.,cch2
UCR0077099,1495930,1989-04-05,1989,4,5,95,33.60833,-117.04167,470,NA,NA,NA,Riverside,"Shipley Multi-species Reserve, blue-line stream on the southeastern flank of Bachelor Mtn.","Coast live oak riparian forest w/ Quercus agrifolia, Claytonia perfoliata, Urtica dioica holosericea, Solidago californica, Elymus condensatus Verbena lasiostachys, Eleocharis palustris.",cch2
UCR0077139,1503943,2001-04-30,2001,4,30,120,34.04444,-117.115,633,NA,NA,NA,San Bernardino,"Redlands, east side of Sand Canyon Road, near Crafton Hills College","Disturbed rocky clay, southfacing slopes, full sun. Very degraded chaparral, indications of clearing and pasture use; numerous exotic grasses with remnants of native vegetation. Generally with Bromus spp., Eriogonum fasciculatum, Artemisia californica, Phacelia, Bloomeria.",cch2
UCR0077005,1509631,2001-04-26,2001,4,26,116,35.08617,-118.394,1372,NA,menziesii,NA,Kern,"Tehachapi to Willow Springs Rd., 2.2 miles south of Highline Rd.",Grassy slope and adjacent dry stream bed.,cch2
UCR0079815,1509716,2001-05-20,2001,5,20,140,33.69056,-116.70806,1494,NA,NA,NA,Riverside,0.3 mile NW of Keen Camp Summit along CA-74,Yellow pine forest.,cch2
UCR0077100,1509727,2001-05-20,2001,5,20,140,33.68833,-116.66333,1463,NA,NA,NA,Riverside,"Apple Canyon Rd, 1.5 mi NE of CA-74",Adenostoma and Arctostaphylos chaparral.,cch2
UCR0077194,1510938,2002-04-15,2002,4,15,105,35.09694,-120.07833,549,NA,menziesii,NA,Santa Barbara,"Sierra Madre Mountains, Miranda Pine Road, 1.0 mile southeast of CA Hwy 166","Oak woodland; east-facing, steep slope.",cch2
UCR0077208,1511053,2002-04-23,2002,4,23,113,37.33889,-119.58639,976,NA,menziesii,NA,Madera,"Bass Lake Road, 2.2 miles southeast of the junction with CA Hwy 41",Pine forest near the south end of Bass Lake.,cch2
UCR0077140,1537376,2003-04-05,2003,4,5,95,34.14917,-116.45583,1250,NA,NA,NA,San Bernardino,"UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. c. 2 miles (air) ESE of Pioneertown, 1.5 mi. (air) NW of Yucca Valley, between front gate and reserve headquarters at old Burns home","Flats and bouldery granitic hills, decomposed granite soil; pinyon-juniper woodland with Juniperus, Pinus monophylla, Quercus cornelius-mulleri, Eriogonum fasciculatum, Yucca schidigera, etc.",cch2
UCR0077030,1541573,2003-05-01,2003,5,1,121,34.4925,-118.6025,366,NA,menziesii,NA,Los Angeles,"Newhall Ranch, Castaic Mesas. c. 1 mi SW of Castaic Lagoon at the W edge of a mesa, north of Charlie Canyon",NA,cch2
UCR0077217,1541579,2003-05-13,2003,5,13,133,34.37111,-118.68778,457,NA,integrifolia,NA,Ventura,"Newhall Ranch, Salt Creek",NA,cch2
UCR0077042,1544469,2000-04-24,2000,4,24,115,36.06333,-121.185,381,NA,menziesii,NA,Monterey,8.4 miles S of King City along G-14,Oak woodland.,cch2
UCR0077040,1546296,1973-03-30,1973,3,30,89,35.96917,-121.18361,305,NA,menziesii,NA,Monterey,Jolon Road cutoff,"With Lamarckia aurea, Lasthenia, Claytonia perfoliata, Schismus.",cch2
UCR0077136,1548414,1995-05-21,1995,5,21,141,34.37667,-117.05833,1738,NA,NA,NA,San Bernardino,"head of Grapevine Canyon on Grapevine Canyon Road, south of Apple Valley, 4.6 mi. above Santa Fe RR, at and above a new Forest Service gate",Burned (July ‘94) pinyon woodland with Yucca whipplei; annuals abundant,cch2
UCR0077101,1549113,1998-06-09,1998,6,9,160,33.9625,-116.75194,854,NA,NA,NA,Riverside,"Morongo Indian Reservation, Lion Canyon, c. 3.5 miles NNW of Cabazon","Coastal sage scrub and associated wash. Associates include Eriogunum fasciculatum, Encelia, and Artemisia californica.",cch2
UCR0077006,1549436,1998-04-22,1998,4,22,112,35.06056,-118.38806,1341,NA,NA,NA,Kern,Oak Creek Pass on the Tehachapi to Willow Springs Road,NA,cch2
UCR0077043,1549557,1948-02-27,1948,2,27,58,36.49028,-121.93056,213,NA,atomaria,NA,Monterey,"Carmel Highlands, above Yankee Point","Decomposed granite formation. Open sunny slopes, among grass and low, scrubby Eriogonum parvifolium.",cch2
UCR0077102,1554125,2003-03-26,2003,3,26,85,33.53417,-116.8675,854,NA,menziesii,NA,Riverside,"Wilson Valley Mitigation Bank (Center for Natural Lands Management), NE of Wilson Valley Road and west of Wilson Creek","Open sage scrub and non-native grassland with granitic outcrops dotting the area. Amazing year for wildflowers, this only one species of many.",cch2
UCR0077209,1555324,1955-03-15,1955,3,15,74,39.00167,-123.08472,244,NA,NA,NA,Mendocino,"4 miles east of Hopland, Hopland Field Station, Little Buck Pasture","Growing on a slope in a cultivated field, with oak and madrone surrounding.",cch2
UCR0077001,1555662,1958-04-12,1958,4,12,102,35.6575,-118.33028,799,NA,NA,NA,Kern,"Lake Isabella, Calif. Hwy 178, 2 miles west of Weldon",NA,cch2
UCR0077218,1555717,1958-03-22,1958,3,22,81,34.35278,-119.30528,61,NA,NA,NA,Ventura,Hwy 399 [=SR33] near Casitas Dam,NA,cch2
UCR0077179,1556447,1997-04-08,1997,4,8,98,33.34889,-117.0375,162,NA,integrifolia,NA,San Diego,"Wilderness Gardens Preserve c. 3.4 miles east of Pala, south of Hwy 76 along the San Luis Rey River","Areas along the main trail network from the parking area, along primary driveway within the river bottom to areas of native grasslands on the higher slopes. Oak woodland with Quercus agrifolia, Populus fremontii, Platanus racemosa, Salix ssp., etc., with an understory of Ericameria pinifolia, Toxicodendron diversilobum, Rhamnus ilicifolia, Lepidospartum squamatum, etc., along the river bottom. Chaparral with Adenostoma fasciculatum, Xylococcus bicolor, Arctostaphylos glauca, Ceanothus crassifolius, Salvia mellifera, etc., with scattered pockets of Stipa grasslands on adjacent slopes. Alluvial substrate with sandy loam soil in the river bottom and granitic and/or gabbroic substrates with sandy or clay soils on surrounding slopes; E and N aspects; slopes 0-120%.",cch2
UCR0077103,1557317,1997-02-17,1997,2,17,48,33.46667,-117.06667,396,NA,menziesii,NA,Riverside,"NW Palomar Mountains: burned areas in the Temecula community of Redhawk, south of the intersection of Redhawk Parkway and Tehachapi Pass Road","Burned chaparral with Bromus madritensis ssp. rubens, Anagallis arvensis, Erodium botrys, Sidalcea malvaeflora, Sanicula bipinnatifida, etc. Metasedimentary substrate with a sandy loam soil; N-NE aspect; 70% slope.",cch2
UCR0077216,1557500,1997-03-08,1997,3,8,67,40.78878,-123.5585,252,NA,NA,NA,Trinity,"Southfork Rd., 12 mi south of Hwy 299","Rocky, grassy S-facing slope, beneath Cercocarpus betuloides.",cch2
UCR0077207,1557903,1997-03-30,1997,3,30,89,39.07,-122.50861,274,NA,menziesii,NA,Lake,"Blue Oak Campground, Indian Valley Reservoir. 2.5 mi past intersection of access road and Walker Ridge Road",NA,cch2
UCR0077104,1557955,1997-03-13,1997,3,13,72,33.46806,-117.075,378,NA,menziesii,NA,Riverside,"Agua Tibia Mtns: Redhawk Housing Development, north of the Pechanga Indian Reservation in the hills south of the intersection of Marge Place and Tehachapi Pass (S of Redhawk Parkway)","Burned in the Temecula fire of May, 1996. Areas of coastal sage scrub and chaparral, with unburned pockets consisting of Eriogonum fasciculatum, Salvia apiana, Lotus scoparius, Artemisia californica, Ceanothus crassifolius. Arkose substrate with a sandy soil; aspects S, E, N; slope 0-120%.",cch2
UCR0077197,1558114,1902-03-04,1902,3,4,63,37.75361,-122.08667,3,NA,NA,NA,Alameda,San Leandro Creek,NA,cch2
UCR0077105,1560136,2004-04-09,2004,4,9,100,33.76111,-117.02694,488,NA,menziesii,NA,Riverside,"Tres Cerritos, c. 3 miles WNW of Hemet, east of the Lakeview Mtns., in central valley among the three peaks",Coastal sage scrub on granite hills.,cch2
UCR0077000,1561245,1973-04-28,1973,4,28,118,35.2,-118.54111,915,NA,NA,NA,Kern,"Tehachapi Loop, near Keene",NA,cch2
UCR0077180,1564809,2003-04-29,2003,4,29,119,32.66361,-116.22167,870,NA,integrifolia,NA,San Diego,"Walker Canyon Ecological Reserve: between Boulevard and Jacumba on the north side of Interstate 8, along arroyo bottom near stream","Chaparral/desert transition with Quercus cornelius-mulleri, Adenostoma sparsifolium, Rhus ovata, Juniperus californica, Prunus fremontii, Zizyphus parryi, Cylindropuntia ganderi, on granitic substrates.",cch2
UCR0077134,1567120,2004-04-09,2004,4,9,100,34.14722,-116.45694,1256,NA,integrifolia,NA,San Bernardino,"UC Burns Pinyon Ridge Reserve, c. 1.5 mi east of Pioneertown, NW portion near camping area","Pinyon-juniper woodland with Yucca brevifolia, Pinus monophylla, Juniperus californica, Quercus turbinella, etc.",cch2
UCR0077135,1567122,2004-04-09,2004,4,9,100,34.13917,-116.45278,1113,NA,NA,NA,San Bernardino,"UC Burns Pinyon Ridge Reserve, c. 1.5 miles east of Pioneertown, SW portion in South Railroad Canyon","Pinyon juniper woodland, alluvial scrub at mouth, with Quercus turbinella, Acacia greggii, Phacelia distans, Chaenactis.",cch2
UCR0077178,1568044,2004-04-27,2004,4,27,118,33.27083,-116.64167,898,NA,NA,NA,San Diego,"Warner Springs area, rolling terrain near the Pacific Crest Trail, south of Hwy 79 and west of the Warner Springs Resort","Grassland dominated by exotic taxa, including Bromus spp., Avena barbata, and Erodium cicutarium, along with natives such as Stipa spp., Aristida, Poa secunda, Opuntia phaeacantha, Eriogonum elongatum, and Gutierrezia sarrothrae.",cch2
UCR0077133,1569463,1998-04-04,1998,4,4,94,34.175,-117.67222,747,NA,NA,NA,San Bernardino,"Stoddard Canyon off San Antonio Canyon, north of Upland","Chaparral and coastal sage scrub; with Eriodictyon trichocalyx, Artemisia californica, etc.",cch2
UCR0077176,1570996,2004-04-05,2004,4,5,96,33.03111,-116.66056,NA,NA,NA,NA,San Diego,"Pine Hills area, between Magee Flat and Deadman Flat along Eagle Peak Road","Relatively gently rolling terrain of meadow-like openings surrounded by woodland of Quercus agrifolia and Quercus engelmannii, with scattered Arctostaphylos glauca and Salvia apiana; adjacent rockier slopes previously dominated by chaparral of Adenostoma fasciculatum, Arctostaphylos glauca, etc., but entire area burned in October 2003 fire.",cch2
UCR0077131,1574113,1985-05-01,1985,5,1,121,34.22222,-117.46611,732,NA,integrifolia,NA,San Bernardino,"c. 12 air mi NW of San Bernardino in lower Lytle Creek Wash, c. 2-4 mi north of Interstate 15","Openings and terraces in lower chaparral, with Adenostoma, Salvia, Ceanothus, Rhamnus, Eriodictyon, etc.",cch2
UCR0077132,1575759,2005-02-13,2005,2,13,44,34.14472,-116.45222,1250,NA,NA,NA,San Bernardino,"c. 1.5 mi east of Pioneertown, UC Burn’s Pinyon Ridge Reserve; middle part of the Reserve on ridge between “Boo” and “Jean” canyons (tribs. to N Railroad Canyon)",Pinyon juniper woodland; decomposed granite soils with granite boulders.,cch2
UCR0077182,1576875,2005-02-01,2005,2,1,32,32.76889,-116.81278,265,NA,integrifolia,NA,San Diego,"Sycuan Peak Ecological Reserve (California Dept. of Fish & Game): southeast of Dehesa, southwest of Loveland Reservoir; on the lower north side of Sycuan Peak, just southwest of a wet spring area along Sloan Canyon Road","Chaparral with Quercus berberidifolia, Clematis paucifolia, Rhamnus crocea, Heteromeles arbutifolia, Toxicodendron diversilobum, Prunus ilicifolia, Eriophyllum confertiflorum, Malacothamnus, and Galium. Geology: granitic substrates.",cch2
UCR0077191,1578113,2005-04-16,2005,4,16,106,35.1,-120.07833,526,NA,integrifolia,NA,Santa Barbara,"Sierra Madre Mountains, 1.1 mi south of Calif. Hwy 166 on Miranda Pines Road",Oak woodland with grassy openings and steep roadside banks.,cch2
UCR0077175,1578918,2005-01-20,2005,1,20,20,32.67861,-116.86,270,NA,integrifolia,NA,San Diego,"Rancho Jamul Ecological Reserve (California Dept. of Fish & Game): west of Hwy. 94, south of Jamul & north of Otay Lakes Road; central part of reserve just west of the main buildings, northeast-facing rocky slope","Coastal Sage Scrub with Malosma laurina, Rhamnus crocea, Mimulus aurantiacus, Marah macrocarpus, Jepsonia parryi, Salvia apiana, Claytonia perfoliata, and Stellaria media. Geology: some clay soils with granite boulders.",cch2
UCR0077187,1581063,2005-03-01,2005,3,1,60,35.215,-120.44333,232,NA,menziesii,NA,San Luis Obispo,Santa Lucia Range NE of Lopez Lake; 4.8 mi. N of Hi Mountain Road along Upper Lopez Lake Road. Vicinity of Wittenberg and Huffs Hole Creeks,"Chaparral with shaded, rocky banks, open grassy areas, and riparian zones.",cch2
UCR0077069,1581640,2003-04-07,2003,4,7,97,33.59278,-116.82611,1037,NA,NA,NA,Riverside,"powerline trail west of Juan Diego Flats toward Reed Valley, NW of Cahuilla Mountain","Chaparral dominated by Adenostoma sparsifolium, A. fasciculatum and Arctostaphylos glauca, with lesser amounts of Prunus ilicifolia, Rhamnus ilicifolia and Eriogonum fasciculatum, plus few small groves of Quercus agrifolia.",cch2
UCR0077070,1583530,2002-03-15,2002,3,15,74,33.89778,-116.79361,915,NA,NA,NA,Riverside,"Brown Creek drainage just above the confluence with Twin Pines Creek, near the old Cabazon-Idyllwild Rd.","Chaparral w/ Adenostoma fasc., Salvia api., Eriogonum fasc. Arctostaphylos, Ceanothus greg., etc. on dry slopes.",cch2
UCR0077186,1583932,2005-03-30,2005,3,30,89,35.305,-120.36833,460,NA,menziesii,NA,San Luis Obispo,"Pozo Road, 0.9 mi east of Hi Mountain Road, north side of Garcia Mountains","Grazing land, mostly open, but with scattered oaks.",cch2
UCR0077071,1584432,2001-04-18,2001,4,18,108,33.60833,-116.74167,1143,NA,NA,NA,Riverside,Bautista Canyon near Tripp Flats Rd.,Mixed chaparral with Adenostoma sparsiflora and Artemisia tridentata dominant.,cch2
UCR0077073,1585711,2004-05-27,2004,5,27,148,34.02375,-116.89231,1341,NA,NA,NA,Riverside,"head of Banning (San Gorgonio River) Canyon close to the San Bernardino Co. line, 1 mi SE of Oak Glen Conservation Camp","Chaparral on slopes, canyon bottom with washes and open woodland of Platanus and Quercus.",cch2
UCR0077072,1586180,2005-02-10,2005,2,10,41,33.51103,-117.06725,393,NA,NA,NA,Riverside,"E of Temecula, Rancho California, SE of intersection of Mesa Verdugo and Calle Vista, N of Pauba Valley and south of Buck Mesa","Eriogonum fasciculatum dominant, where not cleared. Large lot housing on all surrounding tracts.",cch2
UCR0077174,1590660,1982-04-16,1982,4,16,106,32.77917,-116.56444,1200,NA,integrifolia,NA,San Diego,"Pine Valley, Corte Madera Ranch",NA,cch2
UCR0077028,1592339,2000-04-30,2000,4,30,121,34.21611,-118.14639,518,NA,NA,NA,Los Angeles,"Millard Canyon, campground 2 mi N of Altadena, up the stream immediately after Millard campground.",NA,cch2
UCR0077029,1592402,2000-04-22,2000,4,22,113,34.21611,-118.14639,549,NA,NA,NA,Los Angeles,"Millard Canyon, 2 mi N of Altadena. First trail on the right immediately before Millard Campground",Chaparral and riparian areas.,cch2
UCR0077130,1592416,2000-05-20,2000,5,20,141,34.27056,-117.29139,1098,NA,NA,NA,San Bernardino,Miller Canyon next to East fork of West fork Mojave River. east of Silverwood lake.,Montane forest.,cch2
UCR0077204,1592486,2006-04-20,2006,4,20,110,38.63194,-120.72222,665,NA,menziesii,NA,El Dorado,"Between N and Middle forks of Cosumnes River; Junction of Sand Ridge Road and Cutaway Lane, 2.1 mi SW of Somerset",Oak woodland and small meadow beside flowing creek.,cch2
UCR0077068,1592979,2000-04-13,2000,4,13,104,33.6,-117.01667,457,NA,NA,NA,Riverside,"Southwestern Riverside County Multispecies Reserve, c. 3 mi NE of Skinner Reservoir",Coastal sage scrub.,cch2
UCR0077200,1593356,2006-04-07,2006,4,7,97,38.50778,-120.84861,341,NA,menziesii,NA,Amador,"E of Sacramento, SW of Shenandoah Valley; along Calif. Hwy 49, c. 4.5 mi north of Plymouth",Oak woodland.,cch2
UCR0077129,1595370,2006-04-01,2006,4,1,91,34.16114,-116.51094,1220,NA,integrifolia,NA,San Bernardino,"Little San Bernardino Mtns: Pipes Canyon Preserve; Sorrel Horse Canyon south of Pioneertown Road, along wash and ridge to the south",Joshua Tree woodland in burn area (within last year); in decomposed granite and alluvial soils.,cch2
UCR0077128,1595970,2005-05-03,2005,5,3,123,34.27194,-117.29417,1098,NA,NA,NA,San Bernardino,"Miller Canyon below Hwy 138, SE of Silverwood Lake, East Fork of West Fork of the Mojave River",NA,cch2
UCR0077213,1597208,2003-03-27,2003,3,27,86,33.53333,-117.58333,91,NA,NA,NA,Orange,Canyon bottom and W-facing slopes above Canada Gobernadora,"Coastal sage scrub and weedy grasslands on slopes, Salix scrub along stream channel and cultivated barley on valley floor.",cch2
UCR0077067,1597546,1998-04-30,1998,4,30,120,33.97222,-116.86056,915,NA,NA,NA,Riverside,"Morongo Indian Reservation, side canyon east of Hathaway Canyon, tree stand F-06","Riparian woodland with Platanus racemosa, Fraxinus, Quercus wislizenii, Baccharis salicifolia, etc. Gravelly stream beds with clay-loam soil.",cch2
UCR0077027,1597686,2003-02-10,2003,2,10,41,34.20333,-118.26472,823,NA,menziesii,NA,Los Angeles,"North side of slope at saddle of Verdugo Motorway and Brand Park Motorway, on the crest of the Verdugo Mtns","Assoc. with Cercocarpus betuloides, Keckiella cordifolia, Ceanothus crassifolius, Arctostaphylos glauca, Xylococcus bicolor, etc.",cch2
UCR0077066,1597758,1998-04-23,1998,4,23,113,33.99722,-116.83,1220,NA,NA,NA,Riverside,"Morongo Indian Reservation, seep in Wood Canyon, tree stand W-07","With Baccharis salicifolia, Hydrocotyle, Rorippa nasturtium-aquaticum, Quercus wislizenii, Platanus racemosa, Ranunculus cymbalaria, Rhamnus, etc.",cch2
UCR0077065,1598399,1998-05-14,1998,5,14,134,33.98528,-116.78056,1128,NA,NA,NA,Riverside,"Morongo Indian Reservation, flat area cut by small wash, south and west of dirt road to Kitching Peak near junction with East Branch Millard Canyon, tree stand M-04","Stream bench with Fraxinus dipetala, Quercus wislizenii, Eriogonum fasciculatum, Adenostoma fasciculatum, Juglans, etc.",cch2
UCR0077026,1598556,1989-05-20,1989,5,20,140,34.16389,-117.81639,442,NA,integrifolia,NA,Los Angeles,"Glendora Wilderness Park, “Water Pipe Canyon” [=Pavil Cyn] a tributary of Big Dalton Canyon",Vegetation a mixture of oak woodland and chaparral.,cch2
UCR0077125,1599719,1995-06-21,1995,6,21,172,34.29083,-117.46028,890,NA,integrifolia,NA,San Bernardino,"side canyon on W side of Cajon Wash, 0.5 mi. SW of Cajon, 2.1 mi south of jct. of 3N49 and 3N53; 2.9 mi SE of Lone Pine Road and Hwy 138 at Road 3N53; W side of far W railroad","Marsh area in canyon bottom with chaparral, riparian, coastal sage scrub and southern oak woodland, with Adenostoma fasciculatum, Toxicodendron diversilobum, Salvia mellifera, Rhamnus ilicifolia.",cch2
UCR0077127,1599897,1995-03-25,1995,3,25,84,34.40639,-117.60583,1378,NA,NA,NA,San Bernardino,"Piñon Hills area at Sheep Creek, 0.9 mi. south of Hwy 138 at Scrub Oak Rd.","Broad canyon bottom; pinyon juniper woodland with Juniperus californica, Yucca brevifolia, Y. whipplei cespitosa, Purshia glandulosa, Opuntia echinocarpa, Ephedra nevadensis, Salvia dorrii, Eriodictyon trichocalyx, Eriogonum fasciculatum polifolium, Prunus fasciculatus, Artemisia tridentata, etc.",cch2
UCR0077126,1599930,1995-04-03,1995,4,3,93,34.25694,-117.47583,1037,NA,NA,NA,San Bernardino,"Lower Lytle Creek Divide, 0.7 mi. NE of junction of Applewhite Rd. and FS Rd. 3N31","SE-facing slope; burned summer 1994. Chaparral and coastal sage scrub, with Adenostoma fasciculatum (resprouting), Claytonia, Calandrinia, Collinsia, Phacelia minor, etc.",cch2
UCR0077117,1599966,1995-04-15,1995,4,15,105,34.20361,-117.39444,610,NA,menziesii,NA,San Bernardino,"Glen Helen Regional Park, c. 600 m south of Blockbuster Pavilion parking area, between motorcycle racetrack and north parking area","East-west running canyon bottom; chaparral and coastal sage scrub with Adenostoma fasciculatum, Artemisia douglasiana, Toxicodendron, etc.",cch2
UCR0077122,1600369,1995-04-29,1995,4,29,119,34.29972,-117.48028,945,NA,NA,NA,San Bernardino,"west of Cajon Wash and south of Hwy 138, c. 1 mile SSW of Cajon Junction, off FS road 3N49","Shallow canyon draining toward Cajon Wash, with coastal sage scrub, chaparral and riparian woodland; with Fraxinus velutina, Salix, etc.",cch2
UCR0077121,1600370,1995-04-29,1995,4,29,119,34.29972,-117.48028,945,NA,NA,NA,San Bernardino,"west of Cajon Wash and south of Hwy 138, c. 1 mile SSW of Cajon Junction, off FS road 3N49","Shallow canyon draining toward Cajon Wash, with coastal sage scrub, chaparral and riparian woodland; with Fraxinus velutina, Salix, etc.",cch2
UCR0077124,1600701,1995-04-01,1995,4,1,91,34.20722,-117.66528,1220,NA,NA,NA,San Bernardino,"flats immediately south of Spring Hill, west of FS Rd 2N04 (Barrett-Stoddard Truck Rd.), north of Stoddard Peak","Grassy area with Avena barbata and Festuca myuros, old disturbance in coastal sage scrub.",cch2
UCR0077123,1600727,1995-04-29,1995,4,29,119,34.29972,-117.48028,945,NA,NA,NA,San Bernardino,"west of Cajon Wash and south of Hwy 138, c. 1 mile SSW of Cajon Junction, off FS road 3N49","Shallow canyon draining toward Cajon Wash, with coastal sage scrub, chaparral and riparian woodland; with Fraxinus velutina, Salix, etc.",cch2
UCR0077120,1600886,1995-04-22,1995,4,22,112,34.19556,-117.54583,1043,NA,NA,NA,San Bernardino,"near Cucamonga, Day Canyon, 0.9 miles NW of gauging station at mouth of canyon, at small westerly tributary","Rocky and sandy canyon bottom; coastal sage scrub and chaparral with Eriogonum fasciculatum, Eriodictyon trichocalyx, etc.",cch2
UCR0077119,1600887,1995-04-22,1995,4,22,112,34.19222,-117.5425,976,NA,NA,NA,San Bernardino,"near Cucamonga, Day Canyon, 0.6 miles NW of gauging station at mouth of canyon","Canyon bottom at base of E-facing slope; rocky granitic gravel; chaparral and coastal sage scrub, in c. 45 acre burn of 1993.",cch2
UCR0077025,1601557,1998-04-14,1998,4,14,104,34.42333,-117.71444,1512,NA,NA,NA,Los Angeles,"100 m east of mouth of Mescal Canyon, in Mescal Heights area, 50 m east of 237th St. East",Flood plain; pinyon-juniper woodland with Pinus monophylla.,cch2
UCR0077024,1601564,1998-04-26,1998,4,26,116,34.18778,-117.72111,1317,NA,integrifolia,NA,Los Angeles,"Browns Flat, San Dimas Experimental Forest","Grassy flat surrounded by chaparral and coastal sage scrub; assoc. with Bromus tectorum, Poa secunda, Festuca myuros, Delphinium patens, etc.",cch2
