id,institutionCode,specimen_number,coll_number,scientificName,taxonID,eventDate,year,month,day,startDayOfYear,verbatimEventDate,reproductiveCondition,county,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,verbatimElevation,source,recordId,references
1399500,DAV,DAV300362,DAV212249; UCD160359,Nemophila menziesii,205099,3/29/1931,1931,3,29,88,29-Mar-31,,Marin County,Marin County: Point Reyes.,38.073889,-122.926944,11236,,,cch2,urn:uuid:110cd932-348b-44f0-bbb4-ee066a440862,http://cch2.org/portal/collections/individual/index.php?occid=1399500
1399540,DAV,DAV300358,DAV212519; UCD160445,Nemophila menziesii,205099,5/22/1975,1975,5,22,142,22-May-75,,Lake County,"Lake County: Mayacmas Mountains, Francisco Property. High Valley Creek. (Coordinates, location, and elevation estimated by label maker.)",38.838333,-122.769722,500,792,2600ft,cch2,urn:uuid:f9b5578b-ea26-4e16-9c6c-bb69b7da9698,http://cch2.org/portal/collections/individual/index.php?occid=1399540
1400962,DAV,DAV300357,DAV214517; UCD162873,Nemophila menziesii,205099,4/7/1954,1954,4,7,97,7-Apr-54,,Mendocino County,"Mendocino County: Hopland, Hopland Field Station, in pasture northwest of station headquarters. (Exact location unknown. Coordinates estimated by label maker).",39.003333,-123.0875,541,240,,cch2,urn:uuid:58014ee5-8622-4d21-bf8e-cf68d6e9d91c,http://cch2.org/portal/collections/individual/index.php?occid=1400962
1403922,DAV,DAV300379,DAV218308; UCD166682,Nemophila menziesii var. atomaria,205101,3/14/1977,1977,3,14,73,14-Mar-77,,Napa County,"Napa County: Soda Canyon Road, 2.2 miles north of Silverado Trail.",38.75949316,-122.2648256,,137,450ft,cch2,urn:uuid:c4109198-89d9-4464-bf9e-a42d7bdcd066,http://cch2.org/portal/collections/individual/index.php?occid=1403922
1403923,DAV,DAV300380,DAV218307; UCD166683,Nemophila menziesii var. atomaria,205101,3/21/1998,1998,3,21,80,21-Mar-98,,Napa County,"Napa County: west of Pope Canyon Road, north side of Burton Creek.",,,,187,615ft,cch2,urn:uuid:1c9ea39c-0658-40b3-998f-1b65a7098f47,http://cch2.org/portal/collections/individual/index.php?occid=1403923
1404681,DAV,DAV300356,DAV219874; UCD168352,Nemophila menziesii,205099,4/1/1980,1980,4,1,92,Apr-80,,Los Angeles County,"Los Angeles County: Hungry Valley SVRA. (Exact location unknown. This park is mostly in Los Angeles county, but also includes parts of Ventura and Kern counties. Coordinates estimated by the label maker.)",34.766905,-118.857918,8759,,,cch2,urn:uuid:ebfabe67-576d-4419-afb7-3b3bff5335ad,http://cch2.org/portal/collections/individual/index.php?occid=1404681
1405860,DAV,DAV300355,DAV224197; UCD170201,Nemophila menziesii,205099,3/14/2015,2015,3,14,73,14-Mar-15,,Napa County,"Napa County: Knoxville Wildlife Area, west of Zim Zim Creek.",38.754721,-122.294593,,242,,cch2,urn:uuid:0b2a7060-428b-4fc8-b3d9-99eb4af3f740,http://cch2.org/portal/collections/individual/index.php?occid=1405860
1406410,DAV,DAV300381,DAV225288; UCD170754,Nemophila menziesii var. atomaria,205101,5/12/1997,1997,5,12,132,12-May-97,,Sonoma County,"Sonoma County: Bodega Bay, in front of University of California Marina Laboratory.",38.33333333,-123.1666667,,24,80ft,cch2,urn:uuid:22fc6a46-5e8a-45f0-a1b5-65599685531c,http://cch2.org/portal/collections/individual/index.php?occid=1406410
1432190,BSCA,BSCA0946,1749,Nemophila menziesii,205099,4/10/1969,1969,4,10,100,10-Apr-69,FL,San Diego County,On open slope SE of workshop reservoir. Also nature trail between #17 and 18.,33.33027,-116.89894,,,1630,cch2,urn:uuid:162b2892-8a5b-4213-9e4e-f9377e18a254,http://cch2.org/portal/collections/individual/index.php?occid=1432190
1432366,BSCA,BSCA4977,1562,Nemophila menziesii,205099,5/18/2004,2004,5,18,139,18-May-04,unk,San Diego County,"Rancho Cuyamaca State Park, West Mesa. NE-facing slope.",32.94222,-116.57278,,,1387,cch2,urn:uuid:e46a4130-1c9c-4440-ab6d-52b05d901dc8,http://cch2.org/portal/collections/individual/index.php?occid=1432366
1432416,BSCA,BSCA0944,1510,Nemophila menziesii,205099,5/18/2004,2004,5,18,139,18-May-04,,San Diego County,"West Mesa, moderate, NE-facing slope.",32.942222,-116.57278,,,1387,cch2,urn:uuid:b184b87f-74f0-4bfe-be8e-0cdd268e67fe,http://cch2.org/portal/collections/individual/index.php?occid=1432416
1432538,BSCA,BSCA0942,1384,Nemophila menziesii,205099,4/8/2003,2003,4,8,98,8-Apr-03,FFL,San Diego County,Laguna Mountains: Lucky 5 Ranch; southern portion of new acquisition by California State Parks: west side of Sunrise Hwy (S-1) between Cuyamaca Lake and Mount Laguna,32.93194,-116.49333,,,1600,cch2,urn:uuid:499f7cdc-4f62-4dd6-8d54-60ee98b5303e,http://cch2.org/portal/collections/individual/index.php?occid=1432538
1432665,BSCA,BSCA0941,1254,Nemophila menziesii,205099,3/15/2003,2003,3,15,74,15-Mar-03,FL,San Diego County,"Cuyamaca Lake, Lucky 5 Acquisition, Location 3 - Knoll with grassland on northeast side.",32.995,-116.53667,,,1441,cch2,urn:uuid:ce117b9b-ad82-4d64-9a5f-e237a27df133,http://cch2.org/portal/collections/individual/index.php?occid=1432665
1433514,BSCA,BSCA0940,367,Nemophila menziesii,205099,1962-04-00,1962,4,0,,Apr. 1962,,San Diego County,Culp Valley area.,,,,,,cch2,urn:uuid:e03b3cd6-22fe-4290-b9dd-2c1f16f1cf60,http://cch2.org/portal/collections/individual/index.php?occid=1433514
1433515,BSCA,BSCA0945,366,Nemophila menziesii,205099,5/19/1985,1985,5,19,139,19-May-85,,San Diego County,Jeep Trail to Lost Valley from Los Coyotes Indian Reservation.,33.35175,-116.55051,,,1460,cch2,urn:uuid:ca9de949-302a-4fd2-97f5-79f970d57956,http://cch2.org/portal/collections/individual/index.php?occid=1433515
1447218,UCR,UCR0077031,UCR-16821,Nemophila menziesii var. integrifolia,205102,5/30/1973,1973,5,30,150,5/30/1973,,Los Angeles,"c. 1 mi west from Baldy Village, 1/2 mi southwest of Cow Canyon Saddle on [Sunset Ridge Fire Road], Sunset Peak",34.22333,-117.67972,,1463,,cch2,urn:uuid:9826dde3-7eb0-4a97-9851-0ac1757f1b98,http://cch2.org/portal/collections/individual/index.php?occid=1447218
1447219,UCR,UCR0077033,UCR-4141,Nemophila menziesii,205099,3/27/1965,1965,3,27,86,3/27/1965,,Los Angeles,"road from Devil’s Canyon Wild Area to Azusa, 8-12 mi north of where the road crosses the west fork of the San Gabriel River",34.31222,-117.84139,,762,,cch2,urn:uuid:0f103d08-6a4a-4f1b-8272-90143ca027a7,http://cch2.org/portal/collections/individual/index.php?occid=1447219
1447220,UCR,UCR0077089,UCR-889,Nemophila menziesii,205099,4/21/1973,1973,4,21,111,4/21/1973,,Riverside,"Cajalco Road, 3 miles west of Mockingbird Canyon Road, south of Lake Mathews",33.825,-117.41667,,244,,cch2,urn:uuid:0391f631-50af-4feb-b84e-d37164e3c576,http://cch2.org/portal/collections/individual/index.php?occid=1447220
1447221,UCR,UCR0077088,UCR-3428,Nemophila menziesii var. integrifolia,205102,5/17/1964,1964,5,17,138,5/17/1964,,Riverside,c. 1 mile from junction of Hurley Flats Rd and Idyllwild-Banning Rd,33.84528,-116.8175,,1372,,cch2,urn:uuid:bca32b9e-f250-4d21-a4b0-06b05a455852,http://cch2.org/portal/collections/individual/index.php?occid=1447221
1447222,UCR,UCR0077106,UCR-16823,Nemophila menziesii var. integrifolia,205102,5/2/1974,1974,5,2,122,5/2/1974,,Riverside,Banning Canyon,34.03333,-116.86056,,1524,,cch2,urn:uuid:365b0639-35c4-48ad-bad3-1c70cd1ba39a,http://cch2.org/portal/collections/individual/index.php?occid=1447222
1447223,UCR,UCR0077086,UCR-543,Nemophila menziesii,205099,4/25/1976,1976,4,25,116,4/25/1976,,Riverside,"Idyllwild - Banning Road, c. 1 mi from junction with Hurley Flats Road.",33.98333,-116.8,,1372,,cch2,urn:uuid:0c946e4a-1cb4-47d6-9d47-7b4a1daf8d35,http://cch2.org/portal/collections/individual/index.php?occid=1447223
1447224,UCR,UCR0077082,UCR-20808,Nemophila menziesii,205099,4/17/1980,1980,4,17,108,4/17/1980,,Riverside,Pine Meadow in upper Garner Valley,33.57944,-116.59583,,1433,,cch2,urn:uuid:8a2f353c-8a9c-4da1-b322-c912bd60752b,http://cch2.org/portal/collections/individual/index.php?occid=1447224
1447225,UCR,UCR0077083,UCR-35348,Nemophila menziesii,205099,4/25/1967,1967,4,25,115,4/25/1967,,Riverside,"Pauba Ranch [SE of Temecula in Pauba Valley, off Hwy 79]",33.48333,-117.05,,381,,cch2,urn:uuid:1febad7b-3d08-4426-bc3a-2eda7fdea1bc,http://cch2.org/portal/collections/individual/index.php?occid=1447225
1447226,UCR,UCR0070268,UCR-35124,Nemophila menziesii var. integrifolia,205102,5/1/1968,1968,5,1,122,5/1/1968,,Riverside,at Chimney Flats on the old control road to Idyllwild,33.73722,-116.77194,,1463,,cch2,urn:uuid:468b055f-60a6-4232-990e-593bea904db6,http://cch2.org/portal/collections/individual/index.php?occid=1447226
1447227,UCR,UCR0077081,UCR-16820,Nemophila menziesii,205099,5/9/1970,1970,5,9,129,5/9/1970,,Riverside,"State Hwy 74 [Palms to Pines Hwy], 1 mile west of Santa Rosa Mountain Road",33.56833,-116.5275,,1220,,cch2,urn:uuid:c5ab0222-620d-4bfc-b3bd-4d75a3e2da59,http://cch2.org/portal/collections/individual/index.php?occid=1447227
1447228,UCR,UCR0077098,UCR-21912,Nemophila menziesii,205099,5/8/1980,1980,5,8,129,5/8/1980,,Riverside,"Harford Springs County Park, NW corner of the Gavilan plateau",33.80361,-117.355,,625,,cch2,urn:uuid:a0c424b6-8f21-451e-a32a-6c39e75eb832,http://cch2.org/portal/collections/individual/index.php?occid=1447228
1447229,UCR,UCR0077107,UCR-199,Nemophila menziesii,205099,4/5/1976,1976,4,5,96,4/5/1976,,Riverside,"Riverside, University of California campus, 1/8 mi. south of Perimeter Road [South Campus Drive]",33.96667,-117.325,,274,,cch2,urn:uuid:577e8f79-bba1-486a-9ae2-909296c9a338,http://cch2.org/portal/collections/individual/index.php?occid=1447229
1447230,UCR,UCR0077145,UCR-16819,Nemophila menziesii subsp. integrifolia,210481,5/27/1976,1976,5,27,148,5/27/1976,,San Bernardino,"San Sevaine Cow Camp, [west of] Lytle Creek Canyon",34.20222,-117.48611,,1433,,cch2,urn:uuid:72da1a59-362c-4458-a780-51df9fb542a4,http://cch2.org/portal/collections/individual/index.php?occid=1447230
1447231,UCR,UCR0077148,UCR-301,Nemophila menziesii var. integrifolia,205102,5/20/1971,1971,5,20,140,5/20/1971,,San Bernardino,hillside above Mill Creek near Thurman Flats,34.10167,-117.01083,,1037,,cch2,urn:uuid:0cb0825e-0b54-41ad-9b64-d7d63ed98ee6,http://cch2.org/portal/collections/individual/index.php?occid=1447231
1447232,UCR,UCR0077149,UCR-3164,Nemophila menziesii var. integrifolia,205102,5/21/1970,1970,5,21,141,5/21/1970,,San Bernardino,"Lytle Creek Road, 2.8 mi. north of Devore Road, Cajon Pass area",34.2175,-117.46139,,884,,cch2,urn:uuid:661ce2fb-fe1a-47cf-9387-f8916776df37,http://cch2.org/portal/collections/individual/index.php?occid=1447232
1447233,UCR,UCR0077159,UCR-16818,Nemophila menziesii,205099,5/5/1968,1968,5,5,126,5/5/1968,,San Bernardino,"Wildwood Canyon, east end, Camp Wiwoca",34.01167,-116.985,,1098,,cch2,urn:uuid:a6d62b2e-69df-4dc0-b7a3-b4b32bfa9a45,http://cch2.org/portal/collections/individual/index.php?occid=1447233
1447234,UCR,UCR0077160,UCR-16817,Nemophila menziesii,205099,4/27/1968,1968,4,27,118,4/27/1968,,San Bernardino,"Lytle Creek, c. 0.5 mile SE of Ranger Station",34.23278,-117.47333,,915,,cch2,urn:uuid:c9c7b7f9-6b30-4148-9537-93413a4c9251,http://cch2.org/portal/collections/individual/index.php?occid=1447234
1447235,UCR,UCR0077165,UCR-16822,Nemophila menziesii,205099,4/22/1973,1973,4,22,112,4/22/1973,,San Bernardino,"opposite 24680 Lake Drive, east shore of Lake Gregory",34.24333,-117.26333,,1829,,cch2,urn:uuid:8ffc5ae6-ca06-4097-8220-8d5cd9aed731,http://cch2.org/portal/collections/individual/index.php?occid=1447235
1447236,UCR,UCR0077184,UCR-28996,Nemophila menziesii,205099,4/24/1981,1981,4,24,114,4/24/1981,,San Luis Obispo,"south of Shandon, at junction of Shell Creek Road and CA Hwy 58",35.45889,-120.335,,423,,cch2,urn:uuid:3d89cd22-a630-4968-b4a5-bf8eec939191,http://cch2.org/portal/collections/individual/index.php?occid=1447236
1447237,UCR,UCR0077190,UCR-28995,Nemophila menziesii,205099,3/10/1983,1983,3,10,69,3/10/1983,,San Luis Obispo,1.8 mi. south of American Canyon Campground,35.26389,-120.28417,,506,,cch2,urn:uuid:beb361b5-47a6-4cea-80fc-3c6c15129420,http://cch2.org/portal/collections/individual/index.php?occid=1447237
1447238,UCR,UCR0077193,UCR-26109,Nemophila menziesii var. menziesii,205103,3/23/1975,1975,3,23,82,3/23/1975,,Santa Barbara,"Montecito, E fork of Cold Springs burn, 100 yards south of Cold Springs - Hot Springs trail saddle, 1 mi. by trail on E fork of Cold Springs trail, Mountain Drive",34.45878,-119.64953,,412,,cch2,urn:uuid:ae32ce2b-244b-40f8-8e81-34fc200d6867,http://cch2.org/portal/collections/individual/index.php?occid=1447238
1447239,UCR,UCR0077192,UCR-16616,Nemophila menziesii,205099,3/19/1967,1967,3,19,78,3/19/1967,,Santa Barbara,"Lake Cachuma County Park. Lake shore, south of boat ramp",34.57806,-119.95667,,229,,cch2,urn:uuid:9ec1a83f-ace0-46cc-b9d9-019a209efc73,http://cch2.org/portal/collections/individual/index.php?occid=1447239
1447240,UCR,UCR0077214,UCR-16707,Nemophila menziesii var. atomaria,205101,1970-03-00,1970,3,0,,1970-3,,Santa Clara,"Hicks Road, 0.2 mi. from Alamitos Road, near New Almaden",37.1625,-121.84556,,107,,cch2,urn:uuid:79563da4-627e-424e-aad7-4ce7c64ed37f,http://cch2.org/portal/collections/individual/index.php?occid=1447240
1447241,UCR,UCR0077211,UCR-12042,Nemophila menziesii var. atomaria,205101,1970-03-00,1970,3,0,,1970-3,,Napa,"Chiles to Pope Valley Road, 3.3 miles south of Pope Valley",38.56722,-122.38667,,198,,cch2,urn:uuid:980fd9bc-e6d1-43e0-a7c1-05e5c79777fc,http://cch2.org/portal/collections/individual/index.php?occid=1447241
1447242,UCR,UCR0077205,UCR-4128,Nemophila menziesii,205099,3/27/1967,1967,3,27,86,3/27/1967,,Fresno,"Watts Valley Rd., 4 miles north of junction with Trimmer Springs [=Maxson] Rd",36.96722,-119.35361,,412,,cch2,urn:uuid:99c47e8d-5c4e-45b7-b0bc-7319ce2f1f79,http://cch2.org/portal/collections/individual/index.php?occid=1447242
1447243,UCR,UCR0077206,UCR-37590,Nemophila menziesii var. atomaria,205101,4/16/1983,1983,4,16,106,4/16/1983,,Humboldt,Near the old Hwy 299 on W side of Berry Summit,40.89553,-123.77347,,823,,cch2,urn:uuid:5fa420bb-0a53-47d7-a303-6983f8870ad4,http://cch2.org/portal/collections/individual/index.php?occid=1447243
1462111,UCR,UCR0077034,UCR-48865,Nemophila menziesii,205099,5/17/1974,1974,5,17,137,5/17/1974,,Los Angeles,"8.9 mi east of Big Tujunga Canyon Road, on dirt road 300 yards north of Monte Cristo Ranger Station",34.32861,-118.12167,,976,,cch2,urn:uuid:b0948ff2-8d95-404d-9847-ca4d08991739,http://cch2.org/portal/collections/individual/index.php?occid=1462111
1462112,UCR,UCR0077087,UCR-41360,Nemophila menziesii,205099,3/3/1985,1985,3,3,62,3/3/1985,,Riverside,"Oasis de los Osos Preserve of the Nature Conservancy, off Snow Creek Canyon at the north foot of San Jacinto Mountain, l mile west of Snow Creek Village",33.89167,-116.69167,,489,,cch2,urn:uuid:7b2c3228-1714-4174-a587-550a5b8d3654,http://cch2.org/portal/collections/individual/index.php?occid=1462112
1462113,UCR,UCR0077074,UCR-51025,Nemophila menziesii,205099,2/24/1988,1988,2,24,55,2/24/1988,,Riverside,"Temescal Canyon, about 0.25 mi west of intersection of Hwy I-15 and Indian Truck Trail",33.75083,-117.45611,,381,,cch2,urn:uuid:447b5278-d2fd-4179-8696-ab75a7f1397b,http://cch2.org/portal/collections/individual/index.php?occid=1462113
1462114,UCR,UCR0077050,UCR-49231,Nemophila menziesii,205099,5/8/1980,1980,5,8,129,5/8/1980,,Riverside,"Harford Springs County Park, NW corner of the Gavilan plateau",33.80361,-117.355,,625,,cch2,urn:uuid:a6366a0b-1af8-4d16-9e83-69fa022f1e53,http://cch2.org/portal/collections/individual/index.php?occid=1462114
1462115,UCR,UCR0077150,UCR-75502,Nemophila menziesii,205099,4/7/1993,1993,4,7,97,4/7/1993,,San Bernardino,"E side Water Cyn, trib of Wildwood Cyn from N; SW foot Pisgah Pk",34.025,-116.98333,,979,,cch2,urn:uuid:ffdea880-1ca7-40e7-94f6-a98ee2109cc1,http://cch2.org/portal/collections/individual/index.php?occid=1462115
1462116,UCR,UCR0077151,UCR-71852,Nemophila menziesii var. integrifolia,205102,4/8/1992,1992,4,8,99,4/8/1992,,San Bernardino,"east of Yucaipa, Water Canyon, a tributary of Wildwood Canyon from the north. E-facing hillside below the stables (old Hunt Ranch), west of Water Canyon Rd",34.025,-116.99167,,1009,,cch2,urn:uuid:7237113f-3a2a-4543-b952-df61e38de7ed,http://cch2.org/portal/collections/individual/index.php?occid=1462116
1462117,UCR,UCR0077162,UCR-76212,Nemophila menziesii,205099,6/20/1993,1993,6,20,171,6/20/1993,,San Bernardino,"Near USFS Rock Camp fire station, c. 2 air miles NNW of Lake Arrowhead North Bay",34.3,-117.21667,,1524,,cch2,urn:uuid:2be0ace1-df79-45ee-906c-a11e6eb1e84e,http://cch2.org/portal/collections/individual/index.php?occid=1462117
1462118,UCR,UCR0077163,UCR-50783,Nemophila menziesii,205099,4/12/1988,1988,4,12,103,4/12/1988,,San Bernardino,"Las Flores Ranch area, c. 2 mi. north of intersection of Grass Valley Creek and Hwy 173, c. 2.5 mi. east of the California Aqueduct",34.34639,-117.27639,,976,,cch2,urn:uuid:8eb4313f-5fab-414a-93a3-3b4147f9892f,http://cch2.org/portal/collections/individual/index.php?occid=1462118
1462119,UCR,UCR0077164,UCR-56169,Nemophila menziesii var. integrifolia,205102,6/20/1965,1965,6,20,171,6/20/1965,,San Bernardino,Cedar Springs Campground on road to Crestline,34.28278,-117.33139,,1524,,cch2,urn:uuid:93d78ebd-356d-49ad-89d0-b910b28103ef,http://cch2.org/portal/collections/individual/index.php?occid=1462119
1462120,UCR,UCR0077137,UCR-42473,Nemophila menziesii var. annulata,218999,4/28/1975,1975,4,28,118,4/28/1975,,San Bernardino,"near Black Rock Spring, Joshua Tree National Monument",34.05667,-116.395,,1341,,cch2,urn:uuid:3f17a7e6-103a-4c86-8c91-f4033171b9ed,http://cch2.org/portal/collections/individual/index.php?occid=1462120
1462121,UCR,UCR0077166,UCR-50799,Nemophila menziesii,205099,3/17/1988,1988,3,17,77,3/17/1988,,San Bernardino,"[Yucca Valley] along Hwy 247, c. 2.25 mi NW of El Cortez Road",34.18611,-116.43167,,1128,,cch2,urn:uuid:5cdbb87e-0911-42c3-9836-0d4f5ef69368,http://cch2.org/portal/collections/individual/index.php?occid=1462121
1462122,UCR,UCR0077177,UCR-44645,Nemophila menziesii var. integrifolia,205102,5/21/1951,1951,5,21,141,5/21/1951,,San Diego,Cuyamaca,32.97722,-116.57917,,,,cch2,urn:uuid:915411a8-ea12-42e9-b913-bd73eaf18828,http://cch2.org/portal/collections/individual/index.php?occid=1462122
1462123,UCR,UCR0077004,UCR-41111,Nemophila menziesii,205099,3/18/1950,1950,3,18,77,3/18/1950,,San Luis Obispo,"Soda Lake Road to Carrizo Plain, c. 0.8 mi. off Hwy 399 [=SR33], near San Luis Obispo County line",34.97139,-119.45583,,823,,cch2,urn:uuid:ec0eee4e-65e2-40cb-87c0-c8d774e1472f,http://cch2.org/portal/collections/individual/index.php?occid=1462123
1462124,UCR,UCR0077202,UCR-55536,Nemophila menziesii,205099,4/29/1967,1967,4,29,119,4/29/1967,,Colusa,Bear Valley.,39.15,-122.43,,396,,cch2,urn:uuid:d812847a-54e9-41ce-8ba6-1237b3b7be36,http://cch2.org/portal/collections/individual/index.php?occid=1462124
1465836,UCR,UCR0077038,UCR-96143,Nemophila menziesii,205099,4/21/1996,1996,4,21,112,4/21/1996,,Los Angeles,"Antelope Valley. north side of State Hwy 138 (= Ave. “D”), c. 2 mi. west of Country Store, at town of Neenach (c. 30 mi. west of Hwy I-14).",34.78567,-118.63333,,915,,cch2,urn:uuid:0e567c2f-1db1-4906-99cb-738cd8319df8,http://cch2.org/portal/collections/individual/index.php?occid=1465836
1465881,UCR,UCR0077169,UCR-96194,Nemophila menziesii,205099,5/11/1996,1996,5,11,132,5/11/1996,,San Bernardino,"San Bernardino Nat. Forest, Audubon Society’s “Bearpaw Ranch” Sanctuary, below Forest Falls. Just off Calif. Hwy 38 turnoff to Forest Falls, south of Mill Creek, in vicinity of University Creek",34.09167,-116.95833,,1341,,cch2,urn:uuid:488b0ed2-9967-40b3-9843-01f8d3bcc394,http://cch2.org/portal/collections/individual/index.php?occid=1465881
1466476,UCR,UCR0077093,UCR-96702,Nemophila menziesii,205099,3/1/1997,1997,3,1,60,3/1/1997,,Riverside,"Box Springs Mtns.: Coyote Hill (Bench Mark “Versity”, 1386 ft.) and ridge S and SE of the UCR Botanic Garden",33.96667,-117.32222,,427,,cch2,urn:uuid:6eca2e78-3093-401e-adf5-6c155fbc733c,http://cch2.org/portal/collections/individual/index.php?occid=1466476
1466516,UCR,UCR0077002,UCR-97045,Nemophila menziesii,205099,3/7/1997,1997,3,7,66,3/7/1997,,Kern,"San Emigdio Ranch, 4 km NE of Eagle Rest Peak (near bench mark 4070), along a dirt road 6.5 km north of Antimony Peak",34.9355,-119.11933,,1220,,cch2,urn:uuid:a4d9c1a1-0bfc-46ee-a0d3-b6c72e3364b8,http://cch2.org/portal/collections/individual/index.php?occid=1466516
1466624,UCR,UCR0077189,UCR-97579,Nemophila menziesii,205099,3/8/1997,1997,3,8,67,3/8/1997,,San Luis Obispo,c. 6 mi. west of Soda Lake Rd along Calif. Hwy 58,35.38,-120.10667,,549,,cch2,urn:uuid:11e43f33-d92b-4145-af62-54fcc0e6d9e9,http://cch2.org/portal/collections/individual/index.php?occid=1466624
1466626,UCR,UCR0077188,UCR-97578,Nemophila menziesii,205099,3/8/1997,1997,3,8,67,3/8/1997,,San Luis Obispo,"Carrizo Plain; 30.1 mi. NW of Calif. Hwy 166 on Soda Lake Rd., at San Diego Creek Rd near edge of Soda Lake",35.14667,-119.77167,,610,,cch2,urn:uuid:522ab847-fcfb-4296-b967-2bc1451e835a,http://cch2.org/portal/collections/individual/index.php?occid=1466626
1467104,UCR,UCR0077094,UCR-97676,Nemophila menziesii,205099,3/15/1997,1997,3,15,74,3/15/1997,,Riverside,Lake Skinner area: hill (1864) east of Skinner Lake at NW end of Tucalota Hills,33.59,-117.02333,,488,,cch2,urn:uuid:466abd8a-0b1a-4c4e-884e-e4436dc4c4eb,http://cch2.org/portal/collections/individual/index.php?occid=1467104
1467367,UCR,UCR0077041,UCR-99077,Nemophila menziesii,205099,2/28/1993,1993,2,28,59,2/28/1993,,Monterey,"Garrapata State Park, off State Hwy 1 (=Pacific Coast Hwy), north of lighthouse at Point Sur and south of Carmel Highlands",36.42417,-121.88833,,300,,cch2,urn:uuid:fac51501-70b4-4101-a0bb-92722ea42101,http://cch2.org/portal/collections/individual/index.php?occid=1467367
1476983,UCR,UCR0077035,UCR-88704,Nemophila menziesii,205099,5/9/1995,1995,5,9,129,5/9/1995,,Los Angeles,"just west of San Gabriel Mtns: “Sunshine Canyon” (name not shown on topo): west of San Fernando Road and Hwy I-5 Fwy, just SW of interchange with State Route 14. Sunshine Canyon Landfill property, site proposed for landfill expansion",34.33333,-118.51667,,457,,cch2,urn:uuid:a82cc1ac-ee72-4924-b4ea-d925c988826d,http://cch2.org/portal/collections/individual/index.php?occid=1476983
1476984,UCR,UCR0077036,UCR-95303,Nemophila menziesii,205099,5/2/1967,1967,5,2,122,5/2/1967,,Los Angeles,"Liebre Mtns, north side of northwesternmost end of foothills (of San Gabriel Mtns) between Bouquet Junction and Bonelli Ranch",34.42111,-118.53167,,366,,cch2,urn:uuid:15cb28e4-2bff-4c11-9b5d-71969af71539,http://cch2.org/portal/collections/individual/index.php?occid=1476984
1476985,UCR,UCR0077085,UCR-91858,Nemophila menziesii,205099,4/24/1996,1996,4,24,115,4/24/1996,,Riverside,"Morongo Indian Reservation, along dirt road in Hathaway Canyon, near Burro Flats",33.98333,-116.85833,,915,,cch2,urn:uuid:58ce434f-8e27-4f8a-8ff5-61bd46181bf5,http://cch2.org/portal/collections/individual/index.php?occid=1476985
1476986,UCR,UCR0077084,UCR-86880,Nemophila menziesii,205099,3/29/1995,1995,3,29,88,3/29/1995,,Riverside,"San Gorgonio Pass; alluvial fan at the mouth of Snow Creek, between Hwy 111 and Snow Creek Village",33.9,-116.66667,,335,,cch2,urn:uuid:b5cf1402-46ed-4a2d-9a10-2cfeb0274f64,http://cch2.org/portal/collections/individual/index.php?occid=1476986
1476987,UCR,UCR0077080,UCR-91423,Nemophila menziesii,205099,3/30/1995,1995,3,30,89,3/30/1995,,Riverside,Moreno Valley; hills c. 0.7 air mi directly south of 60 Fwy and west of bend in Moreno Beach Drive. Topo Q. shows “Moreno” BM 2067 at top of hill,33.93222,-117.18028,,579,,cch2,urn:uuid:28bc13fd-4878-4926-ad16-9eab5f904e27,http://cch2.org/portal/collections/individual/index.php?occid=1476987
1476988,UCR,UCR0077079,UCR-91222,Nemophila menziesii,205099,3/31/1996,1996,3,31,91,3/31/1996,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",33.625,-117.25,,439,,cch2,urn:uuid:e79b8622-7df3-4787-b22d-9462bb1757bd,http://cch2.org/portal/collections/individual/index.php?occid=1476988
1476989,UCR,UCR0077077,UCR-98180,Nemophila menziesii,205099,2/9/1997,1997,2,9,40,2/9/1997,,Riverside,"Elsinore Basin; Temescal Valley: SW of Hwy I-15 between Indian Truck Trail and Lake Street exits, c. 0.5 mi east of Glen Eden",33.74167,-117.44167,,370,,cch2,urn:uuid:d25fb25d-e284-4159-a42b-0d4211e5dbd2,http://cch2.org/portal/collections/individual/index.php?occid=1476989
1476990,UCR,UCR0077078,UCR-96816,Nemophila menziesii,205099,3/12/1993,1993,3,12,71,3/12/1993,,Riverside,near Winchester,33.71667,-117.10417,,466,,cch2,urn:uuid:6a5be261-868f-4ba3-b896-5d68bab75c09,http://cch2.org/portal/collections/individual/index.php?occid=1476990
1476991,UCR,UCR0077076,UCR-90743,Nemophila menziesii,205099,4/5/1995,1995,4,5,95,4/5/1995,,Riverside,Lakeview Mountains; SW of Juniper Flat Road,33.8,-117.1,,579,,cch2,urn:uuid:89880936-b6d9-4504-bc45-502e79d66fd5,http://cch2.org/portal/collections/individual/index.php?occid=1476991
1476992,UCR,UCR0077075,UCR-93029,Nemophila menziesii,205099,4/7/1994,1994,4,7,97,4/7/1994,,Riverside,Big Springs Canyon and north on the crest to Two Trees Canyon (S side),33.975,-117.29167,,,,cch2,urn:uuid:4fdd07f2-4d05-4d9b-bd4a-624f0791e208,http://cch2.org/portal/collections/individual/index.php?occid=1476992
