specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,datum,id,source,references
UCR0077163,1988-04-12,1988,4,12,103,34.34639,-117.27639,976,NA,NA,NA,San Bernardino,"Las Flores Ranch area, c. 2 mi. north of intersection of Grass Valley Creek and Hwy 173, c. 2.5 mi. east of the California Aqueduct","Rocky washes and adjacent slopes and ridgelines. California juniper (Juniperus californica) woodland, with Ceanothus greggii, Eriogonum fasciculatum, Haplopappus linearifolius, H. cooperi, and Salvia dorrii.",NA,1462118,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1462118
UCR0077164,1965-06-20,1965,6,20,171,34.28278,-117.33139,1524,NA,integrifolia,NA,San Bernardino,Cedar Springs Campground on road to Crestline,Riparian vegetation on sandy N-facing slope.,NA,1462119,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1462119
UCR0077137,1975-04-28,1975,4,28,118,34.05667,-116.395,1341,NA,integrifolia,NA,San Bernardino,"near Black Rock Spring, Joshua Tree National Monument","Assoc. with Juniperus, Quercus, Pinus, Eriogonum fasciculatum, and Haplopappus linearifolius.",NA,1462120,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1462120
UCR0077166,1988-03-17,1988,3,17,77,34.18611,-116.43167,1128,NA,NA,NA,San Bernardino,"[Yucca Valley] along Hwy 247, c. 2.25 mi NW of El Cortez Road","Volcanic soils with annual grassland on the W side of road, with Erodium cicutarium, Bromus rubens, and Sidalcea. Joshua tree woodland on granitic soils on E side of road, with Yucca brevifolia, Coleogyne ramosissima, and many flowering annuals in sandy openings",NA,1462121,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1462121
UCR0077177,1951-05-21,1951,5,21,141,32.97722,-116.57917,NA,NA,integrifolia,NA,San Diego,Cuyamaca,NA,NA,1462122,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1462122
UCR0077004,1950-03-18,1950,3,18,77,34.97139,-119.45583,823,NA,NA,NA,San Luis Obispo,"Soda Lake Road to Carrizo Plain, c. 0.8 mi. off Hwy 399 [=SR33], near San Luis Obispo County line",NA,NA,1462123,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1462123
UCR0077202,1967-04-29,1967,4,29,119,39.15,-122.43,396,NA,NA,NA,Colusa,Bear Valley.,Serpentine soil.,NA,1462124,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1462124
UCR0077038,1996-04-21,1996,4,21,112,34.78567,-118.63333,915,NA,NA,NA,Los Angeles,"Antelope Valley. north side of State Hwy 138 (= Ave. “D”), c. 2 mi. west of Country Store, at town of Neenach (c. 30 mi. west of Hwy I-14).","Small gravel wash running N/NE in previously plowed agricultural fields. Many exotic & native annuals & perennials, but only a few shrubs. Assoc. w/ Eschscholzia californica, Lupinus excubitus, Bromus rubens, etc.",NA,1465836,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1465836
UCR0077169,1996-05-11,1996,5,11,132,34.09167,-116.95833,1341,NA,NA,NA,San Bernardino,"San Bernardino Nat. Forest, Audubon Society’s “Bearpaw Ranch” Sanctuary, below Forest Falls. Just off Calif. Hwy 38 turnoff to Forest Falls, south of Mill Creek, in vicinity of University Creek","Pine/oak chaparral; soil sandy/gravelly decomposed granite. Assoc. with Pinus, Quercus, Fraxinus, Acer macrophyllum, etc.",NA,1465881,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1465881
UCR0077093,1997-03-01,1997,3,1,60,33.96667,-117.32222,427,NA,NA,NA,Riverside,"Box Springs Mtns.: Coyote Hill (Bench Mark “Versity”, 1386 ft.) and ridge S and SE of the UCR Botanic Garden","Coastal sage scrub, largely converted to annual grassland; much of the area burned in late spring 1996. Native annuals recovered in good numbers and weedy grasses noticably depressed.",NA,1466476,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1466476
UCR0077002,1997-03-07,1997,3,7,66,34.9355,-119.11933,1220,NA,NA,NA,Kern,"San Emigdio Ranch, 4 km NE of Eagle Rest Peak (near bench mark 4070), along a dirt road 6.5 km north of Antimony Peak",Blue oak woodland on rocky volcanic ridge and adjacent clay flats and gentle slopes.,NA,1466516,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1466516
UCR0077189,1997-03-08,1997,3,8,67,35.38,-120.10667,549,NA,NA,NA,San Luis Obispo,c. 6 mi. west of Soda Lake Rd along Calif. Hwy 58,Beginning of hills & chaparral,NA,1466624,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1466624
UCR0077188,1997-03-08,1997,3,8,67,35.14667,-119.77167,610,NA,NA,NA,San Luis Obispo,"Carrizo Plain; 30.1 mi. NW of Calif. Hwy 166 on Soda Lake Rd., at San Diego Creek Rd near edge of Soda Lake",Alkaline flat in sagebrush scrub.,NA,1466626,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1466626
UCR0077094,1997-03-15,1997,3,15,74,33.59,-117.02333,488,NA,NA,NA,Riverside,Lake Skinner area: hill (1864) east of Skinner Lake at NW end of Tucalota Hills,Rocky gabbro and granite hill dominated by coastal sage scrub with much Salvia mellifera.,NA,1467104,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1467104
UCR0077041,1993-02-28,1993,2,28,59,36.42417,-121.88833,300,NA,NA,NA,Monterey,"Garrapata State Park, off State Hwy 1 (=Pacific Coast Hwy), north of lighthouse at Point Sur and south of Carmel Highlands","Riparian redwood forest along creek channel, coastal sage scrub on steep hillsides and type-converted annual grassland on ridgetops.",NA,1467367,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1467367
UCR0077035,1995-05-09,1995,5,9,129,34.33333,-118.51667,457,NA,NA,NA,Los Angeles,"just west of San Gabriel Mtns: “Sunshine Canyon” (name not shown on topo): west of San Fernando Road and Hwy I-5 Fwy, just SW of interchange with State Route 14. Sunshine Canyon Landfill property, site proposed for landfill expansion","Major habitat types include Quercus agrifolia forest, Artemisia-dominated coastal sage scrub, & annual grassland.",NA,1476983,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476983
UCR0077036,1967-05-02,1967,5,2,122,34.42111,-118.53167,366,NA,NA,NA,Los Angeles,"Liebre Mtns, north side of northwesternmost end of foothills (of San Gabriel Mtns) between Bouquet Junction and Bonelli Ranch",Steep north slope.,NA,1476984,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476984
UCR0077085,1996-04-24,1996,4,24,115,33.98333,-116.85833,915,NA,NA,NA,Riverside,"Morongo Indian Reservation, along dirt road in Hathaway Canyon, near Burro Flats",Rocky loam in chaparral belt with grassy openings and oak and sycamore woodlands.,NA,1476985,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476985
UCR0077084,1995-03-29,1995,3,29,88,33.9,-116.66667,335,NA,NA,NA,Riverside,"San Gorgonio Pass; alluvial fan at the mouth of Snow Creek, between Hwy 111 and Snow Creek Village",Alluvial fan; creosote bush scrub on rocky alluvium and windblown sand deposits.,NA,1476986,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476986
UCR0077080,1995-03-30,1995,3,30,89,33.93222,-117.18028,579,NA,NA,NA,Riverside,Moreno Valley; hills c. 0.7 air mi directly south of 60 Fwy and west of bend in Moreno Beach Drive. Topo Q. shows “Moreno” BM 2067 at top of hill,"Coastal sage scrub dominated by Artemisia californica., Eriogonum fasciculatum, with Scrophularia californica among rocks; N-facing slope w/ high cover of Keckiella antirrhinoides and Toxicodendron diversilobum.",NA,1476987,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476987
UCR0077079,1996-03-31,1996,3,31,91,33.625,-117.25,439,NA,NA,NA,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream","Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",NA,1476988,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476988
UCR0077077,1997-02-09,1997,2,9,40,33.74167,-117.44167,370,NA,NA,NA,Riverside,"Elsinore Basin; Temescal Valley: SW of Hwy I-15 between Indian Truck Trail and Lake Street exits, c. 0.5 mi east of Glen Eden","Predominant vegetation is coastal sage scrub dominated by Artemisia californica and Salvia mellifera, grading into Adenostoma chaparral. Quercus agrifolia forest in canyon bottoms.",NA,1476989,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476989
UCR0077078,1993-03-12,1993,3,12,71,33.71667,-117.10417,466,NA,NA,NA,Riverside,near Winchester,"Steep, rocky slopes. with Encelia farinosa dominated coastal sage scrub.",NA,1476990,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476990
UCR0077076,1995-04-05,1995,4,5,95,33.8,-117.1,579,NA,NA,NA,Riverside,Lakeview Mountains; SW of Juniper Flat Road,"Vegetation mostly chaparral, dominated by Adenostoma fasciculatum. Rhus ovata, Quercus berberidifolia occur on N facing sites. Annual grasses common, sometimes dense, away from shrub canopy.",NA,1476991,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476991
UCR0077075,1994-04-07,1994,4,7,97,33.975,-117.29167,NA,NA,NA,NA,Riverside,Big Springs Canyon and north on the crest to Two Trees Canyon (S side),"Associated with Bromus spp., Salvia mellifera, S. apiana, Phacelia minor, Amsinckia menziesii, Erodium cicutarium, etc.",NA,1476992,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476992
UCR0077144,1997-02-25,1997,2,25,56,34.04167,-117.45,NA,NA,menziesii,NA,San Bernardino,"Jurupa Hills: Mary Vagl Museum and Nature Center, Cypress St., Fontana","Dry N-facing hillside with large boulders and rock outcrops, along seasonal stream. Assoc. with Amsinckia intermedia, Eucrypta chrysanthemifolia, Rhamnus crocea, Ceanothus crassifolius, Crassula connata, introduced weeds.",NA,1476993,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476993
UCR0077146,1994-04-20,1994,4,20,110,34.17611,-117.53694,610,NA,NA,NA,San Bernardino,Foothills; mouth of Day Canyon at N end of Etiwanda Ave. Oak Summit project,NA,NA,1476994,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476994
UCR0077153,1996-05-05,1996,5,5,126,34.28444,-117.40389,1341,NA,NA,NA,San Bernardino,Cleghorn Road c. 0.25 mi SE of Cleghorn Pass,NW-facing roadcut in oak chaparral.,NA,1476995,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476995
UCR0077152,1995-04-22,1995,4,22,112,34.31917,-117.42278,1150,NA,NA,NA,San Bernardino,"upper Horsethief Canyon along the Pacific Crest Trail, below crossing of Forest Service road to Cleghorn Ridge","Canyon slopes & alluvial flats w/ chaparral of Prunus ilicifolia, Adenostoma fasciculatum, Quercus wislizenii, Ceanothus greggii. Decomposed granite soil.",NA,1476996,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476996
UCR0077154,1994-06-06,1994,6,6,157,34.24778,-117.31778,1525,NA,NA,NA,San Bernardino,"Waters Road near Fernwood Drive, Seeley Creek drainage between Valley of Enchantment and Cedarpines Park","Yellow pine forest with Pinus, Quercus, Calocedrus, and Abies.",NA,1476997,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476997
UCR0077157,1995-04-15,1995,4,15,105,34.03917,-117.44028,366,NA,NA,NA,San Bernardino,"Fontana, east slopes of the Jurupa Hills, south of Jurupa Hills Regional Park, west of Sierra Ave, NE of Mt. Jurupa",Coastal sage scrub and patches of chaparral on steep granitic slopes.,NA,1476999,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1476999
UCR0077158,1995-05-06,1995,5,6,126,34.42167,-117.45139,1134,NA,NA,NA,San Bernardino,"North slope Baldy Mesa area; large wash just north of Manzanita Wash, off Baldy Mesa Road","Oak woodland/chaparral with Quercus, Artemisia tridentata, Ceanothus, etc.",NA,1477000,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1477000
UCR0077161,1994-04-21,1994,4,21,111,33.96667,-116.8,917,NA,NA,NA,Riverside,"Millard Canyon, near stream crossing of Forest Service Road 2S05, c. 4 miles south of Bear Wallow Spring",Open sandy soil between shrubs in alluvial scrub dominated by Lepidospartum squamatum.,NA,1477001,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1477001
UCR0077116,1994-04-08,1994,4,8,98,34.26917,-117.4625,823,NA,menziesii,NA,San Bernardino,"junction of Lone Pine Canyon & Cajon Canyon, c. 100 m west of Cajon Wash","Riparian w/ Fraxinus, Alnus rhombifolia, Populus fremontii, Toxicodendron diversilobum, etc.",NA,1477002,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1477002
UCR0077115,1994-04-05,1994,4,5,95,34.20833,-117.41583,707,NA,menziesii,NA,San Bernardino,1.1 mi west of Glen Helen Road on FS Road 3N31/Applewhite Road,"Chaparral on burned slopes, with Adenostoma fasciculatum, Quercus dumosa, Arctostaphylos.",NA,1477003,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1477003
UCR0077181,1995-04-06,1995,4,6,96,33.41028,-116.95833,976,NA,integrifolia,NA,San Diego,"Agua Tibia Wilderness Area, NE flank of Agua Tibia Mtn, Arroyo Seco tributary at N base of Eagle Crag, from the Wildhorse Trail E to the main trunk of Arroyo Seco","Chaparral on slopes of Adenostoma fasciculatum, Ceanothus crassifolius, C. leucodermis, Arctostaphylos glandulosa, Quercus berberidifolia, and Eriodictyon crassifolium. Benches and mesic slopes with dense woodland of Quercus agrifolia.",NA,1477004,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1477004
UCR0077003,1982-06-27,1982,6,27,178,35.72917,-118.54944,1768,NA,integrifolia,NA,Kern,"Alta Sierra, 8 miles north of Lake Isabella off Hwy 155, Greenhorn Mtns, Sequoia National Forest",White fir / incense cedar phase of yellow pine forest. East exposure.,NA,1477006,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1477006
UCR0077039,1989-05-08,1989,5,8,128,36.23181,-121.48528,NA,NA,NA,NA,Monterey,Los Padres National Forest: Arroyo Seco Rd. between Arroyo Seco Campground and G16,Roadside.,NA,1477007,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1477007
UCR0077096,1997-03-08,1997,3,8,67,33.96,-117.28333,915,NA,NA,NA,Riverside,"Box Springs Mtns, S-facing slopes near highest peak, right around radio towers.","Granitic boulders on N slope, within 200 ft. of summit. With Rhamnus ilicifolia, Ceanothus crassifolius, Adenostoma fasciculatum, etc.",NA,1478440,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1478440
UCR0077090,1997-03-23,1997,3,23,82,33.80944,-117.08583,610,NA,NA,NA,Riverside,"Lakeview Mtns, c. 1 air mile SSW of Mt. Rudolph, along powerline road 0.3 mi. east of Contour (Juniper Flats) Rd.","Coastal sage scrub/chaparral, w/ Adenostoma fascic., Eriogonum fascic. foliolosum, Artemisia calif., Salvia mellif., S. apiana, etc.",NA,1478504,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1478504
UCR0077097,1997-03-15,1997,3,15,74,33.6,-117.045,488,NA,menziesii,NA,Riverside,Grassland at base of Bachelor Mtn. and adjoining chapararal.,"Mild, grassy slope.",NA,1478810,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1478810
UCR0077167,1998-05-12,1998,5,12,132,34.37472,-117.45,1250,NA,NA,NA,San Bernardino,"Baldy Mesa, Lugo-Vincent Powerline (S Cal. Edison), c. 1 mi. west of I-15 and north of Cajon Summit",Canyon in hills; semidesert chaparral with Quercus john-tuckeri dominant and Adenostoma fasciculatum common.,NA,1480773,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1480773
UCR0077168,1999-05-07,1999,5,7,127,34.03333,-117.38333,244,NA,integrifolia,NA,San Bernardino,0.25 to 0.75 miles NE of the Riverside Ave. crossing,"Sandy mesas just up out of the active river channel. Associated with Gilia capitata, Cryptantha muricata, Cryptantha micrantha, Cryptantha intermedia, Eriogonum thurberi, and Pectocarya linearis.",NA,1481033,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1481033
UCR0077092,1998-03-11,1998,3,11,70,33.69167,-117.03333,610,NA,NA,NA,Riverside,"North Domenigoni Hills, north of Diamond Valley, near old mine site above San Jacinto Valley, south of end of Warren Rd.",Coastal sage scrub on dark metamorphic or volcanic rocks on N and W facing slopes.,NA,1484037,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1484037
UCR0077095,2001-05-03,2001,5,3,123,33.7,-116.96667,494,NA,NA,NA,Riverside,"Hemet, SE corner of State Street at Gibbel, 1712 ft. hill at east end of Diamond Valley","Bouldery granitic hill, decomposed granite soil, with coastal sage scrub, and chaparral elements on N slopes; Eriogonum fasciculatum and Artemisia californica dominant.",NA,1486350,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1486350
UCR0077091,2001-04-06,2001,4,6,96,33.52528,-117.12389,366,NA,NA,NA,Riverside,"Temecula, Long Canyon area west of Del Rey Rd., hills on both sides of gas pipeline route",Rolling hills with coastal sage scrub and grassland.,NA,1486397,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1486397
UCR0077051,1994-05-29,1994,5,29,149,33.98639,-116.78333,1200,NA,integrifolia,NA,Riverside,"East Branch Millard Canyon, along Forest Service Road 4S45","Rocky canyon bottom in chaparral, with Adenostoma, Quercus wislizenii, Fraxinus dipetala, etc.",NA,1487087,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1487087
UCR0077156,1993-03-28,1993,3,28,87,34.18917,-117.27139,600,NA,integrifolia,NA,San Bernardino,"Waterman Canyon, l km west of Arrowhead Hot Spring Hotel, at and below the first stream crossing of Old Waterman Canyon Road","Rocky canyon bottom with cold stream from upper canyon & small hot streams fed by springs along east canyon wall. Many exotics: Nerium oleander, Ricinus comunis, Opuntia ficus-indica, Pennisetum setaceum, etc. Natives: Opuntia littoralis, Salix gooddingii, Baccharis salicifolia.",NA,1487088,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1487088
UCR0077037,1967-05-18,1967,5,18,138,34.37861,-118.45833,518,NA,integrifolia,NA,Los Angeles,Placerita Canyon,NA,NA,1488006,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1488006
UCR0077147,1968-05-09,1968,5,9,130,34.20389,-117.40667,622,NA,integrifolia,NA,San Bernardino,[Glen Helen Regional Park] NW end of Muscupiabe,"Shade to sun at edge of chaparral, NW slope of decomposed granite.",NA,1488007,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1488007
UCR0077141,1998-04-04,1998,4,4,94,34.032,-117.342,412,NA,NA,NA,San Bernardino,"Colton: c. 0.3 km north of Little Highgrove (pk 1478), c. 0.8 km west of the corner of Barton Rd. and La Cadena Dr.","Dry granitic slopes with coastal sage scrub; associated with Encelia farinosa, Guttierezia californica, Solanum xanti, Salvia apiana, Salvia mellifera, and Lessingia filaginifolia.",NA,1494676,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1494676
UCR0077138,1998-04-04,1998,4,4,94,34.02056,-117.30389,396,NA,NA,NA,San Bernardino,"City of Grand Terrace, east of corner of Van Buren St. and Observation Dr.","Dry granitic pediment and lower W facing slopes in CSS. Associated with Eriogonum fasciculatum, Artemesia californica, and Heterotheca grandiflora.",NA,1494698,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1494698
UCR0077143,1995-05-28,1995,5,28,148,34.31472,-117.57917,1695,NA,integrifolia,NA,San Bernardino,"Upper Lytle Creek Ridge above Lone Pine Canyon, 1.4 mi. south of Lone Pine Rd. on 3N31, at first switchback, c. 50-1500 m north of road",Chaparral with Fremontodendron & Ceanothus leucodermis.,NA,1495662,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1495662
UCR0077099,1989-04-05,1989,4,5,95,33.60833,-117.04167,470,NA,NA,NA,Riverside,"Shipley Multi-species Reserve, blue-line stream on the southeastern flank of Bachelor Mtn.","Coast live oak riparian forest w/ Quercus agrifolia, Claytonia perfoliata, Urtica dioica holosericea, Solidago californica, Elymus condensatus Verbena lasiostachys, Eleocharis palustris.",NA,1495930,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1495930
UCR0077139,2001-04-30,2001,4,30,120,34.04444,-117.115,633,NA,NA,NA,San Bernardino,"Redlands, east side of Sand Canyon Road, near Crafton Hills College","Disturbed rocky clay, southfacing slopes, full sun. Very degraded chaparral, indications of clearing and pasture use; numerous exotic grasses with remnants of native vegetation. Generally with Bromus spp., Eriogonum fasciculatum, Artemisia californica, Phacelia, Bloomeria.",NA,1503943,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1503943
UCR0077005,2001-04-26,2001,4,26,116,35.08617,-118.394,1372,NA,menziesii,NA,Kern,"Tehachapi to Willow Springs Rd., 2.2 miles south of Highline Rd.",Grassy slope and adjacent dry stream bed.,NA,1509631,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1509631
UCR0079815,2001-05-20,2001,5,20,140,33.69056,-116.70806,1494,NA,NA,NA,Riverside,0.3 mile NW of Keen Camp Summit along CA-74,Yellow pine forest.,NA,1509716,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1509716
UCR0077100,2001-05-20,2001,5,20,140,33.68833,-116.66333,1463,NA,NA,NA,Riverside,"Apple Canyon Rd, 1.5 mi NE of CA-74",Adenostoma and Arctostaphylos chaparral.,NA,1509727,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1509727
UCR0077194,2002-04-15,2002,4,15,105,35.09694,-120.07833,549,NA,menziesii,NA,Santa Barbara,"Sierra Madre Mountains, Miranda Pine Road, 1.0 mile southeast of CA Hwy 166","Oak woodland; east-facing, steep slope.",NA,1510938,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1510938
UCR0077208,2002-04-23,2002,4,23,113,37.33889,-119.58639,976,NA,menziesii,NA,Madera,"Bass Lake Road, 2.2 miles southeast of the junction with CA Hwy 41",Pine forest near the south end of Bass Lake.,NA,1511053,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1511053
UCR0077140,2003-04-05,2003,4,5,95,34.14917,-116.45583,1250,NA,NA,NA,San Bernardino,"UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. c. 2 miles (air) ESE of Pioneertown, 1.5 mi. (air) NW of Yucca Valley, between front gate and reserve headquarters at old Burns home","Flats and bouldery granitic hills, decomposed granite soil; pinyon-juniper woodland with Juniperus, Pinus monophylla, Quercus cornelius-mulleri, Eriogonum fasciculatum, Yucca schidigera, etc.",NA,1537376,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1537376
UCR0077030,2003-05-01,2003,5,1,121,34.4925,-118.6025,366,NA,menziesii,NA,Los Angeles,"Newhall Ranch, Castaic Mesas. c. 1 mi SW of Castaic Lagoon at the W edge of a mesa, north of Charlie Canyon",NA,NA,1541573,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1541573
UCR0077217,2003-05-13,2003,5,13,133,34.37111,-118.68778,457,NA,integrifolia,NA,Ventura,"Newhall Ranch, Salt Creek",NA,NA,1541579,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1541579
UCR0077042,2000-04-24,2000,4,24,115,36.06333,-121.185,381,NA,menziesii,NA,Monterey,8.4 miles S of King City along G-14,Oak woodland.,NA,1544469,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1544469
UCR0077040,1973-03-30,1973,3,30,89,35.96917,-121.18361,305,NA,menziesii,NA,Monterey,Jolon Road cutoff,"With Lamarckia aurea, Lasthenia, Claytonia perfoliata, Schismus.",NA,1546296,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1546296
UCR0077101,1998-06-09,1998,6,9,160,33.9625,-116.75194,854,NA,NA,NA,Riverside,"Morongo Indian Reservation, Lion Canyon, c. 3.5 miles NNW of Cabazon","Coastal sage scrub and associated wash. Associates include Eriogunum fasciculatum, Encelia, and Artemisia californica.",NA,1549113,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1549113
UCR0077006,1998-04-22,1998,4,22,112,35.06056,-118.38806,1341,NA,NA,NA,Kern,Oak Creek Pass on the Tehachapi to Willow Springs Road,NA,NA,1549436,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1549436
UCR0077043,1948-02-27,1948,2,27,58,36.49028,-121.93056,213,NA,atomaria,NA,Monterey,"Carmel Highlands, above Yankee Point","Decomposed granite formation. Open sunny slopes, among grass and low, scrubby Eriogonum parvifolium.",NA,1549557,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1549557
UCR0077102,2003-03-26,2003,3,26,85,33.53417,-116.8675,854,NA,menziesii,NA,Riverside,"Wilson Valley Mitigation Bank (Center for Natural Lands Management), NE of Wilson Valley Road and west of Wilson Creek","Open sage scrub and non-native grassland with granitic outcrops dotting the area. Amazing year for wildflowers, this only one species of many.",NA,1554125,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1554125
UCR0077209,1955-03-15,1955,3,15,74,39.00167,-123.08472,244,NA,NA,NA,Mendocino,"4 miles east of Hopland, Hopland Field Station, Little Buck Pasture","Growing on a slope in a cultivated field, with oak and madrone surrounding.",NA,1555324,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1555324
UCR0077001,1958-04-12,1958,4,12,102,35.6575,-118.33028,799,NA,NA,NA,Kern,"Lake Isabella, Calif. Hwy 178, 2 miles west of Weldon",NA,NA,1555662,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1555662
UCR0077218,1958-03-22,1958,3,22,81,34.35278,-119.30528,61,NA,NA,NA,Ventura,Hwy 399 [=SR33] near Casitas Dam,NA,NA,1555717,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1555717
UCR0077179,1997-04-08,1997,4,8,98,33.34889,-117.0375,162,NA,integrifolia,NA,San Diego,"Wilderness Gardens Preserve c. 3.4 miles east of Pala, south of Hwy 76 along the San Luis Rey River","Areas along the main trail network from the parking area, along primary driveway within the river bottom to areas of native grasslands on the higher slopes. Oak woodland with Quercus agrifolia, Populus fremontii, Platanus racemosa, Salix ssp., etc., with an understory of Ericameria pinifolia, Toxicodendron diversilobum, Rhamnus ilicifolia, Lepidospartum squamatum, etc., along the river bottom. Chaparral with Adenostoma fasciculatum, Xylococcus bicolor, Arctostaphylos glauca, Ceanothus crassifolius, Salvia mellifera, etc., with scattered pockets of Stipa grasslands on adjacent slopes. Alluvial substrate with sandy loam soil in the river bottom and granitic and/or gabbroic substrates with sandy or clay soils on surrounding slopes; E and N aspects; slopes 0-120%.",NA,1556447,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1556447
UCR0077103,1997-02-17,1997,2,17,48,33.46667,-117.06667,396,NA,menziesii,NA,Riverside,"NW Palomar Mountains: burned areas in the Temecula community of Redhawk, south of the intersection of Redhawk Parkway and Tehachapi Pass Road","Burned chaparral with Bromus madritensis ssp. rubens, Anagallis arvensis, Erodium botrys, Sidalcea malvaeflora, Sanicula bipinnatifida, etc. Metasedimentary substrate with a sandy loam soil; N-NE aspect; 70% slope.",NA,1557317,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1557317
UCR0077216,1997-03-08,1997,3,8,67,40.78878,-123.5585,252,NA,NA,NA,Trinity,"Southfork Rd., 12 mi south of Hwy 299","Rocky, grassy S-facing slope, beneath Cercocarpus betuloides.",NA,1557500,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1557500
UCR0077207,1997-03-30,1997,3,30,89,39.07,-122.50861,274,NA,menziesii,NA,Lake,"Blue Oak Campground, Indian Valley Reservoir. 2.5 mi past intersection of access road and Walker Ridge Road",NA,NA,1557903,cch2,http://cch2.org/portal/collections/individual/index.php?occid=1557903
