ID1,ID2,Latitude,Longitude,Elevation,MAT_51-80,MWMT_51-80,MCMT_51-80,TD_51-80,MAP_51-80,MSP_51-80,AHM_51-80,SHM_51-80,DD_0_51-80,DD5_51-80,DD_18_51-80,DD18_51-80,NFFD_51-80,bFFP_51-80,eFFP_51-80,FFP_51-80,PAS_51-80,EMT_51-80,EXT_51-80,MAR_51-80,Eref_51-80,CMD_51-80,RH_51-80,MAT_81-10,MWMT_81-10,MCMT_81-10,TD_81-10,MAP_81-10,MSP_81-10,AHM_81-10,SHM_81-10,DD_0_81-10,DD5_81-10,DD_18_81-10,DD18_81-10,NFFD_81-10,bFFP_81-10,eFFP_81-10,FFP_81-10,PAS_81-10,EMT_81-10,EXT_81-10,MAR_81-10,Eref_81-10,CMD_81-10,RH_81-10,Year,MAT_a*,MWMT_a*,MCMT_a*,TD_a*,MAP_a*,MSP_a*,AHM_a*,SHM_a*,DD_0_a*,DD5_a*,DD_18_a*,DD18_a*,NFFD_a*,bFFP_a*,eFFP_a*,FFP_a*,PAS_a*,EMT_a*,EXT_a*,MAR_a*,Eref_a*,CMD_a*,RH_a*
SBBG39007,1966,34.48,-119.564,684,15.3,22.1,10.3,11.8,627,16,40.3,1423.1,16,3735,1443,429,348,42,350,308,2,-6.6,43.1,-9999,1297,929,58,15.8,22.6,11,11.6,697,16,37.1,1432.2,14,3923,1305,489,355,26,356,330,1,-4.1,43.8,-9999,1300,928,59,1966,15.4,22.6,9.3,13.4,480,8,52.9,2886.7,20,3787,1435,458,345,38,350,312,2,-6.2,43.5,-9999,1290,1069,59
SBBG40449,1951,37.88,-122.189,150,14,19.3,8.3,11,607,26,39.5,730.3,24,3268,1736,241,345,44,346,302,3,-9.2,39.3,-9999,1091,750,63,14.5,19.8,8.8,11,691,30,35.4,661.5,21,3437,1601,288,352,28,352,324,3,-7.3,39.7,-9999,1079,736,65,1951,13.6,18.3,8.1,10.2,644,27,36.6,666.8,26,3113,1833,177,344,40,347,307,2,-10.2,39.6,-9999,1049,752,64
SBBG46841,1973,35.4585,-120.3335,424,14.7,22.8,7.7,15.1,394,22,62.6,1043.8,29,3567,1722,489,296,106,308,202,2,-17,44.5,-9999,1483,1157,46,15.1,23.1,8.2,14.9,437,21,57.5,1082.8,25,3719,1600,535,308,95,314,219,2,-15.2,45.4,-9999,1492,1155,46,1973,14.6,22.6,6.8,15.8,586,8,41.9,2916.1,34,3548,1787,501,298,99,305,206,6,-17.6,44.8,-9999,1470,1157,47
SBBG48273,1973,34.4293,-119.706,66,15.1,19,11.7,7.4,400,12,62.8,1649.6,11,3624,1344,234,356,19,356,337,1,-5.4,38.4,-9999,1134,816,63,15.7,19.5,12.5,7,445,11,57.7,1709.1,9,3826,1193,291,361,7,360,354,0,-3.2,39,-9999,1136,809,65,1973,14.7,18.4,10.6,7.9,557,4,44.5,4728.7,13,3498,1451,207,354,22,352,329,1,-5.2,38.6,-9999,1088,821,65
SBBG49063,1974,35.01,-120.48,83,13.8,16.7,10.7,6,365,15,65.4,1117,14,3157,1685,98,346,42,345,303,1,-8.4,35.6,-9999,1074,750,63,14.4,17.3,11.3,6,409,15,59.6,1156,12,3348,1515,127,352,31,349,319,1,-6.7,36.4,-9999,1092,755,63,1974,13.8,16.7,10.7,6.1,424,4,56.2,4001.3,15,3151,1694,101,345,48,346,298,1,-9.2,35.9,-9999,1065,808,63
SBBG6129,1939,40.356,-123.923,176,12.4,18,7.2,10.7,1282,84,17.5,213.2,35,2743,2190,136,332,68,329,261,11,-11.1,37.8,-9999,982,554,64,12.8,18.6,7.6,11,1330,92,17.1,201.6,32,2857,2096,165,339,55,334,279,10,-8.2,38.1,-9999,976,543,66,1939,12.9,18.6,7.5,11.1,952,94,24.1,196.9,32,2913,2026,155,332,66,330,264,9,-11.5,38,-9999,1034,685,62
SBBG6133,1945,34.4575,-119.6915,320,15,19.9,11.3,8.6,496,14,50.4,1397.1,12,3594,1406,264,354,25,354,329,1,-5.4,40.1,-9999,1171,828,62,15.6,20.3,12,8.3,552,14,46.3,1423,10,3795,1256,321,360,12,360,348,1,-3.1,40.7,-9999,1174,817,63,1945,15.1,20.6,11.4,9.2,495,9,50.7,2379.1,13,3634,1416,316,352,32,356,324,1,-5.2,40.4,-9999,1191,939,62
SBBG6134,1945,37.324,-119.558,1117,13.3,23.6,5.6,18,898,53,26,442.7,55,3196,2204,500,282,116,309,193,15,-18.3,41.3,-9999,1241,830,54,14.1,24.4,6.4,18,989,59,24.4,414.2,46,3435,2033,599,303,98,318,221,12,-15.7,42.4,-9999,1226,806,57,1945,13.3,25.1,5.4,19.7,1138,51,20.5,492.2,62,3229,2272,567,281,119,314,195,24,-18.7,41.6,-9999,1238,859,55
SBBG6137,1939,38.336,-123.063,15,12.2,14.8,8.5,6.3,839,33,26.4,441.2,24,2577,2204,45,338,55,336,281,4,-10.3,34,-9999,915,528,66,12.5,15.2,9,6.2,883,39,25.5,390.2,22,2685,2099,51,344,41,340,299,4,-8.6,34.3,-9999,900,514,68,1939,12.6,14.6,8.9,5.7,482,41,46.9,356.5,22,2729,2056,56,334,58,334,276,3,-11.4,34.3,-9999,980,679,62
SBBG6143,1934,34.426,-117.3,970,15.3,25.8,6.6,19.2,185,22,136.8,1158.3,36,3871,1757,782,293,100,314,214,2,-18.2,43.4,-9999,1457,1271,50,16,26.1,7.1,19,211,19,123.2,1386.9,31,4103,1601,887,309,86,321,235,1,-15.6,45.2,-9999,1461,1249,52,1934,16.7,26,8,18,181,24,147.5,1088,22,4288,1328,840,319,67,326,260,1,-18.7,43.8,-9999,1524,1341,50
SBBG6144,1939,34.426,-117.3,970,15.3,25.8,6.6,19.2,185,22,136.8,1158.3,36,3871,1757,782,293,100,314,214,2,-18.2,43.4,-9999,1457,1271,50,16,26.1,7.1,19,211,19,123.2,1386.9,31,4103,1601,887,309,86,321,235,1,-15.6,45.2,-9999,1461,1249,52,1939,15.7,26,6.5,19.6,217,70,118.2,372.4,41,4008,1669,824,292,92,315,223,3,-18.7,43.8,-9999,1486,1231,49
SBBG6145,1937,33.0124,-116.5613,1427,12.6,21.9,5.3,16.5,695,73,32.5,297.6,57,2949,2334,357,285,118,310,192,12,-17.9,40.3,-9999,1248,808,56,13.4,22.3,6.5,15.7,757,66,30.9,336.9,45,3193,2106,418,308,97,321,224,9,-14.6,41.8,-9999,1244,820,59,1937,12.6,22.2,0,22.3,828,53,27.3,418.9,109,3097,2399,443,283,114,315,201,53,-17.4,40.6,-9999,1198,933,58
SBBG64772,1929,34.4227,-118.5409,354,17.2,24.5,11.2,13.3,376,14,72.3,1760.4,11,4394,1108,768,350,36,350,314,1,-7.5,45.2,16.2,1462,1138,53,17.8,25.1,12,13,406,13,68.4,1881,9,4612,979,852,358,20,356,335,0,-4.3,46.4,-9999,1458,1136,55,1929,17.5,26.3,10.2,16.2,197,10,139.6,2594.1,13,4559,1102,904,345,46,351,305,1,-6.8,45.7,-9999,1481,1233,52
SBBG64774,1928,34.4895,-120.225,133,14.4,18,11.3,6.7,413,15,59,1164.9,13,3343,1545,150,355,23,356,333,1,-5.6,37.5,-9999,1083,753,65,15,18.6,12,6.6,462,15,54,1215.1,11,3551,1378,198,360,11,360,349,1,-3.7,38.2,-9999,1098,754,65,1928,14.7,17.8,11.4,6.4,338,19,72.9,935.2,11,3456,1432,150,352,25,347,322,0,-5.8,37.7,-9999,1129,837,62
SBBG64776,1929,34.664,-120.333,163,14.9,19,10.7,8.3,382,13,65.1,1412.2,14,3547,1441,244,340,54,341,286,1,-9.7,39.7,-9999,1276,940,55,15.5,19.6,11.4,8.2,428,13,59.6,1489,12,3754,1282,308,348,40,346,306,1,-7.9,40.5,-9999,1298,949,56,1929,15,20.5,9.4,11.1,196,8,127.4,2722,17,3630,1457,330,316,88,327,238,1,-10,39.9,-9999,1368,1123,49
SBBG64777,1945,34.469,-119.231,366,15.7,22.5,10.4,12.2,525,20,49,1149.8,15,3893,1364,501,336,62,340,278,1,-10.6,43.6,-9999,1376,1004,53,16.3,22.9,11.1,11.8,575,19,45.7,1184.6,13,4074,1229,565,346,45,347,302,1,-8.1,44.3,-9999,1376,999,55,1945,15.7,23.2,10.3,13,547,15,47,1524.5,17,3891,1430,559,331,72,341,269,1,-9.9,43.9,-9999,1395,1119,53
SBBG64792,1929,34.7438,-119.985,1271,14.7,23.6,8.2,15.4,672,22,36.8,1079.3,31,3606,1774,570,342,52,348,295,5,-6.9,41.8,-9999,1149,826,66,15.3,24.1,8.6,15.5,759,21,33.4,1143.9,26,3802,1623,635,350,38,353,315,4,-4.5,42.5,-9999,1157,826,67,1929,15,25.3,6.9,18.4,325,12,76.8,2153,37,3730,1786,683,322,82,338,256,6,-6.8,42.1,-9999,1240,981,60
SBBG64793,1929,34.7438,-119.985,1271,14.7,23.6,8.2,15.4,672,22,36.8,1079.3,31,3606,1774,570,342,52,348,295,5,-6.9,41.8,-9999,1149,826,66,15.3,24.1,8.6,15.5,759,21,33.4,1143.9,26,3802,1623,635,350,38,353,315,4,-4.5,42.5,-9999,1157,826,67,1929,15,25.3,6.9,18.4,325,12,76.8,2153,37,3730,1786,683,322,82,338,256,6,-6.8,42.1,-9999,1240,981,60
SBBG64803,1928,34.442,-119.701,205,15.1,19.4,11.6,7.8,450,13,55.8,1503.8,11,3614,1366,245,356,19,356,337,1,-5.1,39.1,-9999,1144,813,63,15.7,19.9,12.4,7.5,501,13,51.3,1542.2,10,3816,1216,303,362,7,361,354,1,-2.8,39.7,-9999,1145,804,65,1928,15.4,19.1,11.7,7.4,335,18,75.7,1080.9,10,3718,1257,246,355,19,350,331,0,-4.9,39.4,-9999,1175,896,61
SBBG64807,1925,34.5235,-119.7933,752,15,21.5,9.9,11.6,574,15,43.4,1421.1,18,3619,1520,382,344,47,346,299,2,-7.8,42.7,-9999,1277,911,58,15.5,22,10.6,11.4,641,15,39.8,1473.3,15,3811,1369,438,352,31,352,321,1,-5.5,43.4,-9999,1284,918,59,1925,15.3,22,10,12,640,43,39.6,512.4,15,3743,1414,399,342,46,334,288,1,-7.6,43,-9999,1337,874,55
SBBG81949,1950,34.9712,-119.4556,837,14.4,23.1,7.6,15.6,197,14,124,1662.4,33,3488,1833,503,302,99,316,218,1,-15.7,42.8,-9999,1379,1183,51,14.9,23.4,8.3,15,216,12,115.6,1893.1,27,3651,1688,545,315,86,323,237,1,-13.4,43.6,-9999,1386,1170,52,1950,14.8,24.1,5.4,18.7,125,12,198.8,1965.9,34,3669,1690,531,312,89,321,232,2,-15.2,43,-9999,1403,1256,51
SBBG82088,1950,35.422,-119.931,997,15,24.7,7.6,17.1,293,21,85.3,1168.4,34,3717,1793,686,334,62,340,278,2,-9.7,41.8,18.2,1190,932,64,15.4,24.9,8,16.9,329,20,77.2,1274.9,29,3858,1672,722,342,51,345,294,2,-7.4,42.5,16.6,1190,919,65,1950,15.5,25.8,5.8,20.1,213,14,119.9,1791.9,34,3913,1644,734,340,53,345,292,3,-10.2,42,15.4,1219,1008,64
SBBG82149,1967,35.0026,-120.2041,330,15.8,23.2,9.6,13.7,420,20,61.5,1154.9,19,3939,1418,597,334,64,338,275,1,-10.8,44,-9999,1380,1020,54,16.3,23.7,10.2,13.5,469,19,56.2,1270.2,16,4121,1290,665,342,50,343,293,1,-8.8,44.8,-9999,1395,1021,54,1967,16,25,8.4,16.6,490,25,53,1012.4,22,4022,1490,738,329,73,339,267,2,-11.1,44.3,-9999,1357,985,55
SBBG82156,1955,34.3884,-119.3605,212,15.7,21.5,11.3,10.1,452,15,56.9,1401.5,12,3862,1282,414,350,36,350,315,1,-6.8,42.8,-9999,1312,964,57,16.3,21.9,12,9.9,495,15,53.1,1441.3,10,4056,1150,475,357,21,356,335,1,-4.4,43.4,-9999,1313,960,58,1955,15,22,9.2,12.8,448,22,55.9,1017.2,17,3646,1482,365,339,58,344,286,1,-6.4,43,-9999,1316,1024,56
SBBG82157,1955,34.7832,-120.0169,1036,15.2,23.9,9,14.9,694,24,36.3,1003.2,25,3760,1633,605,348,41,352,311,3,-5.9,42.4,15.6,1184,846,65,15.8,24.4,9.4,15,786,23,32.8,1052.7,21,3957,1485,671,355,27,356,329,3,-3.4,43,-9999,1193,848,66,1955,14.4,24.1,6.6,17.5,769,35,31.8,691.2,35,3521,1834,527,334,66,346,279,7,-5.8,42.6,-9999,1175,863,65
SBBG82159,1955,34.386,-119.3804,329,15.5,21.1,11.3,9.8,486,16,52.4,1354.7,12,3765,1336,366,352,30,352,322,1,-5.8,41.9,-9999,1259,904,59,16,21.5,11.9,9.6,533,16,48.8,1382.2,11,3955,1200,427,359,16,358,341,1,-3.5,42.5,-9999,1258,898,60,1955,14.8,21.6,9.2,12.4,483,23,51.3,951.7,17,3546,1542,323,342,53,346,293,2,-5.4,42.2,-9999,1264,958,58
SBBG82201,1947,34.601,-120.028,188,15.5,21.2,10.5,10.7,435,14,58.8,1503.4,14,3806,1357,419,338,58,339,281,1,-9.9,42.4,-9999,1388,1031,52,16.1,21.7,11.2,10.5,487,14,53.7,1601.3,12,4007,1212,489,347,43,345,303,1,-7.8,43.1,-9999,1403,1032,53,1947,15.7,20.9,9.3,11.6,165,8,155.5,2483.6,16,3880,1324,460,329,61,336,275,1,-9.8,42.7,-9999,1440,1251,50
SBBG82202,1956,34.7216,-119.9494,1299,14.8,23.7,8.4,15.3,670,21,37,1140.5,30,3621,1753,569,342,52,348,296,5,-7.1,42.1,-9999,1169,842,65,15.4,24.2,8.7,15.4,755,19,33.6,1241.7,25,3818,1602,634,351,37,353,316,4,-4.6,42.7,-9999,1176,846,66,1956,14.5,22.6,8.6,13.9,433,30,56.6,758.7,37,3541,1807,515,328,62,339,277,6,-6.9,42.3,-9999,1159,910,63
SBBG82204,1957,34.774,-119.642,1589,11.4,20.6,3.9,16.7,457,20,46.9,1033.3,94,2635,2680,277,241,136,290,155,19,-21.6,42.7,18.1,1299,985,50,12,21,4.4,16.6,509,18,43.2,1177.5,77,2787,2506,312,259,128,297,169,15,-19.4,43.3,16.4,1307,989,51,1957,11.4,21.1,1.6,19.5,490,28,43.7,755.6,102,2655,2709,311,246,138,286,149,21,-20.9,42.9,12.3,1308,1029,50
SBBG82469,1955,34.6515,-120.3135,194,14.9,19.1,10.7,8.4,390,14,63.8,1363,14,3542,1448,246,340,54,341,286,1,-9.7,39.7,-9999,1274,937,55,15.5,19.7,11.3,8.3,437,14,58.3,1435,12,3749,1289,309,348,41,346,306,1,-7.9,40.5,-9999,1296,944,56,1955,14,18.8,8.6,10.2,448,17,53.6,1098.9,19,3266,1685,182,329,73,333,261,2,-9.9,39.9,-9999,1244,947,55
SBBG82606,1953,34.844,-120.45,141,14.1,17.6,10.5,7.1,358,14,67.3,1226,15,3273,1618,143,339,55,339,284,1,-9.9,37.6,-9999,1179,857,58,14.7,18.2,11.1,7.1,402,14,61.4,1300.1,13,3473,1448,185,346,42,344,302,1,-8.2,38.4,-9999,1202,862,58,1953,14,17.9,11.3,6.6,179,6,133.6,2937.3,14,3212,1657,128,335,67,335,268,1,-10.5,37.8,-9999,1191,974,56
SBBG82607,1955,34.7832,-120.0169,1036,15.2,23.9,9,14.9,694,24,36.3,1003.2,25,3760,1633,605,348,41,352,311,3,-5.9,42.4,15.6,1184,846,65,15.8,24.4,9.4,15,786,23,32.8,1052.7,21,3957,1485,671,355,27,356,329,3,-3.4,43,-9999,1193,848,66,1955,14.4,24.1,6.6,17.5,769,35,31.8,691.2,35,3521,1834,527,334,66,346,279,7,-5.8,42.6,-9999,1175,863,65
SBBG82621,1957,34.511,-119.809,670,14.7,20.8,10,10.8,554,18,44.6,1154.1,18,3525,1546,318,345,45,346,301,2,-7.7,41.8,-9999,1237,870,59,15.3,21.2,10.8,10.5,618,17,40.9,1220.8,15,3717,1391,373,353,29,352,324,1,-5.5,42.4,-9999,1243,879,60,1957,14.9,20.8,8,12.8,587,34,42.4,617.9,19,3580,1543,359,346,46,342,297,2,-7.6,42.1,-9999,1260,951,59
SBBG82629,1963,34.941,-120.2073,430,15.6,23,9.5,13.4,433,21,59.2,1105.1,20,3876,1457,568,338,57,342,285,1,-9.8,42.4,-9999,1302,939,57,16.2,23.5,10.1,13.4,484,19,54.1,1210.5,16,4062,1323,637,346,44,347,303,1,-7.8,43.2,-9999,1317,938,58,1963,15.6,22.9,8.6,14.3,539,50,47.6,461.9,19,3877,1468,570,333,63,348,285,1,-10.1,42.6,-9999,1268,828,58
SBBG82630,1956,34.521,-119.915,870,14.3,20.5,9.6,10.9,648,23,37.5,906.9,20,3394,1658,285,351,33,353,320,2,-6,41.1,-9999,1154,801,64,14.9,21,10.4,10.7,721,22,34.5,963,17,3589,1497,338,358,18,358,340,2,-3.8,41.8,-9999,1162,803,65,1956,14,19.1,9.5,9.5,453,29,53,669,26,3293,1732,246,339,43,343,300,4,-5.9,41.4,-9999,1145,889,61
SD10341,1935,33.0902,-116.7912,731,15.6,23.6,9.3,14.2,452,39,56.6,602.7,20,3893,1493,611,324,83,333,250,1,-12.3,43.8,17.3,1468,1056,51,16.4,24.3,10.4,13.9,480,34,55,719.5,15,4156,1296,703,340,55,344,288,1,-8.6,45.3,-9999,1460,1062,53,1935,15.5,24.2,9.4,14.8,511,35,49.9,684.1,21,3840,1550,613,325,75,333,257,2,-11.8,44.2,-9999,1428,1059,53
SD10392,1935,32.8442,-117.2525,172,16.6,21.2,12.8,8.3,294,17,90.6,1254.9,8,4167,1027,465,364,0,363,363,0,-2.3,38.6,-9999,1091,803,69,17.3,21.8,13.6,8.2,300,14,91.1,1577,6,4425,862,562,365,0,364,364,0,1.3,39.4,-9999,1064,769,72,1935,16.3,21.8,12.9,8.9,324,11,81.2,1985,8,4065,1100,428,363,0,361,361,0,-2.2,39,-9999,1060,765,70
SD10418,1935,33.0857,-117.2639,28,16,21,12.1,8.9,267,15,97.5,1381.2,10,3975,1172,413,359,11,358,346,0,-4.6,39,-9999,1124,856,67,16.8,21.6,12.9,8.7,273,13,98.2,1687.5,8,4242,990,503,364,1,362,361,0,-1,39.7,-9999,1096,827,69,1935,15.8,21.6,12.1,9.5,284,13,90.6,1664.7,11,3874,1247,383,358,10,356,346,0,-4.7,39.4,-9999,1093,805,67
SD10588,1935,33.2505,-117.1297,168,16.8,23.3,12,11.2,350,20,76.8,1170.5,10,4275,1096,632,352,31,353,322,0,-6.6,43.7,17.3,1400,1065,56,17.6,24,12.9,11.1,359,17,76.9,1408.7,8,4550,921,738,361,12,360,348,0,-2.8,44.7,-9999,1383,1050,58,1935,16.6,23.9,12.1,11.8,365,16,72.8,1499.1,11,4189,1158,606,351,28,352,324,1,-6.5,44.1,-9999,1366,1030,57
SD10785,1935,32.6589,-116.1008,871,15.7,25.2,8.5,16.7,299,43,85.9,581.3,25,3958,1582,735,311,95,323,228,1,-13.8,44.2,-9999,1525,1228,49,16.7,25.7,9.2,16.5,341,42,78.1,616.6,19,4275,1362,862,332,67,336,268,1,-9.4,46,-9999,1534,1208,52,1935,15.8,25.3,8.9,16.4,401,51,64.3,494,24,3972,1598,770,320,80,327,247,2,-12.7,44.5,-9999,1473,1182,53
SD10943,1935,32.5982,-116.6431,597,15.8,24,9.4,14.6,346,31,74.6,772.3,19,3953,1464,648,312,91,324,233,1,-14.6,44.7,-9999,1534,1197,48,16.6,24.8,10.3,14.5,375,27,70.9,916,15,4228,1277,747,330,68,335,267,1,-11,46.3,-9999,1539,1182,50,1935,15.7,24.7,9.7,15,425,29,60.4,847.4,19,3912,1514,651,315,82,326,244,1,-13.6,45.1,-9999,1489,1162,50
SD11309,1935,32.9594,-116.5797,1494,11.9,21.2,4.7,16.5,740,76,29.7,280.2,69,2748,2517,301,269,128,303,174,17,-19.6,40,-9999,1229,780,56,12.7,21.6,5.9,15.8,802,67,28.3,323.6,54,2984,2280,355,293,110,313,203,12,-16.3,41.5,-9999,1226,796,58,1935,11.8,21.4,4.9,16.5,869,78,25.1,275.1,71,2717,2565,311,273,117,306,188,25,-19,40.3,-9999,1185,784,58
SD113485,1935,32.7145,-116.8396,413,17.1,23.8,11.6,12.2,361,26,75.1,906.2,11,4368,1092,721,347,41,349,307,0,-8.7,44,-9999,1469,1118,53,17.8,24.6,12.3,12.2,382,22,72.8,1124.5,8,4643,928,831,356,22,356,334,0,-4.9,45.4,-9999,1464,1100,56,1935,16.9,24.5,11.7,12.8,422,20,63.8,1249,11,4303,1143,706,347,36,348,311,1,-7.9,44.3,-9999,1425,1088,55
SD113486,2015,34.122,-117.7176,444,16.9,23.7,11.4,12.3,436,23,61.7,1031.2,11,4300,1125,690,352,33,353,319,1,-7.2,43.3,-9999,1412,1047,55,17.7,24.5,12.2,12.2,472,21,58.6,1176.7,9,4577,956,798,360,14,359,346,0,-3.3,44.9,-9999,1403,1042,58,2015,19.1,25.6,11.8,13.8,426,85,68.3,302.3,5,5096,695,1059,363,14,365,351,0,-7.4,43.8,-9999,1408,1032,60
SD11361,1935,33.136,-116.7912,668,15.7,24,9.1,14.8,461,39,55.7,618.3,20,3918,1504,643,320,87,330,243,2,-12.9,44.1,-9999,1487,1075,50,16.5,24.6,10.3,14.3,490,34,54,725.5,16,4181,1307,734,338,60,341,281,1,-9.3,45.7,-9999,1479,1081,53,1935,15.5,24.5,9.2,15.3,520,37,49.1,661.9,21,3866,1561,645,321,80,330,250,2,-12.5,44.5,-9999,1449,1075,52
SD11378,1935,33.3852,-116.6781,1291,13.8,23,6.5,16.5,426,61,55.9,373.8,42,3325,2026,486,301,107,321,214,4,-15.9,41.7,-9999,1318,949,55,14.6,23.5,7.7,15.8,464,58,53,408,33,3570,1813,561,322,82,332,250,3,-12.5,43.2,-9999,1308,951,58,1935,13.7,23.3,6.6,16.7,512,87,46.2,268.3,43,3289,2088,496,304,99,322,223,6,-15.8,42,-9999,1281,904,57
SD114740,1982,32.7641,-116.5725,1207,13.4,22.2,6.8,15.4,539,51,43.4,438.1,41,3170,2094,396,282,125,309,184,5,-17.1,42.3,-9999,1389,963,50,14.2,22.9,7.7,15.1,584,44,41.4,519.4,32,3428,1871,469,306,103,320,217,4,-13.6,43.9,-9999,1393,982,52,1982,13.2,22.8,6.5,16.3,877,66,26.5,343.6,43,3127,2144,391,295,109,317,207,6,-16.3,42.6,-9999,1341,962,54
SD114932,1979,32.7732,-116.4346,1430,11.8,20.7,5.2,15.5,539,61,40.4,340.8,64,2675,2531,261,249,146,293,147,11,-20.1,40.8,-9999,1323,903,50,12.6,21.3,6.2,15.2,593,55,38.2,389.2,50,2931,2283,318,277,129,304,175,8,-16.7,42.4,-9999,1331,927,52,1979,11.9,20.3,3.5,16.8,655,77,33.4,263.1,76,2762,2514,293,255,140,304,164,36,-19.4,41,-9999,1303,963,51
SD115641,1983,32.6306,-116.0937,1130,14.7,23.9,7.6,16.3,407,50,60.6,475.2,32,3601,1809,585,297,109,315,206,3,-15.6,43.3,-9999,1473,1096,49,15.6,24.5,8.3,16.2,463,48,55.3,510.8,24,3916,1568,692,321,83,329,245,2,-11.2,45.1,-9999,1483,1101,52,1983,15.1,23.8,8.7,15.1,910,110,27.6,216.6,26,3728,1686,619,321,93,336,244,6,-14.4,43.7,-9999,1416,953,54
SD128338,1972,33.393,-116.9163,1061,15.3,24.4,8.1,16.3,391,45,64.6,543.6,28,3805,1677,674,315,94,328,234,2,-13.9,43.4,-9999,1417,1059,53,16.1,25,9.4,15.7,413,41,63.2,607.2,22,4066,1478,757,333,68,339,270,1,-10.4,44.8,-9999,1407,1061,56,1972,15.5,25.5,7.8,17.7,238,48,107.1,536.7,26,3893,1614,698,312,96,325,229,3,-13.8,43.7,-9999,1430,1238,53
SD133999,1991,33.3314,-116.7125,932,14.4,23.4,7.3,16.1,408,55,59.7,427.2,33,3502,1862,536,282,120,311,190,3,-18.3,43.6,17.5,1482,1108,47,15.2,24,8.5,15.5,445,51,56.6,468.1,26,3761,1653,614,306,99,322,223,2,-14.9,45.2,-9999,1479,1114,49,1991,14.6,22.8,8.2,14.6,539,70,45.7,327.7,30,3554,1776,501,299,116,327,211,5,-18,44,16.8,1431,1132,49
SD136823,1992,33.4923,-117.3861,714,16.5,23.9,11.8,12.1,428,29,62,830.4,11,4165,1201,626,363,5,365,360,1,-2.3,42.1,-9999,1165,846,68,17.3,24.5,12.9,11.6,440,25,62.1,970.1,9,4442,1016,723,365,0,365,365,0,1.5,43.2,-9999,1139,833,71,1992,17.7,25.6,11.8,13.8,559,18,49.6,1451.2,9,4605,952,825,365,0,365,365,0,-2.9,42.6,-9999,1117,864,72
SD137733,1995,33.45,-116.95,657,16.7,25.1,10,15,343,33,77.9,767,16,4274,1290,806,333,68,339,271,1,-11.3,45.5,-9999,1551,1223,49,17.5,25.8,11.2,14.7,362,30,75.9,871.4,13,4539,1122,909,347,42,349,307,1,-7.7,46.9,-9999,1544,1212,52,1995,17.8,26.9,10.3,16.6,582,41,47.8,664.6,11,4656,1066,972,355,30,358,328,2,-11.3,45.8,-9999,1518,1201,54
SD15061,1936,32.5436,-117.0831,55,16.8,21.6,12.8,8.8,246,15,108.9,1454.9,8,4241,1002,513,364,0,363,363,0,-1.9,39.2,-9999,1097,850,70,17.5,22.3,13.5,8.8,260,13,105.8,1736.2,6,4499,844,614,365,0,363,363,0,1.8,40.2,-9999,1079,820,72,1936,17.2,22.3,12.8,9.5,347,9,78.3,2450.6,8,4397,925,587,364,1,362,361,0,-1.4,39.7,-9999,1108,920,70
SD15169,1936,33.0484,-116.6308,1281,13.6,22.6,6.5,16.1,654,73,36.1,311.1,41,3251,2055,440,307,102,322,220,6,-15,41.4,19.3,1286,840,57,14.4,23.1,7.7,15.4,706,65,34.6,358.1,32,3499,1837,513,327,76,333,257,5,-11.5,43,18.3,1278,851,60,1936,14.1,23.6,6.8,16.8,962,61,25.1,383.5,38,3434,1916,502,318,85,322,237,5,-14.5,41.7,-9999,1297,837,58
SD155169,2002,32.8728,-116.7475,774,16.1,23.7,10,13.7,437,36,59.7,652.6,16,4057,1359,655,335,65,340,275,1,-10.7,44.2,-9999,1471,1066,52,16.9,24.5,11,13.5,465,32,57.8,778.9,13,4322,1174,752,348,40,350,310,1,-6.9,45.8,-9999,1466,1070,54,2002,16.8,23.8,10.6,13.2,256,19,104.5,1240.6,13,4268,1193,708,343,52,345,293,0,-9.9,44.6,-9999,1489,1273,53
SD155607,2003,32.995,-116.5367,1470,12.6,21.9,5.2,16.7,673,73,33.5,298.1,59,2945,2348,361,284,118,310,192,12,-18,40.2,18.9,1243,810,57,13.4,22.3,6.4,15.9,734,66,31.8,336.1,46,3189,2120,422,307,97,321,224,9,-14.6,41.7,17.9,1240,823,59,2003,14,23.4,6.8,16.5,660,73,36.3,319.5,38,3388,2000,532,316,93,331,238,9,-17.5,40.4,-9999,1238,853,60
SD157168,2004,33.3167,-116.7353,1132,14,23,6.9,16.1,461,55,52.1,416.9,37,3388,1948,490,290,115,315,200,4,-17.2,42.6,17.3,1403,1012,50,14.8,23.6,8.1,15.4,499,51,49.8,460.6,29,3640,1734,565,313,91,326,235,3,-13.8,44.2,-9999,1396,1016,53,2004,14.9,23.4,8.1,15.2,525,19,47.4,1229.9,31,3688,1699,565,312,88,324,236,3,-16.9,43,-9999,1418,1118,53
SD157169,2004,32.873,-116.6255,1093,14.2,23,7.3,15.6,532,44,45.4,525,34,3422,1910,495,300,110,319,209,4,-15.5,43.1,-9999,1403,984,52,15,23.7,8.4,15.3,576,38,43.3,628.3,27,3682,1698,576,321,85,330,245,3,-12,44.7,-9999,1402,998,54,2004,15.1,23.5,8.5,15,619,15,40.5,1557.5,28,3747,1650,585,324,78,331,253,3,-14.8,43.4,-9999,1417,1068,54
