id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
196190,OBI,,,PreservedSpecimen,b3695d2f-a13d-4ab8-bb8f-3d74007ba925,OBI106022,77727,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"C. Woods",,8,1978-03-01,1978,3,1,60,,1-Mar-78,,"Valley grassland, with lots of filaree and distichlis; Common in grassy fields",,"Low herb ground cover 6"" tall or less with blue fls",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Carrizo Plain, 1 mi S of the jctn of hwy 58 and Sim soda lake san diego cr rd",,0,,35.351177,-120.005123,WGS84,596,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:ccc2255d-3a3f-4721-94ae-01e65f787a70,http://cch2.org/portal/collections/individual/index.php?occid=196190
196191,OBI,,,PreservedSpecimen,a4d8c918-ceac-4cac-8def-36fbdc728049,OBI106027,77726,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila Menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"C. Woods",,8,1978-03-01,1978,3,1,60,,1-Mar-78,,"Valley grassland, with lots of filaree and distichlis; Common in grassy fields",,"A low, herb ground cover 6"" tall or less with blue fls",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Carrizo Plain, 1 mi S of the jctn of hwy 58 and Sim. soda lake san diego cr rd",,0,,35.351177,-120.005123,,596,,,,,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:4a8b2cd8-977e-411f-9629-c892bf4d2bf5,http://cch2.org/portal/collections/individual/index.php?occid=196191
196192,OBI,,,PreservedSpecimen,30954d9a-3b96-4109-8d09-8134cee48598,OBI106046,13911,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Carl B. Wolf",,8915,1937-06-19,1937,6,19,170,,19-Jun-37,,"Arid transition-Quercus garryana and grassland. Moist open slopes, rocky clay, sun semishade; Abundant",,"Annual; ht 6-10""",,,,,,,,,,,,,"United States",California,Humboldt,,"North Coast Range, 3 mi W of Little Van Duzen River at summit of grade-Dinsmore to Bridgeville",,0,,40.483215,-123.740232,WGS84,4627,,,,GeoLocate,,,762,,,,,2500ft.,,,,"2013-04-04 00:00:00",,12,urn:uuid:93b13155-4d19-44ab-875d-452513807429,http://cch2.org/portal/collections/individual/index.php?occid=196192
196193,OBI,,,PreservedSpecimen,e95f7673-c7e4-4596-8442-3839835adb58,OBI106052,40276,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Clifton F. Smith",,2569,1950-03-18,1950,3,18,77,,18-Mar-50,,,,,,,,,,,,,,,,,"United States",California,Kern,,"Along Soda Lake Rd to Carrizo Plain, about 0.8 mi off hwy 399. Near San Luis Obispo county line",,0,,34.971205,-119.455334,WGS84,657,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:310f25c5-8ebc-46e7-bcd4-ea371e65ec0c,http://cch2.org/portal/collections/individual/index.php?occid=196193
196194,OBI,,,PreservedSpecimen,1bfae1d7-5734-4472-bc46-8f7f1d09a754,OBI106056,39146,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"David J. Keil",,12657,1978-03-19,1978,3,19,78,,19-Mar-78,,"Hillside with scattered Pinus sabiniana and Quercus wislizenii. Common shrubs include Eriogonum fasciculatum and Chrysothamnus nauseosus. Many ephemerals; Loc abundant in open sites",,"Fls blue",,,,,,,,,,,,,"United States",California,Kern,,"Along State hwy 178 in Kern River Cyn area, 8 mi W of jctn with Bodfish Rd",,0,,35.570441,-118.568642,WGS84,4315,,,,GeoLocate,,,701,,,,,2300ft.,,,,"2013-04-04 00:00:00",,12,urn:uuid:c73f158a-e9b4-471c-bda6-246b4a9c7642,http://cch2.org/portal/collections/individual/index.php?occid=196194
196195,OBI,,,PreservedSpecimen,858e840c-c3b0-4f89-942a-2878e8c84d02,OBI106040,20178,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"David J. Keil",,13028,1979-04-08,1979,4,8,98,,8-Apr-79,,"Alkaline field and roadside; Loc common",,"Fls blue. Stems and lvs slightly fleshy",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"2 mi S of California Valley along Soda Lake Rd",,0,,35.2993,-119.9771,NAD83,500,,,,MyTopo,,,579,,,,,1900ft.,,,,"2013-04-04 00:00:00",,12,urn:uuid:f29762a2-fe15-493e-9479-860173be26b4,http://cch2.org/portal/collections/individual/index.php?occid=196195
196196,OBI,,,PreservedSpecimen,0713c54e-57f3-43e3-9c82-ba424b4a8726,OBI106025,28779,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"David J. Keil","Melissa Luckow, Richard A. Pimentel,Rhonda Riggins-Pimentel",14512,1981-04-24,1981,4,24,114,,24-Apr-81,,"Foothill woodland area with riparian zone and open grassy fields. No surface flow in the stream. Grassland areas lightly grazed; Abundant in grassy fields",,"Fls blue; most plants done flowering",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Jctn of Shell Crk Rd and Calif hwy 58 S of Shandon",,0,,35.45983,-120.33394,WGS84,305,,"CalPoly I",,"GoogleMaps via BerkeleyMapper (copied from OBI29234)",,"georef from old CCH cumulative file",,,,,,,,,preprocessed,"2013-04-04 00:00:00",,12,urn:uuid:18f556f7-c6b0-4eeb-a7f6-5de35540bda4,http://cch2.org/portal/collections/individual/index.php?occid=196196
196197,OBI,,,PreservedSpecimen,c3b852c7-baa2-4064-a809-0410b1fb4d1f,OBI106061,47389,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"David J. Keil",,18519,1985-03-31,1985,3,31,90,,31-Mar-85,,"Woodland dom by Quercus turbinella, Q. douglasii, and Juniperus californica. Grassy understory; Loc abundant",,"Fls light blue",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Along hwy 58 ca 100 m E of jctn with Huerhuero Rd",,0,,35.438108,-120.493918,WGS84,148,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:ebec7562-19ab-4f95-a908-63ac4debf139,http://cch2.org/portal/collections/individual/index.php?occid=196197
196198,OBI,,,PreservedSpecimen,9bed8b08-c351-470a-a045-6ca74392f489,OBI106063,54165,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"David J. Keil","Kathleen Keil",24850,1995-04-15,1995,4,15,105,,15-Apr-95,,"Foothill woodland and chaparral, scrub, and grassland areas; Loc common in flat areas",,"Fls blue",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Shell Crk, ca 1/2 mi N of jctn with Calif rte 58",,0,,35.46411,-120.33005,WGS84,221,,"CalPoly B",,"GoogleMaps via BerkeleyMapper (copied from OBI54153)",,"georef from old CCH cumulative file",450,500,,,,450-500m,,,preprocessed,"2013-04-04 00:00:00",,12,urn:uuid:0e74fefa-d2d0-4e9e-a1e4-64e20009a018,http://cch2.org/portal/collections/individual/index.php?occid=196198
196199,OBI,,,PreservedSpecimen,b5c0d3e0-7bbe-4d32-81c0-a9e70fcaa41f,OBI106043,58215,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. & Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"David J. Keil",,26876,1998-04-20,1998,4,20,110,,20-Apr-98,,"Foothill woodland with open grassy sites; occasional",,"corolla blue",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"North of Nacimiento Lake, .3 miles south from Interlake Road on Bee Rock Road.",,0,,,,,,,,,,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:1dd20626-8ac4-4e7a-9084-547fc83daeba,http://cch2.org/portal/collections/individual/index.php?occid=196199
196200,OBI,,,PreservedSpecimen,5545f191-9e9a-4775-b358-167b1ca6de65,OBI106023,58342,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. & Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"David J. Keil","Rhonda Riggins and Karl Striby",27420,1998-05-22,1998,5,22,142,,22-May-98,,"Juniper-desert scrub oak woodland.; Occasional.",,"Corolla deep blue.",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Caliente Range. Along Caliente Ridge Rd. between wildlife guzzler (35°03.432' N x 119°46.937' W) and Caliente Peak.",,0,,35.045615,-119.7714,WGS84,1000,,"UCBerkeley J",,"GeoLocate (copied from OBI55297)",,"georef from old CCH cumulative file",1554,,,,,4200-5100ft.,,,preprocessed,"2013-04-04 00:00:00",,12,urn:uuid:10cbc9ec-6bb8-4fe4-b15d-1f408ba7f5eb,http://cch2.org/portal/collections/individual/index.php?occid=196200
196202,OBI,,,PreservedSpecimen,dc17fc19-4fce-4954-a3be-0a7db444a61a,OBI106037,13914,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Eben McMillan",,19,1952-03-23,1952,3,23,83,,23-Mar-52,,"Light sandy soil, cyn floor",,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Shell Crk. 3 mi E 12 mi S, Shandon",,0,,35.481179,-120.321879,WGS84,9224,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:4c62e482-beb9-4be7-acaf-99b8df68f02a,http://cch2.org/portal/collections/individual/index.php?occid=196202
196203,OBI,,,PreservedSpecimen,3ffa73d9-a2cf-49c0-afdf-5b4acad73420,OBI106039,3990,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Elizabeth Rudd",,182,1971-03-09,1971,3,9,68,,9-Mar-71,,"Foothill oak woodland, soil, sandy",,"Small annual; fls blue",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"3 mi NE of Santa Margarita",,0,,35.418043,-120.568649,WGS84,1486,,"UCBerkeley I",,"GeoLocate (copied from OBI3834)",,"georef from old CCH cumulative file",274,,,,,900ft.,,,preprocessed,"2013-04-04 00:00:00",,12,urn:uuid:2e94ae4c-a83c-45e0-a32e-404ea1536c35,http://cch2.org/portal/collections/individual/index.php?occid=196203
196204,OBI,,,PreservedSpecimen,2467933b-6901-4e3d-82b7-bef37623782e,OBI106053,40939,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"F. A. Lindholm",,132,1971-04-08,1971,4,8,98,,8-Apr-71,,,,"Cor bright blue with white centers. black dots in white centers",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Near top of hill in area of sedimentary deposits. 6 mi N of Cayucos",,0,,35.543942,-120.896932,"WGS84, Google Earth",800,,"UCBerkeley I",,"GeoLocate (copied from OBI40938)",,"georef from old CCH cumulative file",518,,,,,1700ft.,,,,"2013-04-04 00:00:00",,12,urn:uuid:f3a42b5e-1ce8-4781-b6d4-99f8985c327f,http://cch2.org/portal/collections/individual/index.php?occid=196204
196205,OBI,,,PreservedSpecimen,53f1331f-8021-4656-a718-8e14ee0aea6f,OBI106029,39923,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"H. M. Pollard",,s.n.,1973-03-14,1973,3,14,73,,14-Mar-73,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"In ""organic garden"", El Mirasol block between Sola and Micheltorena Sts, Santa Barbara",,0,,34.4293,-119.706,NAD83,1000,,"Santa Barbara Botanic Garden A",,"Terrain Nav. v. 8.7 (copied from SBBG47164)",,"georef from 2006-2015 archive backup file; Date Georeferenced: Sun Mar 30 16:19:22 2014",,,,,,,,,preprocessed,"2013-04-04 00:00:00",,12,urn:uuid:b804f93e-9fe1-4dc4-a927-5824b24e6919,http://cch2.org/portal/collections/individual/index.php?occid=196205
196206,OBI,,,PreservedSpecimen,ae1e325f-b71c-431e-9dfd-d112f9959a30,OBI106020,43248,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"H. W. Graham",,s.n.,1933-04-30,1933,4,30,120,,30-Apr-33,,"Ravine in Carmel Valley",,,,,,,,,,,,,,,"United States",California,Monterey,,"Santa Lucia mts, 6 mi from Carmel; N base of Santa Lucia Mts; 5 mi from ocean",,0,,36.527035,-121.835454,WGS84,9491,,,,GeoLocate,,,30,,,,,<100ft.,,,,"2013-04-04 00:00:00",,12,urn:uuid:9241fd87-03ff-43cd-b4d2-bfab3190b7a5,http://cch2.org/portal/collections/individual/index.php?occid=196206
196207,OBI,,,PreservedSpecimen,51f70014-44ca-4d1d-a71a-f97872b0b31a,OBI106030,48731,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,"Originally named Nemphila aurata, annotated to Pholistoma auritum by unk, annotated to Nemophila menziesii var. menziesii by DJK in 2014",,,,,,,illegible,,46,1930-00-00,1930,0,0,,,"Spring, 1930",,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Santa Barbara",,0,,,,,,,,,,,,,,,,,,,,,"2013-04-09 00:00:00",,12,urn:uuid:06fd8da7-696f-4c71-b2f5-10d8705afb4e,http://cch2.org/portal/collections/individual/index.php?occid=196207
196209,OBI,,,PreservedSpecimen,fc2e1f20-5a78-43e5-9644-e1fadc6951b1,OBI106019,31239,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Julie M. Vanderwier",,102,1979-04-04,1979,4,4,94,,4-Apr-79,,"Near the ecotone between southern coastal grassland and coastal live oak woodland. With Platystemon californicum, lupinus nanus, Ranunculus californica; Relatively abundant",,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Indian Knob Tar Sands",,0,,35.197821,-120.66211,WGS84,800,,"CalPoly A",,GEOLocate,,"georef from 2006-2015 archive backup file; Date Georeferenced: Tue Jun 30 17:33:26 2015",,,,,,,,,preprocessed,"2013-04-04 00:00:00",,12,urn:uuid:ca5db302-e7ee-4f71-8b07-67124c69a6ce,http://cch2.org/portal/collections/individual/index.php?occid=196209
196210,OBI,,,PreservedSpecimen,be3796b3-45f1-446d-9647-f6e12940242e,OBI106060,56258,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"L. E. Allen",,s.n.,1965-03-22,1965,3,22,81,,22-Mar-65,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Blue Cyn, N slope, Santa Ynez Mts",,0,,34.4916,-119.5865,NAD83,50,,,,MyTopo,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:ca52f906-fb9a-40d3-8c68-422614b6470b,http://cch2.org/portal/collections/individual/index.php?occid=196210
196211,OBI,,,PreservedSpecimen,6bca1e4b-e80b-484d-b539-c8f660b08633,OBI106034,48732,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,"David J. Keil",2014,,,,,,"Lewis S. Rose",,39077,1939-04-23,1939,4,23,113,,"Apr 23 1939",,"open wet fields",,,,,,,,,,,,,,,"United States",California,Marin,,Nicasio,,0,,38.061745,-122.69831,NAD27,818,,,,"Terrain Navigator 5.03 USGS 1:24000",,,45,,,,,"150 ft",,,,"2013-04-09 00:00:00",,12,urn:uuid:500bcc60-9514-4a5b-9e1c-390e66c00a3e,http://cch2.org/portal/collections/individual/index.php?occid=196211
196212,OBI,,,PreservedSpecimen,3aedc05c-3bfb-4340-8065-c8db1ecbbf33,OBI106036,3000,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Lewis S. Rose",,68057,1968-06-01,1968,6,1,153,,1-Jun-68,,"Coastal fields",,,,,,,,,,,,,,,"United States",California,Mendocino,,"Pt. Arena light house",,0,,,,,,,,,,,,15,,,,,50ft.,,,,"2013-04-04 00:00:00",,12,urn:uuid:717820d5-8913-48c4-ba49-59760445af23,http://cch2.org/portal/collections/individual/index.php?occid=196212
196213,OBI,,,PreservedSpecimen,6eb9d48d-eca2-4fd9-9a21-f36b5d324b6c,OBI106024,46188,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Lynne Dee Oyler",,460,1986-05-06,1986,5,6,126,,6-May-86,,"Occ common in open areas",,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Santa Margarita Ranch. Estadio field in E part of the ranch where a large stand of blue oaks occur on slopes of decomposed limestone",,0,,35.402195,-120.612946,WGS84,2094,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:f7bd0f52-b72d-4040-abb9-fac9b7f67859,http://cch2.org/portal/collections/individual/index.php?occid=196213
196214,OBI,,,PreservedSpecimen,f1ac71e0-0b98-4802-8fe1-b97cc3d0781e,OBI106062,50007,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Mary M. Trask",,39,1988-02-02,1988,2,2,33,,2-Feb-88,,"Wildlife habitat exclosure. No livestock grazing. Dense grassland veg with mostly course textured soil; Rare except small patch in SE part of exclosure",,"petals bright blue with white center",,,,,,,,,,,,,"United States",California,Tulare,,"Pixley natl Wildlife Refuge, San Joaquin Valley. SESW sec 23",,0,,35.918675,-119.374004,WGS84,4689,,,,GeoLocate,,,61,,,,,200ft.,,,,"2013-04-04 00:00:00",,12,urn:uuid:76a6b497-0428-4107-90fc-11c9eb5d01f7,http://cch2.org/portal/collections/individual/index.php?occid=196214
196215,OBI,,,PreservedSpecimen,f1d39de5-1b6e-4c15-b6c6-fdd66d35ba2b,OBI106026,28871,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Melissa Luckow","Rhonda Riggins and Richard Pimentel",728,1982-04-04,1982,4,4,94,,4-Apr-82,,"Oak woodland with grassy understory. Soil of Santa Margarita formation type; Scattered in grasslands",,"Fls blue",,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Huasna Rd, 1/2 mi NW of where the Huasna River crosses the rd",,0,,35.12639,-120.4025,,500,,,,TopoZoneACS,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:0d43b601-42d8-4f0b-889f-3aab74e4837d,http://cch2.org/portal/collections/individual/index.php?occid=196215
196217,OBI,,,PreservedSpecimen,e583717b-9816-4a2c-b6bd-64d4ca531e5f,OBI106048,54498,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"N. Misa Werner",,97,1997-04-05,1997,4,5,95,,5-Apr-97,,"In grassland ; Loc common",,"Fls blue",,,,,,,,,,,,,"United States",California,Kern,,"Bitter Crk Natl Wildlife Refuge. Near Cerro Noroeste Rd where rd to Red lake intersects",,0,,34.861591,-119.213581,WGS84,14747,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:2e5df727-481b-4775-a68c-a0f3c718f1e0,http://cch2.org/portal/collections/individual/index.php?occid=196217
196218,OBI,,,PreservedSpecimen,dc41cc70-1c27-4d16-b35d-5cf3328f6ee4,OBI106033,6323,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Neil Havlik",,148,1968-04-06,1968,4,6,97,,6-Apr-68,,"In rocky soil on N facing slope",,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"On hill on W side of Carrizo Plain due W of Soda lake's southern end",,0,,35.206217,-119.881875,WGS84,3623,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:504105ea-5ea5-4cc0-9740-1970618b5b99,http://cch2.org/portal/collections/individual/index.php?occid=196218
196219,OBI,,,PreservedSpecimen,168a24d5-cc81-47ca-aa75-300ed91415bb,OBI106055,13915,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"P. J. Justen",,5,1966-04-03,1966,4,3,93,,3-Apr-66,,"In grassy clearing near the roadside with maple and oak trees beyond the grassy clearing",,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Lopez Cyn near the 15th or 16 crk crossing",,0,,35.279519,-120.540786,WGS84,3205,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:e8991025-34d5-4d41-95a7-58f2676e1cce,http://cch2.org/portal/collections/individual/index.php?occid=196219
196220,OBI,,,PreservedSpecimen,c643f404-047c-4c4e-85eb-a6b4f92a1497,OBI106028,13917,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"R. D. Brister",,6,1964-02-29,1964,2,29,60,,29-Feb-64,,,,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"Routzahn Park Rd, approx 11 mi from SLO",,0,,35.207788,-120.470393,WGS84,3873,,,,GeoLocate,,,,,,,,,,,,"2013-04-04 00:00:00",,12,urn:uuid:db8f99ca-b617-41c3-b3f4-aab51f803a7f,http://cch2.org/portal/collections/individual/index.php?occid=196220
196221,OBI,,,PreservedSpecimen,41a78543-f9ee-40a7-bc2f-d7d6af32ccc7,OBI106058,13916,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. integrifolia",205102,Brand,Nemophila,menziesii,var.,integrifolia,,,,,,,,"Rimo Bacigalupi","G.T. Robbins",4498,1954-05-18,1954,5,18,138,,18-May-54,,"One year old burn",,,,,,,,,,,,,,,"United States",California,"San Diego",,"On grade along State hwy 94, 5.5 mi W of Campo and 3.8 mi E of Potrero",,0,,32.5962,-116.545,WGS84,805,,"San Diego NHM A",,"SD_georef (mak) (copied from JEPS8961)",,"georef from old CCH cumulative file",732,,,,,2400ft.,,,preprocessed,"2013-04-04 00:00:00",,12,urn:uuid:038cf9c0-d15a-456d-8730-c73fc8665bfc,http://cch2.org/portal/collections/individual/index.php?occid=196221
196222,OBI,,,PreservedSpecimen,603a4d7e-d658-47d2-b7fe-2f6bb1ffd2ab,OBI106049,13913,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Robert F. Hoover",,8079,1952-04-08,1952,4,8,99,,8-Apr-52,,"On open hillside, in coarse sandy soil containing clay",,,,,,,,,,,,,,,"United States",California,"San Luis Obispo",,"La Panza District",,0,,35.379759,-120.285566,WGS84,3000,,"CalPoly A",,GEOLocate,,"georef from 2006-2015 archive backup file; Date Georeferenced: Tue Jun 30 17:33:26 2015",,,,,,,,,preprocessed,"2013-04-04 00:00:00",,12,urn:uuid:e8f7be24-e63d-4d3c-94b0-b08f2b32ce40,http://cch2.org/portal/collections/individual/index.php?occid=196222
